,"Age, BMI & VAT","Sleep Quality
(average of nights)"
fortified_wine__glasses_week,True,True
hours_outdoors_winter,False,False
hours_driving,False,False
liqueurs_measures_week,True,True
other_alcoholic_glasses_week,False,False
physical_activity_maderate_days_a_week,False,True
vigorous_activity_minutes,False,True
sleep_hours_in_24H,False,False
work_hours,False,False
work_days_a_week,False,False
hours_using_computer_not_work,False,True
work_hours_day,False,True
hours_watching_tv,False,True
hours_outdoors_summer,False,False
white_wine_glasses_week,False,False
walking_minutes_day,False,True
walking_10min_days_a_week,False,True
beer_cider_pints_week,True,True
moderate_activity_minutes,False,True
drink_alcohol_with_meals_partial,False,True
drink_alcohol_with_meals_yes,False,True
mobile_phone_side_of_head_Left,False,True
mobile_phone_side_of_head_Right,False,True
drive_faster_often_Neverorrarely,False,True
drive_faster_often_Sometimes,False,True
drive_faster_often_Usually,False,True
pet_present_no,False,False
pet_present_yes,False,True
mobile_phone_use_duration_per_week_13hours,True,True
mobile_phone_use_duration_per_week_3059minutes,False,True
mobile_phone_use_duration_per_week_46hours,False,True
mobile_phone_use_duration_per_week_529minutes,True,True
mobile_phone_use_duration_per_week_Morethan6hours,False,True
why_stop_drinking_Otherreasons,False,True
why_stop_drinking_dontknow,False,True
visit_friends_family_times_24timesaweek,False,True
visit_friends_family_times_Onceamonth,False,True
visit_friends_family_times_Onceaweek,False,False
high_exercise_times_a_month_Fourtofivetimesaweek,False,True
high_exercise_times_a_month_Onceaweek,True,True
high_exercise_times_a_month_Twoorthreetimesaweek,True,True
high_exercise_times_a_month_Twoorthreetimesinthelastmonth,False,True
easy_getting_up_Doesnotwakeupeasily,False,True
easy_getting_up_Wakesupprettyeasily,True,True
easy_getting_up_Wakesupveryeasily,False,True
manual_physical_work_Sometimes,True,True
manual_physical_work_no,False,True
alcohol_drink_12timesaweek,False,True
alcohol_drink_13timesamonth,False,True
alcohol_drink_Inspecialcasesonly,False,True
high_exercise_duration_Betweenaquarterofanhourandhalfanhour,False,True
high_exercise_duration_Betweenanhourandanhourandahalf,False,True
high_exercise_duration_Betweenhalfanhourandanhour,True,True
falling_asleep_during_daytime_Fromtimetotime,False,False
falling_asleep_during_daytime_Notorrarely,False,True
tobacco_past_how_often_Ineversmoked,False,False
tobacco_past_how_often_Ionlytriedonceortwice,False,True
tobacco_past_how_often_Ismokedmostoralldays,False,True
tobacco_past_how_often_Ismokedsometimes,False,True
smoke_tobacco_now_no,False,True
years_using_mobile_phone_Over8years,False,False
nap_during_day_Fromtimetotime,True,True
nap_during_day_Notorrarely,False,True
consider_yourself_morning_evening_Immoreofamorningmanthananevening,False,True
consider_yourself_morning_evening_Immoreofaneveningmanthanamorning,False,False
consider_yourself_morning_evening_Imtotallyamorningman,False,True
consider_yourself_morning_evening_Imtotallyaneveningman,False,True
consider_yourself_morning_evening_dontknow,False,True
usual_walking_pace_Average,False,True
usual_walking_pace_Fast,False,True
shift_work_no,True,True
snoring_no,False,False
snoring_yes,False,True
pet_past_no,True,True
pet_past_yes,True,True
smoke_houshold_no,False,False
trouble_falling_a_sleep_Fromtimetotime,False,True
trouble_falling_a_sleep_Notorrarely,False,False
trouble_falling_a_sleep_Usuallyyes,False,False
climb_staires_tymes_a_day_15,True,True
climb_staires_tymes_a_day_610,False,True
climb_staires_tymes_a_day_Morethan20times,False,False
climb_staires_tymes_a_day_Zero,False,True
