,"Age, BMI & VAT","Sleep Quality
(average of nights)"
fortified_wine__glasses_week,0.014049759972771742,0.014274730042513442
hours_outdoors_winter,0.013477793968416286,0.015766860981153038
hours_driving,0.013569886153609793,0.015522184249251458
liqueurs_measures_week,0.014946502231100412,0.01869569176013196
other_alcoholic_glasses_week,0.02059935759776578,0.01804221614254387
physical_activity_maderate_days_a_week,0.011520462188643223,0.015113538924847706
vigorous_activity_minutes,0.013924118395657877,0.014529351093828063
sleep_hours_in_24H,0.01412444892363945,0.015420386140710002
work_hours,0.009872911863333046,0.012594422638089285
work_days_a_week,0.014428724571315185,0.015440577613587364
hours_using_computer_not_work,0.014643460645871312,0.014271128078732662
work_hours_day,0.009841151613108275,0.014267265426306231
hours_watching_tv,0.01359625852336991,0.01617767681110004
hours_outdoors_summer,0.016490408604559397,0.0151961124170045
white_wine_glasses_week,0.01539014848944038,0.018189676930385503
walking_minutes_day,0.015230294892424933,0.01465485160332209
walking_10min_days_a_week,0.011386205026097834,0.0142868145694789
beer_cider_pints_week,0.01764718693558442,0.019728692208173824
moderate_activity_minutes,0.01374868472419301,0.014873660960858945
drink_alcohol_with_meals_partial,0.013406392059100422,0.01594657241108782
drink_alcohol_with_meals_yes,0.011410812710495453,0.016229486778201914
mobile_phone_side_of_head_Left,0.016623775055768838,0.01683991256986115
mobile_phone_side_of_head_Right,0.011521799390128627,0.013862122502248608
drive_faster_often_Neverorrarely,0.013151557412660456,0.014790790126689457
drive_faster_often_Sometimes,0.013012667246910291,0.014914770143202827
pet_present_no,0.011278379626945561,0.016163656963747663
pet_present_yes,0.010371598414311017,0.015524490698742783
mobile_phone_use_duration_per_week_13hours,0.012704770532008101,0.014517223845602941
mobile_phone_use_duration_per_week_3059minutes,0.01526030369319548,0.012533201420175367
mobile_phone_use_duration_per_week_46hours,0.013352978563416839,0.016261364997496627
mobile_phone_use_duration_per_week_529minutes,0.01623446162463879,0.014316485752941612
mobile_phone_use_duration_per_week_Morethan6hours,0.014588517017965872,0.015320670304398692
why_stop_drinking_Otherreasons,0.014893728511802783,0.017108385756821685
why_stop_drinking_dontknow,0.014846905863094118,0.013899301064129009
visit_friends_family_times_24timesaweek,0.013554622471189997,0.014053830352425401
visit_friends_family_times_Onceaweek,0.015448595690728335,0.013866231078734904
high_exercise_times_a_month_Fourtofivetimesaweek,0.013028741160093275,0.015547516289044556
high_exercise_times_a_month_Onceaweek,0.015424802072196564,0.014913622222033305
high_exercise_times_a_month_Twoorthreetimesaweek,0.016119542833394375,0.015491761816703213
high_exercise_times_a_month_Twoorthreetimesinthelastmonth,0.014215888331940485,0.013503765936984215
easy_getting_up_Doesnotwakeupeasily,0.011778304819717034,0.014025067390638208
easy_getting_up_Wakesupprettyeasily,0.014785775965478727,0.014622166355189115
easy_getting_up_Wakesupveryeasily,0.012436050382914078,0.014036539503148952
manual_physical_work_Sometimes,0.014822554214438044,0.013859268674530661
manual_physical_work_no,0.011639060245591375,0.011430786955191282
alcohol_drink_12timesaweek,0.011531564940862703,0.017561688913319894
alcohol_drink_13timesamonth,0.01537327702607609,0.015115113561486222
alcohol_drink_Inspecialcasesonly,0.013273203657921121,0.014595947757146776
alcohol_drink_Never,0.015101300776859509,0.0122826270323492
high_exercise_duration_Betweenaquarterofanhourandhalfanhour,0.014220083154501713,0.01116913340249601
high_exercise_duration_Betweenanhourandanhourandahalf,0.013656828051116296,0.014879184916606973
high_exercise_duration_Betweenhalfanhourandanhour,0.013518425684777128,0.01612734996702593
falling_asleep_during_daytime_Fromtimetotime,0.01599178941173905,0.016178830920997027
falling_asleep_during_daytime_Notorrarely,0.013614496073066565,0.015970503775894342
tobacco_past_how_often_Ineversmoked,0.012314015785235709,0.014828957930067173
tobacco_past_how_often_Ionlytriedonceortwice,0.014936063289644544,0.016875165891140423
tobacco_past_how_often_Ismokedmostoralldays,0.013028085497891053,0.01713294595792822
tobacco_past_how_often_Ismokedsometimes,0.01588222653348123,0.01477232357733033
smoke_tobacco_now_no,0.012941956182733826,0.015738243839065656
years_using_mobile_phone_Over8years,0.013361622596500719,0.015792054707202734
nap_during_day_Fromtimetotime,0.011174903900901126,0.012938614694891127
nap_during_day_Notorrarely,0.013626219473141308,0.011289701901830712
consider_yourself_morning_evening_Immoreofamorningmanthananevening,0.013756290332781123,0.01581772040659171
consider_yourself_morning_evening_Immoreofaneveningmanthanamorning,0.01626492633600577,0.017832230813575933
consider_yourself_morning_evening_Imtotallyamorningman,0.012700820645812325,0.016732375865542524
usual_walking_pace_Average,0.01292976248528939,0.016840280474961236
usual_walking_pace_Fast,0.010741610353387379,0.013667980159049594
usual_walking_pace_Moderate,0.013912760248600288,0.014533179604058904
shift_work_Sometimes,0.015020475735785278,0.011627402231162605
shift_work_no,0.014851259212138729,0.013913064885342805
snoring_dontknow,0.015448403706256454,0.01321991111062056
snoring_no,0.008543654157000672,0.010121730119711857
snoring_yes,0.01040197217857054,0.012154766633502897
pet_past_no,0.01271110749360056,0.015600586409775168
pet_past_yes,0.014249475334587303,0.013989632595368126
smoke_houshold_no,0.015513281249443046,0.016405986909823752
trouble_falling_a_sleep_Fromtimetotime,0.011213281128607363,0.012866604376827148
trouble_falling_a_sleep_Notorrarely,0.014656702154240673,0.01499836354823451
trouble_falling_a_sleep_Usuallyyes,0.012902148054541228,0.013755322035433868
climb_staires_tymes_a_day_15,0.012938426034708987,0.017220842468556034
climb_staires_tymes_a_day_610,0.015576073903910559,0.015572575955622062
climb_staires_tymes_a_day_Morethan20times,0.013968207883222112,0.012436127096629617
climb_staires_tymes_a_day_Zero,0.01361941968222279,0.012775189366322392
