,"Age, BMI & VAT",Blood lipids
AHI,0.555088872771131,0.5505368606523435
ahi_4_percent,0.5215956284043755,0.500328706925651
ahi_central,0.3017156208832342,0.29076846008220864
ahi_central_during_nrem,0.27345911402529005,0.2620192325973672
ahi_central_during_rem,0.296859907260221,0.27392518795058085
ahi_during_left,0.3963579772236022,0.38315535835612524
ahi_during_non_supine,0.46716608265596293,0.45597802416765737
ahi_during_nrem,0.505201506849729,0.5004075304494158
ahi_during_prone,0.38911508574995485,0.34936960427291297
ahi_during_rem,0.570452268212974,0.5658103892322969
ahi_during_right,0.40492578071034346,0.3943226052667088
ahi_during_supine,0.5502629910503516,0.547125762696177
ahi_obstructive,0.5541708389622788,0.5484215691314247
ahi_obstructive_during_nrem,0.5056279389516354,0.4974966531125391
ahi_obstructive_during_rem,0.5588446261520685,0.5568520350904164
desaturations_mean_nadir,0.16876526794535054,-0.06411671227727105
desaturations_of_10_20,0.28250284704060835,-0.04545670528462665
desaturations_of_4_9,0.5397714198245566,0.5085090293578
number_of_4_percent_desaturation_apnea_hypopnea_events,0.5125211509773431,0.4996756745355
number_of_all_respiratory_events,0.40371638650311803,0.3871369980356145
number_of_apnea_hypopnea_events,0.538198352830966,0.5336045224491345
number_of_central_apnea_hypopnea_events,0.3094635862639996,0.2770244295801505
number_of_desaturation_events,0.5291059413171327,0.4931210734329883
number_of_obstructive_apnea_hypopnea_events,0.5421182115481833,0.5359763724838242
number_of_transitions_nrem_to_rem,0.00731463104962805,0.06561124426864595
number_of_transitions_nrem_to_wake,0.22375636719545522,0.2238232785848164
number_of_transitions_rem_to_nrem,0.0078895533611134,0.050318760910121704
number_of_transitions_rem_to_wake,-0.05698374279671125,-0.0595316528291406
number_of_transitions_wake_to_nrem,0.21607653305026556,0.2265935886550723
number_of_transitions_wake_to_rem,-0.057080435924988154,-0.057080435924988154
number_of_wakes,0.1937490868619292,0.2007842181325829
odi,0.5341062213059493,0.5045678520266659
odi_during_left,0.4046386132053033,0.33115141668620074
odi_during_non_supine,0.4612258055423515,0.3757800098678351
odi_during_nrem,0.4705445195749104,0.41678680213429387
odi_during_prone,0.33383307987030103,0.1751376153372159
odi_during_rem,0.5540715965054601,0.5438605843974311
odi_during_right,0.3856498437695227,0.27120951591286313
odi_during_supine,0.5080570282140706,0.49978984123894393
percent_of_deep_sleep_time,0.20435780834188427,-0.023363897826846503
percent_of_left_sleep,0.09229649678982124,-0.06100002141388515
percent_of_light_sleep_time,0.17738501971847595,0.1108340219889038
percent_of_non_supine_sleep,0.09262751843036124,-0.0538022622402943
percent_of_prone_sleep,-0.05472894844350535,-0.0547289484435053
percent_of_rem_sleep_time,0.12925805217429126,-0.0645327839748337
percent_of_right_sleep,0.0369982190989279,-0.05597147297865075
percent_of_sleep_time,0.0828079964659089,-0.05512489536029545
percent_of_supine_sleep,0.09262751843036124,-0.0538022622402943
percent_of_wake_time,0.08280799646590815,-0.0551248953602954
rdi,0.4292866881006534,0.4155326708406951
rdi_during_left,0.2806186646910221,0.26838534837289607
rdi_during_non_supine,0.33206566760226436,0.30991809171636586
rdi_during_nrem,0.3673886294386328,0.35509188313945816
rdi_during_prone,0.26998331167267753,0.2100301781594589
rdi_during_rem,0.45644008327909347,0.4502357918386649
rdi_during_right,0.27697263186665616,0.25878650671625136
rdi_during_supine,0.42306793065194664,0.41714204663536736
rem_latency,0.018125349606496602,-0.0197355457095276
saturation_below_85,0.14862406363306954,0.1460525871214898
saturation_below_90,0.2566449840657648,0.19591521179339266
saturation_below_or_equal_88,0.23292441219014345,0.2133398082155191
saturation_max_value,0.16308572970128277,0.15734325723832632
saturation_mean,0.5916440291825817,0.5889338407868354
saturation_min_value,0.3788926048543809,0.32103688314715345
sleep_efficiency,0.07093326424767925,-0.0564468678656648
sleep_latency,0.0601587442084598,-0.05196622095042785
snore_above_40db,0.1321029352449058,-0.0008854679969006
snore_above_45db,0.3186868725095088,0.29287448781756936
snore_above_50db,0.28302529164457985,0.26971010157576775
snore_above_60db,0.10257073086023225,-0.059391319277722246
snore_db_mean,0.30578266029111945,0.2958151623720854
time_to_transition_nrem_to_rem,0.050293752477329395,0.026183582613464047
time_to_transition_nrem_to_wake,0.06753363594140224,-0.0350683183268508
time_to_transition_rem_to_nrem,0.1524823363772863,0.0658089236997062
time_to_transition_rem_to_wake,0.1122740064494127,0.0221968249887243
time_to_transition_wake_to_nrem,-0.0577247866199121,-0.0577247866199122
time_to_transition_wake_to_rem,0.0004111450833223522,-0.07867668822148405
total_arousal_sleep_time,0.03987775502929055,0.0259736241044237
total_deep_sleep_time,0.13795716906297456,0.06172042184393315
total_left_sleep_time,0.12016603762770695,0.00657476438250495
total_light_sleep_time,0.17784809439491733,0.0958495515599572
total_non_supine_sleep_time,0.13758065684411697,0.11140576361095746
total_prone_sleep_time,-0.06623965015681446,0.02624218250743965
total_rem_sleep_time,0.03499415168797785,-0.02529278000971455
total_right_sleep_time,0.0466874328340013,0.08400407799211304
total_sleep_time,0.03849627952932335,0.02399702285100535
total_supine_sleep_time,0.0562016901170544,0.06958980076554386
total_time_in_bed,0.0568556243843433,0.038816719959534104
total_valid_apnea_central_sleep_time,0.04724528849153995,0.010668946519365601
total_valid_apnea_sleep_time,0.025399155896533403,0.0432357820897283
total_wake_time,0.0961609981045693,0.11842733316976295
total_wake_time_after_sleep_onset,0.1038209279668239,0.13009832127148005
variability_between_sleep_stage_percents,0.1805873529892309,-0.0118393630045092
