,"Age, BMI & VAT",Blood lipids
AHI,0.4775284771139128,0.46620143883379
ahi_4_percent,0.46553837627096795,0.4548400563344913
ahi_central,0.1977168622328681,-0.06044402384167455
ahi_central_during_nrem,0.18051783609429561,-0.0609058284833143
ahi_central_during_rem,0.17648612567610383,-0.06745950665606495
ahi_during_left,0.30816290451975814,0.29108423382803933
ahi_during_non_supine,0.365738799157944,0.358298611281146
ahi_during_nrem,0.43848587199003086,0.42834368553017155
ahi_during_prone,0.32331220248976794,0.32451296056763984
ahi_during_rem,0.4798684826985251,0.4664484828575285
ahi_during_right,0.3452711025508004,0.3331357001211849
ahi_during_supine,0.5070559144166065,0.49870101658696286
ahi_obstructive,0.4829095065465895,0.46975814801970506
ahi_obstructive_during_nrem,0.44352860800236654,0.43077872286179075
ahi_obstructive_during_rem,0.4793685308235953,0.46801266108511946
desaturations_mean_nadir,0.3952491900176702,0.38797224548618237
desaturations_of_10_20,0.1863728855200488,-0.06539684748690139
desaturations_of_4_9,0.47439530721033374,0.45765403647214886
number_of_4_percent_desaturation_apnea_hypopnea_events,0.4460907336628843,0.4242738760354236
number_of_all_respiratory_events,0.33088460470434494,0.30861399738615547
number_of_apnea_hypopnea_events,0.4564150069123134,0.43558031108519213
number_of_central_apnea_hypopnea_events,0.1851083371739567,0.1357153800566508
number_of_desaturation_events,0.45002082588107756,0.41681468659203547
number_of_obstructive_apnea_hypopnea_events,0.4613442923056134,0.4418834477776282
number_of_transitions_nrem_to_rem,-0.000321836980494056,0.06593474102685855
number_of_transitions_nrem_to_wake,0.1526856067047421,-0.05805768693761375
number_of_transitions_rem_to_nrem,-0.05710178239498655,-0.05710178239498655
number_of_transitions_rem_to_wake,-0.062108702139604996,-0.062108702139604996
number_of_transitions_wake_to_nrem,0.167210378792608,-0.054777759056059444
number_of_transitions_wake_to_rem,-0.0660183390718502,-0.0660183390718503
number_of_wakes,0.15460491532636167,-0.0597512263803395
odi,0.4715422942518278,0.4537861220688454
odi_during_left,0.36193242724586694,0.3325513647664713
odi_during_non_supine,0.3884138931576211,0.36103141909484615
odi_during_nrem,0.41599406731690863,0.39695910401142986
odi_during_prone,0.36015953748930135,0.3443677492360693
odi_during_rem,0.49799165190139916,0.48583535231985664
odi_during_right,0.35662772756467565,0.33908337266342714
odi_during_supine,0.4812681730274918,0.46861660293909535
percent_of_deep_sleep_time,0.23834908569216964,0.15661896640804734
percent_of_left_sleep,0.11275114205837336,-0.05871598695843515
percent_of_light_sleep_time,0.18506588066122542,0.15841546605980666
percent_of_non_supine_sleep,0.14330542334397217,-0.057228919038628104
percent_of_prone_sleep,-0.0605241624192403,-0.0605241624192403
percent_of_rem_sleep_time,0.09971182907350365,-0.05181592483279725
percent_of_right_sleep,0.0954161453084157,0.06815203614558016
percent_of_sleep_time,0.12500646630722934,-0.0608131274987215
percent_of_supine_sleep,0.14330542334397223,-0.057228919038628104
percent_of_wake_time,0.12500646630722945,-0.06081312749872155
rdi,0.36611950406838123,0.3620233275508533
rdi_during_left,0.2282378670125528,0.19475206352316815
rdi_during_non_supine,0.2445022426804217,0.2283136055598407
rdi_during_nrem,0.3210476990689659,0.31251832329361623
rdi_during_prone,0.20035576654816295,0.1715869813098873
rdi_during_rem,0.38291531163901443,0.3712913683988672
rdi_during_right,0.2113235077548209,0.1904639173141662
rdi_during_supine,0.4171261617102068,0.40129661777197995
rem_latency,0.06412581918595275,0.09307204459610735
saturation_below_85,0.09028795062908615,-0.07294982088960406
saturation_below_90,0.23069360320631174,0.1719696921546375
saturation_below_or_equal_88,0.2615519751039221,0.0662950124719512
saturation_max_value,-0.05608635243457385,-0.05608635243457385
saturation_mean,0.4439774113810485,0.445723125285744
saturation_min_value,0.391149898736901,0.328247609454673
sleep_efficiency,0.09760165808560181,-0.062119583265757505
sleep_latency,-0.05762391099867335,-0.05779150231121035
snore_above_40db,0.19274930551983122,0.014677200664471701
snore_above_45db,0.33414347210604456,0.17982802534510717
snore_above_50db,0.2568754900674809,0.1324239396532823
snore_above_60db,0.054815436164137255,0.0062095863172841
snore_db_mean,0.3133252829211124,0.26800204795091365
time_to_transition_nrem_to_rem,0.041984332094662,0.0652750607157827
time_to_transition_nrem_to_wake,0.1116017673343086,-0.03152660959453405
time_to_transition_rem_to_nrem,0.07816222101604356,-0.06509939538679804
time_to_transition_rem_to_wake,-0.07131510267492605,-0.07569116405628964
time_to_transition_wake_to_nrem,0.14096041550453253,0.014706407212648851
time_to_transition_wake_to_rem,0.10023529490258305,-0.08500070408216301
total_arousal_sleep_time,-0.01661528024327915,-0.02328993785341085
total_deep_sleep_time,0.2202300769279812,0.14025433328851905
total_left_sleep_time,0.1294557434652794,0.00224258352938495
total_light_sleep_time,0.10151841706895175,0.0634944408123673
total_non_supine_sleep_time,0.1505442786227566,0.02340341009458435
total_prone_sleep_time,-0.01601569262823385,-0.032978888228140504
total_rem_sleep_time,0.0897215261162661,0.05241078656146535
total_right_sleep_time,0.11178790008765274,0.04397403428739095
total_sleep_time,-0.0199219732607715,-0.022119131321105448
total_supine_sleep_time,0.10799765859309496,-0.0085197589916993
total_time_in_bed,0.00021796727137835003,-0.025775428978844002
total_valid_apnea_central_sleep_time,0.02044300187103045,-0.06829166901382741
total_valid_apnea_sleep_time,0.038142362874625454,-0.049647948625833646
total_wake_time,0.119751830139222,0.073764533053128
total_wake_time_after_sleep_onset,0.1344868569817537,0.1031058519477343
variability_between_sleep_stage_percents,0.19556797021896535,0.1437585271843852
