,clinical_OSA
0,0.5176762611573564
1,0.5248570855480894
2,0.5024521111222545
3,0.5045782770033096
4,0.5119078661451543
5,0.5114766155183366
6,0.5164125965299368
7,0.5072543710092602
8,0.5073880921338548
9,0.5150001671514057
10,0.5128890448968676
11,0.4937251362283957
12,0.5021846688730653
13,0.515282653027112
14,0.5128890448968676
15,0.5104954367666232
16,0.5073880921338548
17,0.5003409888677165
18,0.5032995687493731
19,0.5045632333767927
20,0.5097817002640992
21,0.5007722394945342
22,0.5159813459031191
23,0.5149851235248889
24,0.5123240731454551
25,0.5092167285126868
26,0.49470631498010903
27,0.5254220572995019
28,0.5175425400327617
29,0.5093654932637983
30,0.5097817002640992
31,0.5117591013940427
32,0.5088005215123859
33,0.5140039447731756
34,0.5017534182462475
35,0.516680038779126
36,0.5020359041219536
37,0.5182412329087688
38,0.4893541269682078
39,0.4980961454885836
40,0.5159813459031191
41,0.49979106074282087
42,0.5027496406244777
43,0.5276819443051516
44,0.5165463176545315
45,0.5102129508909169
46,0.5154163741517066
47,0.5169775682813492
48,0.48652926821114567
49,0.49385885735299034
