,clinical_OSA
0,0.49974437627811863
1,0.49974437627811863
2,0.49974437627811863
3,0.49974437627811863
4,0.49974437627811863
5,0.49974437627811863
6,0.49974437627811863
7,0.49974437627811863
8,0.49974437627811863
9,0.49974437627811863
10,0.49974437627811863
11,0.49974437627811863
12,0.4994887525562372
13,0.49974437627811863
14,0.49974437627811863
15,0.49974437627811863
16,0.49974437627811863
17,0.49974437627811863
18,0.49923312883435583
19,0.49974437627811863
20,0.49974437627811863
21,0.49974437627811863
22,0.4994887525562372
23,0.49974437627811863
24,0.49974437627811863
25,0.49974437627811863
26,0.49974437627811863
27,0.49974437627811863
28,0.4994887525562372
29,0.49974437627811863
30,0.49974437627811863
31,0.49974437627811863
32,0.49974437627811863
33,0.49974437627811863
34,0.49974437627811863
35,0.49974437627811863
36,0.49974437627811863
37,0.49974437627811863
38,0.49974437627811863
39,0.49974437627811863
40,0.49974437627811863
41,0.4994887525562372
42,0.49974437627811863
43,0.49974437627811863
44,0.4994887525562372
45,0.49974437627811863
46,0.49974437627811863
47,0.49974437627811863
48,0.4994887525562372
49,0.49974437627811863
