,"Age, BMI & VAT",Gut MB families
AHI,0.5396233004637361,0.49852351950867024
ahi_4_percent,0.4916017967530245,0.4610823090377639
ahi_central,0.23561700286981685,0.18015947452382203
ahi_central_during_nrem,0.22077871878979086,0.1746505130096382
ahi_central_during_rem,0.20773495550346716,0.15336756794920936
ahi_during_left,0.3983888918839905,0.35916151479035113
ahi_during_non_supine,0.45223726685997007,0.39709978250303396
ahi_during_nrem,0.4745176096580296,0.4323610193671916
ahi_during_prone,0.37090031935734674,0.27527463428767435
ahi_during_rem,0.5752274485987234,0.5363279406965193
ahi_during_right,0.3831667598044328,0.3160343260125093
ahi_during_supine,0.5420860692070155,0.4891423327393021
ahi_obstructive,0.5474615073208686,0.5067904329676083
ahi_obstructive_during_nrem,0.48400070109628124,0.4431474542939944
ahi_obstructive_during_rem,0.5711911140986433,0.5277335392880037
desaturations_above_20,0.0138270875314674,0.0579771146013653
desaturations_mean_nadir,0.18974655693765163,0.13265445148452137
desaturations_of_10_20,0.07125273223928785,0.1154521121651267
desaturations_of_4_9,0.5006009874547244,0.46241957933687394
number_of_4_percent_desaturation_apnea_hypopnea_events,0.47658732670076476,0.44333044214415035
number_of_all_respiratory_events,0.3892416348157254,0.3513531514509209
number_of_apnea_hypopnea_events,0.5219785032714681,0.47736035110395336
number_of_central_apnea_hypopnea_events,0.22719417805067427,0.17445447922395835
number_of_desaturation_events,0.47670166987333845,0.4504676949116452
number_of_obstructive_apnea_hypopnea_events,0.5317220747290506,0.4860253186079979
number_of_transitions_nrem_to_rem,0.03447944404985405,0.0250316838326422
number_of_transitions_nrem_to_wake,0.20001305816590859,0.15583331151487023
number_of_transitions_rem_to_nrem,0.02103353849224735,0.03504055534950095
number_of_transitions_rem_to_wake,0.048718954665866954,0.0430000941937407
number_of_transitions_wake_to_nrem,0.1848134998866695,0.14909907663670374
number_of_transitions_wake_to_rem,0.017845861680703498,0.0197234562655288
number_of_wakes,0.1757707010121855,0.14176045205504645
odi,0.49526060748347533,0.4610645006597982
odi_during_left,0.3659143717687537,0.3206639289810639
odi_during_non_supine,0.42967394152772,0.3845771275747652
odi_during_nrem,0.4076511665122524,0.37334412634553127
odi_during_prone,0.3063921233041407,0.2600122701390462
odi_during_rem,0.5462229253791757,0.5136913533940515
odi_during_right,0.3492228629696958,0.30218687014825
odi_during_supine,0.4796934831923028,0.4243355236169788
percent_of_deep_sleep_time,0.1948742346249337,0.15516489720473034
percent_of_left_sleep,0.0684128672842461,0.01492095338228115
percent_of_light_sleep_time,0.16337894157798877,0.12700586363485195
percent_of_non_supine_sleep,0.11107473334611195,0.06518309108380754
percent_of_prone_sleep,0.03412751563388325,0.01871892176499335
percent_of_rem_sleep_time,0.0996180428594599,0.06738907428875934
percent_of_right_sleep,0.0779047134315297,0.05238015438125575
percent_of_sleep_time,0.0961436981911804,0.0881716703056313
percent_of_supine_sleep,0.11107473375343825,0.06469517475300696
percent_of_wake_time,0.0961436940283522,0.08817166713848684
rdi,0.41828577363135844,0.3781247173948459
rdi_during_left,0.2699466228160417,0.2392785834204069
rdi_during_non_supine,0.3205932561047977,0.26277966851400014
rdi_during_nrem,0.3385173439821818,0.30913989209460657
rdi_during_prone,0.2493542335192399,0.18853777887612622
rdi_during_rem,0.47409066179897863,0.4269485949195715
rdi_during_right,0.25206376618840265,0.20163631185153386
rdi_during_supine,0.4308905721601576,0.3796361925235522
rem_latency,0.038216092688526854,0.024842187281206102
saturation_below_80,0.0551889986745494,0.0361940197228817
saturation_below_85,0.0589682107497016,0.08771308800328825
saturation_below_90,0.17797918090382753,0.1629568838892462
saturation_below_or_equal_88,0.13241503439757552,0.15659041327569515
saturation_max_value,0.18235613478791368,0.16923494166104108
saturation_mean,0.5611306781977916,0.5314942090716379
saturation_min_value,0.3867215155649431,0.32126224538495884
sleep_efficiency,0.07641449702873454,0.08662197356554405
sleep_latency,0.02862205824273215,0.0500378653626597
snore_above_40db,0.18084575080078275,0.1384998589256462
snore_above_45db,0.38401174141407746,0.34487756313332996
snore_above_50db,0.2986716005216925,0.2603119940407711
snore_above_60db,0.08059479327266961,0.040365884861752396
snore_db_mean,0.3467215854796961,0.3022478146224852
time_to_transition_nrem_to_rem,0.051849155117582146,0.0536469807351813
time_to_transition_nrem_to_wake,0.0873931709422065,0.058258768124653346
time_to_transition_rem_to_nrem,0.08963901476395314,0.05384075652122925
time_to_transition_rem_to_wake,0.06834492377231545,0.02384074840228595
time_to_transition_wake_to_nrem,0.02645155937782855,0.029959774466337498
time_to_transition_wake_to_rem,-0.007161253517227,-0.01064715948195255
total_arousal_sleep_time,0.01912645682682585,0.011041967011537299
total_deep_sleep_time,0.1254974997212174,0.0939058558989162
total_left_sleep_time,0.07381176193689204,0.02157012890392665
total_light_sleep_time,0.143717505193828,0.10889348837392626
total_non_supine_sleep_time,0.11606579438712081,0.04175076835689345
total_prone_sleep_time,0.03961253570660425,0.0171756694734947
total_rem_sleep_time,0.0427940659499979,0.021375075176898198
total_right_sleep_time,0.07775241056405495,0.039469850706052606
total_sleep_time,0.0201994295813483,0.006475782130743299
total_supine_sleep_time,0.0863708985064706,0.07904417062454425
total_time_in_bed,0.0271744668525424,0.0200326096588662
total_valid_apnea_central_sleep_time,0.0353423298333939,0.015479910379366999
total_valid_apnea_sleep_time,0.03831558003198895,0.019506559729586252
total_wake_time,0.0969235955243998,0.0959722117710155
total_wake_time_after_sleep_onset,0.09758903095436075,0.09018168537599915
variability_between_sleep_stage_percents,0.16943187665322096,0.1346173651973894
