,"Age, BMI & VAT",Cardiovascular system
AHI,0.0006958638844279316,0.002348868688244475
ahi_4_percent,0.0011474319502497781,0.0023668385416290624
ahi_central,0.0037692574407513254,0.003741202516626707
ahi_central_during_nrem,0.00359711108655381,0.0036509054150062584
ahi_central_during_rem,0.00517638308143856,0.0051250753877090955
ahi_during_left,0.0013766988208740627,0.002971449417545586
ahi_during_non_supine,0.0009631546989439958,0.002282553844008745
ahi_during_nrem,0.0008167645352876599,0.002428935889511433
ahi_during_prone,0.00166816493158171,0.005070788676475197
ahi_during_rem,0.0007081696807205067,0.0022263074257779097
ahi_during_right,0.0015889811429220168,0.004026542675134574
ahi_during_supine,0.0009379150758607105,0.002410667198601701
ahi_obstructive,0.0008095140591287243,0.0018823317906852075
ahi_obstructive_during_nrem,0.0010037368499276394,0.002341603463558011
ahi_obstructive_during_rem,0.0007726695460402567,0.0021940762697019254
desaturations_above_20,0.008088869465542575,0.008079337903392443
desaturations_mean_nadir,0.0028722606247125575,0.003206614944914148
desaturations_of_10_20,0.004555925420868391,0.008881525254132844
desaturations_of_4_9,0.0010681059091296847,0.00155927927614879
number_of_4_percent_desaturation_apnea_hypopnea_events,0.001201761173097842,0.0019231241097822553
number_of_all_respiratory_events,0.001268070574827948,0.0026495712573198784
number_of_apnea_hypopnea_events,0.0008323336269118047,0.0017648970002794905
number_of_central_apnea_hypopnea_events,0.0022749185407729437,0.004349378544595748
number_of_desaturation_events,0.0012174178276879574,0.0018143552222872582
number_of_obstructive_apnea_hypopnea_events,0.0008264294812773658,0.0015152147462665548
number_of_transitions_nrem_to_rem,0.010382346599742753,0.010166182545555784
number_of_transitions_nrem_to_wake,0.0032044947157832287,0.005187298857195147
number_of_transitions_rem_to_nrem,0.01097400223428358,0.01097400223428358
number_of_transitions_rem_to_wake,0.014295970583998946,0.014295970583998957
number_of_transitions_wake_to_nrem,0.003309597216631848,0.005397338812534851
number_of_transitions_wake_to_rem,0.012068223036452172,0.012068223036452172
number_of_wakes,0.0028558861996679577,0.0052089692232103945
odi,0.0011920232771247517,0.002352267220287082
odi_during_left,0.0026125793433117777,0.0035740654321360257
odi_during_non_supine,0.00221867992604144,0.002760650346477595
odi_during_nrem,0.001651462501506425,0.003009271136666254
odi_during_prone,0.0023834935611224467,0.005020438788797514
odi_during_rem,0.0009637434105310452,0.0024564324710542925
odi_during_right,0.003315315512917516,0.003953500385465657
odi_during_supine,0.0013131077911007157,0.0025414280115942825
percent_of_deep_sleep_time,0.002244296172992491,0.005156326846428261
percent_of_left_sleep,0.004432330471302281,0.008431272603444914
percent_of_light_sleep_time,0.002535585613448243,0.007315299155692304
percent_of_non_supine_sleep,0.003463383286348357,0.006654326596126962
percent_of_prone_sleep,0.011003740687626643,0.011003740687626641
percent_of_rem_sleep_time,0.0038367335767235753,0.007867790401142308
percent_of_right_sleep,0.0049015540675859965,0.009290555801054014
percent_of_sleep_time,0.005347955650779152,0.00710068907689798
percent_of_supine_sleep,0.0034633832863483634,0.006654326596126947
percent_of_wake_time,0.005347955650779096,0.007100689076897974
rdi,0.0009909264008657885,0.0027941476297367366
rdi_during_left,0.0018772836127519622,0.004761939634671111
rdi_during_non_supine,0.0013897054690974909,0.0029579738818994446
rdi_during_nrem,0.0011061430557936295,0.0033109915876578296
rdi_during_prone,0.002151873802332415,0.0063556095661889064
rdi_during_rem,0.0008879324186361513,0.002644447824374754
rdi_during_right,0.002160425992415536,0.004514429424987099
rdi_during_supine,0.0013082380669494956,0.0031765820031931257
rem_latency,0.007109091532039979,0.012457775344453395
saturation_below_80,0.02104612738932245,0.011360789123689107
saturation_below_85,0.01775377862590617,0.019541896864603017
saturation_below_90,0.005978854531408129,0.0065792470849855966
saturation_below_or_equal_88,0.00813895945401889,0.008921128623526606
saturation_max_value,0.007174023157456045,0.0071746004350487615
saturation_mean,0.0008624058597921823,0.0008652418075495559
saturation_min_value,0.001182355530684139,0.002180208458620588
sleep_efficiency,0.005699938007228358,0.008032284220207539
sleep_latency,0.0120408249843038,0.012040824984303799
snore_above_40db,0.0022865894558837677,0.005277651563421049
snore_above_45db,0.0018314465629465553,0.0034708931254017585
snore_above_50db,0.0026947001122075197,0.004927029496988964
snore_above_60db,0.007220812228664451,0.027550922931343817
snore_db_mean,0.0031847283626678094,0.0035384131940412416
time_to_transition_nrem_to_rem,0.007750096139600838,0.015132521510264568
time_to_transition_nrem_to_wake,0.0039380841746962094,0.007991214149705881
time_to_transition_rem_to_nrem,0.0036160669237853445,0.006674547309777562
time_to_transition_rem_to_wake,0.005662829341225638,0.009919487890057912
time_to_transition_wake_to_nrem,0.011895025798128822,0.013341752793112656
time_to_transition_wake_to_rem,0.008845630905187085,0.014925802565772582
total_arousal_sleep_time,0.00640388531266674,0.010934287350082275
total_deep_sleep_time,0.0029401974039134737,0.003989110617688208
total_left_sleep_time,0.0041071990029651175,0.010981046820225797
total_light_sleep_time,0.003401220220987753,0.006931457652646876
total_non_supine_sleep_time,0.003537372331103527,0.009319316539412835
total_prone_sleep_time,0.011278995529973527,0.012303908996561266
total_rem_sleep_time,0.0044828172890494485,0.008484965024688478
total_right_sleep_time,0.004825787313027,0.009141600837394834
total_sleep_time,0.006279151351168704,0.010748670012354692
total_supine_sleep_time,0.004211628285649078,0.01029655804055624
total_time_in_bed,0.004388075867074917,0.010685254551671018
total_valid_apnea_central_sleep_time,0.009073028004195799,0.010366562514582447
total_valid_apnea_sleep_time,0.00903383693545357,0.010057695313018741
total_wake_time,0.0031570877607823033,0.00639294385685031
total_wake_time_after_sleep_onset,0.0033621207142338536,0.006277103535843772
variability_between_sleep_stage_percents,0.002425483774650301,0.006591900135155864
