,"Age, BMI & VAT",Cardiovascular system
saturation_max_value,0.0427774355715375,0.12821562504073863
total_time_in_bed,0.05670266404768105,0.07627142775799456
ahi_during_non_supine,0.44795359506919036,0.46185294320038145
rdi,0.43230825795659644,0.44508701280472085
ahi_obstructive_during_nrem,0.49361185684563347,0.505347502376686
ahi_during_left,0.3895208698292627,0.4011710058641325
AHI,0.5176057102654263,0.5285756858909048
rdi_during_nrem,0.3929001398370287,0.40379243180473223
ahi_obstructive,0.5269799669263748,0.537341091638863
rdi_during_non_supine,0.34090602955221627,0.3499153861608886
number_of_all_respiratory_events,0.3962515470256003,0.4049130096258947
number_of_apnea_hypopnea_events,0.4938930389629812,0.5024664673654254
ahi_during_nrem,0.4837036031106786,0.4922740578134672
number_of_obstructive_apnea_hypopnea_events,0.5025848877072058,0.510946306903656
ahi_central_during_rem,0.22261095173733356,0.23001000582132744
rdi_during_supine,0.4477038103528414,0.4541438997212746
ahi_central,0.2308758568694451,0.23628052310829295
rdi_during_rem,0.4417915314988784,0.4463835140110589
ahi_during_right,0.3823098983124089,0.3868880217712287
number_of_4_percent_desaturation_apnea_hypopnea_events,0.48489432158810625,0.48935508556365914
odi_during_right,0.4018525942440817,0.4058409864273609
rdi_during_left,0.29502712388600616,0.2989684782383708
ahi_central_during_nrem,0.20818201536310355,0.2118706577019428
ahi_4_percent,0.5019522346721934,0.5056386283244165
desaturations_of_4_9,0.5019411692792548,0.5052899299623683
odi_during_non_supine,0.45908520348244775,0.46214124366665577
percent_of_deep_sleep_time,0.23057640965442244,0.23338142111184734
number_of_desaturation_events,0.4864127526295095,0.48905272594303345
snore_above_45db,0.35267830919404297,0.355138063215657
desaturations_mean_nadir,0.3586521235039385,0.36103394197744587
ahi_during_rem,0.518309232090987,0.5206087387719012
odi,0.5032803878098113,0.5053440118325794
ahi_obstructive_during_rem,0.5201465025613881,0.5219689845429536
saturation_mean,0.47898993549318236,0.4799441809519085
