,"Age, BMI & VAT",Cardiovascular system
AHI,0.5721563066100035,0.5839311823034643
ahi_4_percent,0.5337091856297815,0.5385183360622292
ahi_central,0.2941271715454912,0.2937619523439753
ahi_central_during_nrem,0.27756344178009273,0.27732812857544764
ahi_central_during_rem,0.26645742182815685,0.2663247419759752
ahi_during_left,0.42660870900209613,0.44085032982578565
ahi_during_non_supine,0.482659732908591,0.500836950022931
ahi_during_nrem,0.5141033696341606,0.5225981182841859
ahi_during_prone,0.42185767580601796,0.4285509031921072
ahi_during_rem,0.5982730622562753,0.6081566110647764
ahi_during_right,0.40723720520321127,0.41355519818752373
ahi_during_supine,0.5652720071449934,0.5787247060957237
ahi_obstructive,0.574902931304728,0.5906411921200694
ahi_obstructive_during_nrem,0.5176389973889949,0.5318710857420627
ahi_obstructive_during_rem,0.5905317194179728,0.6024467774963724
desaturations_above_20,-0.03634802107790175,-0.03634700651328475
desaturations_mean_nadir,0.2459828438633973,0.25359353389458916
desaturations_of_10_20,0.19581817142313246,0.17973381217925835
desaturations_of_4_9,0.5436162502914796,0.546105323137803
number_of_4_percent_desaturation_apnea_hypopnea_events,0.523520795964656,0.528511454953644
number_of_all_respiratory_events,0.42930454536230445,0.44946481270737304
number_of_apnea_hypopnea_events,0.5562715158788163,0.5675364000843579
number_of_central_apnea_hypopnea_events,0.29503915304600137,0.30032485711036694
number_of_desaturation_events,0.5294136195549537,0.5323604176436205
number_of_obstructive_apnea_hypopnea_events,0.5619492892587042,0.575379285313079
number_of_transitions_nrem_to_rem,-0.0334625384655563,-0.0334625384655563
number_of_transitions_nrem_to_wake,0.22171577407824025,0.2205218931994788
number_of_transitions_rem_to_nrem,-0.034215240956738696,-0.034215240956738696
number_of_transitions_rem_to_wake,-0.03037950052901445,-0.0303795005290144
number_of_transitions_wake_to_nrem,0.20799227086961425,0.2046583511350898
number_of_transitions_wake_to_rem,-0.034441701470027244,-0.034441701470027244
number_of_wakes,0.19630013739982094,0.19325113222603818
odi,0.5374616860545558,0.5395485580335266
odi_during_left,0.42369228510614276,0.42788079692475
odi_during_non_supine,0.4631735559999591,0.46585050512850895
odi_during_nrem,0.4561733959114441,0.4573744750081842
odi_during_prone,0.37460821312248793,0.3682441698118477
odi_during_rem,0.5729804455541719,0.5771998740750617
odi_during_right,0.3877191629119856,0.38481456263440295
odi_during_supine,0.5144543527838537,0.5172888106091953
percent_of_deep_sleep_time,0.2320577636254029,0.23568484892816238
percent_of_left_sleep,0.11229918648480915,0.09550962499592619
percent_of_light_sleep_time,0.1962811890429683,0.18914838839126136
percent_of_non_supine_sleep,0.12925318190962246,0.12042866160539109
percent_of_prone_sleep,-0.0311140037012036,-0.031114003701203652
percent_of_rem_sleep_time,0.1433162928357069,0.12831949231433934
percent_of_right_sleep,0.09767390647060165,0.0987952670957265
percent_of_sleep_time,0.09991590766605446,0.08975841650024816
percent_of_supine_sleep,0.12925318190962248,0.12042866160539095
percent_of_wake_time,0.09991590766605421,0.0897584165002481
rdi,0.4546825299320073,0.4784826369613254
rdi_during_left,0.30680412186066885,0.3181264776948226
rdi_during_non_supine,0.3541728958603799,0.37944984783115626
rdi_during_nrem,0.3875865095085711,0.4109609470770983
rdi_during_prone,0.314598295070743,0.3242868040026066
rdi_during_rem,0.4999077683057973,0.5153546679178597
rdi_during_right,0.29197633907177295,0.3026515906896985
rdi_during_supine,0.4578858175160638,0.47736380916694915
rem_latency,0.05963246864503245,0.0190873600755656
saturation_below_80,0.0946345751287559,-0.033693071585388354
saturation_below_85,0.12429169626859345,0.12409985845285204
saturation_below_90,0.29120008747794196,0.286732255931726
saturation_below_or_equal_88,0.25742057125590845,0.2559685061976815
saturation_max_value,0.21323207284183743,0.2137969669432856
saturation_mean,0.5890123156795476,0.5929330058208402
saturation_min_value,0.4299961798829338,0.4250120480886216
sleep_efficiency,0.08222420737362321,0.06836024446531425
sleep_latency,-0.03338325137875735,-0.03338325137875735
snore_above_40db,0.2232750682088594,0.20025679911355354
snore_above_45db,0.3953420943985215,0.39948202214002737
snore_above_50db,0.32727615251308256,0.32620013548346244
snore_above_60db,0.14718901706972098,0.0609322081615654
snore_db_mean,0.35522671568094627,0.3574879332297405
time_to_transition_nrem_to_rem,0.0552208401531227,-0.035001475316056005
time_to_transition_nrem_to_wake,0.12122920139843404,0.111660090120178
time_to_transition_rem_to_nrem,0.14273506957156018,0.1287070998340858
time_to_transition_rem_to_wake,0.0963523373585711,0.0763703302475927
time_to_transition_wake_to_nrem,-0.00303758361003,-0.031524719960915
time_to_transition_wake_to_rem,0.0444016852073018,-0.043819858748911
total_arousal_sleep_time,0.0414940161758012,0.010416414651173201
total_deep_sleep_time,0.17581766927403691,0.1682962479613777
total_left_sleep_time,0.1129366155529235,0.07987147349568055
total_light_sleep_time,0.1656525443798555,0.1657848130576423
total_non_supine_sleep_time,0.13655421742943455,0.1001123952018515
total_prone_sleep_time,-0.00778034921257305,0.023206506589929503
total_rem_sleep_time,0.1067239289543415,0.0887494505543471
total_right_sleep_time,0.09833449231534555,0.0894914369537672
total_sleep_time,0.0426661668687376,0.0115439784957754
total_supine_sleep_time,0.10801560160836955,0.0682959138565816
total_time_in_bed,0.08096634412659875,0.06040637778049095
total_valid_apnea_central_sleep_time,0.02955959604965025,0.0581754491185936
total_valid_apnea_sleep_time,0.02020628503702515,0.07112849513382855
total_wake_time,0.12330329077785654,0.12072149766739104
total_wake_time_after_sleep_onset,0.1252602551879981,0.1255091771172247
variability_between_sleep_stage_percents,0.20117902773366406,0.1995240463769477
