,clinical_OSA
0,0.5
1,0.5
2,0.5
3,0.4997597308986064
4,0.5
5,0.49927919269581933
6,0.5
7,0.4997597308986064
8,0.4997597308986064
9,0.5
10,0.5
11,0.5
12,0.5057838272841485
13,0.4997597308986064
14,0.4995194617972129
15,0.5
16,0.5
17,0.4997597308986064
18,0.5
19,0.4997597308986064
20,0.4995194617972129
21,0.5
22,0.4997597308986064
23,0.5
24,0.4997597308986064
25,0.4997597308986064
26,0.4997597308986064
27,0.49927919269581933
28,0.4995194617972129
29,0.5
30,0.4997597308986064
31,0.5
32,0.5
33,0.4995194617972129
34,0.4995194617972129
35,0.4997597308986064
36,0.49927919269581933
37,0.4997597308986064
38,0.5
39,0.5
40,0.4997597308986064
41,0.4997597308986064
42,0.5
43,0.4997597308986064
44,0.5
45,0.5
46,0.4997597308986064
47,0.4995194617972129
48,0.5
49,0.4997597308986064
