,"Age, BMI & VAT",Gut MB metabolic pathways
number_of_all_respiratory_events,0.4128639643323908,0.41568900875984593
rdi_during_nrem,0.3678799322204182,0.3706872874171471
desaturations_of_4_9,0.5276240134230226,0.530364396633989
number_of_wakes,0.2086034312484916,0.2110384161912794
number_of_transitions_nrem_to_wake,0.2331074173990966,0.23537833872656766
ahi_during_nrem,0.49708447568289404,0.49910334634870585
number_of_transitions_wake_to_nrem,0.21957773111188245,0.22151329839726963
AHI,0.5585996571200008,0.5604772517344025
number_of_apnea_hypopnea_events,0.54021073254404,0.5418180578576097
odi_during_non_supine,0.44831721765739974,0.44989899272333034
number_of_4_percent_desaturation_apnea_hypopnea_events,0.5036806116842829,0.5047079635540184
number_of_desaturation_events,0.504777671819229,0.5057291422303727
number_of_obstructive_apnea_hypopnea_events,0.5489903282548356,0.5498614779557719
saturation_max_value,0.19395986322563724,0.1939598632256374
