,"Age, BMI & VAT",Gut MB metabolic pathways
AHI,0.0009517132802943982,0.0027200984262033866
ahi_4_percent,0.001175643765500101,0.00270306520825386
ahi_central,0.0036369189424607425,0.003995144584464658
ahi_central_during_nrem,0.004479148793640847,0.006118331293667682
ahi_central_during_rem,0.0043059746710982305,0.00431392677775471
ahi_during_left,0.0015270874369560934,0.0022160879834125916
ahi_during_non_supine,0.0016169722242677645,0.003948728206505841
ahi_during_nrem,0.0011242937785103171,0.0034417658672604443
ahi_during_prone,0.001875163767238591,0.002761741507112926
ahi_during_rem,0.0008049994868521625,0.003284750364268823
ahi_during_right,0.0015173966576146794,0.005733689779788338
ahi_during_supine,0.0007348651945934987,0.0009224136472036178
ahi_obstructive,0.0008931827660455608,0.002768511454714492
ahi_obstructive_during_nrem,0.001028519354250821,0.003290361192954684
ahi_obstructive_during_rem,0.0007135116381295012,0.0031429714176812074
desaturations_above_20,0.012573714856064499,0.012573714856064521
desaturations_mean_nadir,0.0014371692947005002,0.0014268786489019312
desaturations_of_10_20,0.003358214029154774,0.005030305250268337
desaturations_of_4_9,0.0010783833525399738,0.0015023992617535001
number_of_4_percent_desaturation_apnea_hypopnea_events,0.0011656373977952216,0.0019423830498433916
number_of_all_respiratory_events,0.001246756463474198,0.004221434317206677
number_of_apnea_hypopnea_events,0.0008964509879143298,0.002276075991788921
number_of_central_apnea_hypopnea_events,0.00268074177960479,0.005686793590772221
number_of_desaturation_events,0.0013121089815401248,0.0017397337937242019
number_of_obstructive_apnea_hypopnea_events,0.001073254886132798,0.002293816228695429
number_of_transitions_nrem_to_rem,0.013718864952401164,0.013718864952401162
number_of_transitions_nrem_to_wake,0.003223578783667512,0.005235043106419838
number_of_transitions_rem_to_nrem,0.014373495447395492,0.014373495447395485
number_of_transitions_rem_to_wake,0.013014577559915983,0.013014577559915974
number_of_transitions_wake_to_nrem,0.002842158923697404,0.005202686533615402
number_of_transitions_wake_to_rem,0.011685042313977139,0.011685042313977139
number_of_wakes,0.003352979350811675,0.006863516486917008
odi,0.001326577556465967,0.0025308807039739877
odi_during_left,0.0021718684581559042,0.004050844494656782
odi_during_non_supine,0.002295117057926382,0.002857015295034285
odi_during_nrem,0.0016956166272136869,0.0028015458041390304
odi_during_prone,0.002288717218996904,0.006536577313995689
odi_during_rem,0.0011523555579033705,0.0027650585546389944
odi_during_right,0.0023567078429377083,0.0038286026350112397
odi_during_supine,0.0010990804009963267,0.002864566980154786
percent_of_deep_sleep_time,0.0017180328534537274,0.00466877392426274
percent_of_left_sleep,0.00610301767278802,0.012622473209662158
percent_of_light_sleep_time,0.0025131365623517516,0.00715356512573911
percent_of_non_supine_sleep,0.005435923395435643,0.010344893116385895
percent_of_prone_sleep,0.012951885528149285,0.011371493858315717
percent_of_rem_sleep_time,0.0044207361456323965,0.008279583415509002
percent_of_right_sleep,0.005143627914413094,0.015966433810214946
percent_of_sleep_time,0.004377619138766159,0.008166580808695574
percent_of_supine_sleep,0.005435923395435661,0.010344893116385902
percent_of_wake_time,0.004377619138766165,0.008166580808695539
rdi,0.0011893984901074383,0.004229932373950875
rdi_during_left,0.0020445847990392986,0.0023978366082320515
rdi_during_non_supine,0.0019212148367237104,0.005520467845793463
rdi_during_nrem,0.0013311520448721725,0.0040713973583575095
rdi_during_prone,0.002233544249342584,0.0031406471974381824
rdi_during_rem,0.0010183345472906619,0.0037710331370173116
rdi_during_right,0.002201335122311885,0.007273464499326825
rdi_during_supine,0.0009774132357930603,0.001311556881867462
rem_latency,0.01008626573353019,0.01026097674852831
saturation_below_80,0.006952186004852172,0.007209166731177185
saturation_below_85,0.005789331909378572,0.005865527594878387
saturation_below_90,0.004201168082182118,0.0049637014447855695
saturation_below_or_equal_88,0.004388588435698325,0.004491568874838798
saturation_max_value,0.012955269119165743,0.012955269119165743
saturation_mean,0.001128381980955491,0.0011241109890108107
saturation_min_value,0.0010972638859489724,0.0026301443883950445
sleep_efficiency,0.004355841411293046,0.008883013684388584
sleep_latency,0.008723084890301831,0.011142888320689959
snore_above_40db,0.0027514813004348685,0.008779421020723054
snore_above_45db,0.0021691374491645534,0.0030371312558772497
snore_above_50db,0.0027297955848943497,0.0032777063695029664
snore_above_60db,0.006280571433856896,0.00907935625770829
snore_db_mean,0.0031946461322556,0.0032782056281557025
time_to_transition_nrem_to_rem,0.01216135772246824,0.01206252223076882
time_to_transition_nrem_to_wake,0.003148489396128914,0.008311691465831958
time_to_transition_rem_to_nrem,0.002761494722617736,0.006938900062747715
time_to_transition_rem_to_wake,0.010239726741734387,0.013007514559205227
time_to_transition_wake_to_nrem,0.0030171052574044887,0.0047819820732512485
time_to_transition_wake_to_rem,0.0062510784462187574,0.013258342435210903
total_arousal_sleep_time,0.005137249134991364,0.011099230832279256
total_deep_sleep_time,0.0018990868566061817,0.003288842366949205
total_left_sleep_time,0.006352281756773625,0.01038621900309116
total_light_sleep_time,0.00310399440580727,0.006907114154031316
total_non_supine_sleep_time,0.004422193401575908,0.010575715669946927
total_prone_sleep_time,0.011679967852623563,0.013710640925376693
total_rem_sleep_time,0.004151735077264904,0.007765009977192705
total_right_sleep_time,0.0043488574850449,0.008729342695791252
total_sleep_time,0.005081770154786572,0.010941489997730957
total_supine_sleep_time,0.005370809324497796,0.009918929687668446
total_time_in_bed,0.004551424693856363,0.009181114990315776
total_valid_apnea_central_sleep_time,0.004021075941320111,0.009183136662990192
total_valid_apnea_sleep_time,0.003467537100030991,0.011443286853660129
total_wake_time,0.0038850004114195863,0.009558371750007188
total_wake_time_after_sleep_onset,0.004133514920689727,0.006632982724014636
variability_between_sleep_stage_percents,0.0025215132103089235,0.005831542256252765
