,"Age, BMI & VAT",Gut MB metabolic pathways
AHI,0.5585996571200008,0.5604772517344025
ahi_4_percent,0.5202394777055586,0.5197803938910255
ahi_central,0.2500981168252827,0.2500981168252827
ahi_central_during_nrem,0.2354247044965872,0.2354247044965872
ahi_central_during_rem,0.23725319238059225,0.23725319204937523
ahi_during_left,0.41680722322391583,0.4018178504197689
ahi_during_non_supine,0.4703591441050485,0.4680713138047312
ahi_during_nrem,0.49708447568289404,0.49910334634870585
ahi_during_prone,0.40057990164140794,0.3876939446799912
ahi_during_rem,0.5908178471142413,0.587748216354476
ahi_during_right,0.40297833569626784,0.39403909094455924
ahi_during_supine,0.5593508496100273,0.5510452897787622
ahi_obstructive,0.5655532115346718,0.5650190932946438
ahi_obstructive_during_nrem,0.5056816512506858,0.5070404385379104
ahi_obstructive_during_rem,0.5867694623069454,0.5816766980935376
desaturations_above_20,-0.03323986811990825,-0.0332398681199086
desaturations_mean_nadir,0.2409125182169813,0.24084222510319192
desaturations_of_10_20,0.15240100048634855,0.06875431740194525
desaturations_of_4_9,0.5276240134230226,0.530364396633989
number_of_4_percent_desaturation_apnea_hypopnea_events,0.5036806116842829,0.5047079635540184
number_of_all_respiratory_events,0.4128639643323908,0.41568900875984593
number_of_apnea_hypopnea_events,0.54021073254404,0.5418180578576097
number_of_central_apnea_hypopnea_events,0.25550688675469746,0.2434821785867724
number_of_desaturation_events,0.504777671819229,0.5057291422303727
number_of_obstructive_apnea_hypopnea_events,0.5489903282548356,0.5498614779557719
number_of_transitions_nrem_to_rem,-0.02979882652199005,-0.02979882652199005
number_of_transitions_nrem_to_wake,0.2331074173990966,0.23537833872656766
number_of_transitions_rem_to_nrem,-0.03131667566650665,-0.03131667566650665
number_of_transitions_rem_to_wake,-0.032838403308602646,-0.032838403308602646
number_of_transitions_wake_to_nrem,0.21957773111188245,0.22151329839726963
number_of_transitions_wake_to_rem,-0.028114381710711747,-0.028114381710711747
number_of_wakes,0.2086034312484916,0.2110384161912794
odi,0.524015735137876,0.5245355045778046
odi_during_left,0.3976746034050006,0.39128790533028995
odi_during_non_supine,0.44831721765739974,0.44989899272333034
odi_during_nrem,0.4397637177273154,0.4399244547667358
odi_during_prone,0.3560962943274115,0.3423441622437458
odi_during_rem,0.5646070729365211,0.5637001919660334
odi_during_right,0.372107965470844,0.36789467433154055
odi_during_supine,0.505464714273308,0.4941737814319478
percent_of_deep_sleep_time,0.22172767446362424,0.2091363424384386
percent_of_left_sleep,0.10204868081237345,0.0880886121366776
percent_of_light_sleep_time,0.20342565572626095,0.16035281541609495
percent_of_non_supine_sleep,0.13047304340425,0.11615976502625336
percent_of_prone_sleep,-0.02997720016326225,0.00247972375683935
percent_of_rem_sleep_time,0.15662080645915938,0.12570734794677957
percent_of_right_sleep,0.11072233626767986,0.0612577526552393
percent_of_sleep_time,0.1258387835937924,0.1169726906114784
percent_of_supine_sleep,0.1304730434042499,0.11615976502625336
percent_of_wake_time,0.1258387835937922,0.11697269061147805
rdi,0.44119585846240283,0.44117928521960614
rdi_during_left,0.29758277954177303,0.26772572995121247
rdi_during_non_supine,0.3396819062601929,0.33231430547828267
rdi_during_nrem,0.3678799322204182,0.3706872874171471
rdi_during_prone,0.2873621729090793,0.27614712365823896
rdi_during_rem,0.4933441770973368,0.48628494357136076
rdi_during_right,0.28140000152198197,0.2564429900104559
rdi_during_supine,0.45499687990769094,0.4422462233684946
rem_latency,0.054133788425056645,0.0195392972001605
saturation_below_80,-0.0352321760630178,-0.03523217606301775
saturation_below_85,0.12618366630575834,0.1247915888715797
saturation_below_90,0.24080816291562596,0.2226481908001497
saturation_below_or_equal_88,0.2083045079171593,0.1978044585796162
saturation_max_value,0.19395986322563724,0.1939598632256374
saturation_mean,0.5761990553496783,0.5761990561793984
saturation_min_value,0.4214528644544512,0.4205933254235032
sleep_efficiency,0.1080321525451339,0.0919154931738971
sleep_latency,0.021158145048349147,-0.0309362061402884
snore_above_40db,0.2057072741575848,0.1946512323357627
snore_above_45db,0.3899700096003864,0.38690842811094417
snore_above_50db,0.3260173831109291,0.3175964043900169
snore_above_60db,0.1386545007151465,-0.0140576983454702
snore_db_mean,0.35121448101074493,0.35094516228624617
time_to_transition_nrem_to_rem,0.07054035639887235,0.01180116760296275
time_to_transition_nrem_to_wake,0.12369319692680415,0.0986156835901444
time_to_transition_rem_to_nrem,0.1454220247477812,0.13809237113160988
time_to_transition_rem_to_wake,0.10069814300681426,0.0697857432568358
time_to_transition_wake_to_nrem,-0.034512098290454596,-0.01350293974848175
time_to_transition_wake_to_rem,0.0384258257259898,-0.04056781254503905
total_arousal_sleep_time,0.03290786736272975,0.007445667780222249
total_deep_sleep_time,0.17071328353729281,0.16123455913768558
total_left_sleep_time,0.1042530335587505,0.06821857319926924
total_light_sleep_time,0.1714390159031413,0.15151719610185582
total_non_supine_sleep_time,0.13607291227024343,0.09364303024084615
total_prone_sleep_time,-0.01803435730283215,0.0448854556751336
total_rem_sleep_time,0.11244233128837566,0.09971510675343134
total_right_sleep_time,0.11087495453105839,0.07654277329832604
total_sleep_time,0.03436689155297115,0.008745223366929549
total_supine_sleep_time,0.10690484806215039,0.06033131252222085
total_time_in_bed,0.08113765288142626,0.054095455992700395
total_valid_apnea_central_sleep_time,0.029108208305237998,0.008675043506613
total_valid_apnea_sleep_time,0.01792572330345445,0.010235834494064299
total_wake_time,0.14178410224246452,0.13886002527772112
total_wake_time_after_sleep_onset,0.14475128762299566,0.14141766887048046
variability_between_sleep_stage_percents,0.20672006973607154,0.1867736695382075
