,"Age, BMI & VAT",Gut MB metabolic pathways
AHI,0.0032771631658504398,0.00743302803687467
ahi_4_percent,0.003745972214015308,0.008090492732084075
ahi_central,0.008425030343533224,0.015114543254834098
ahi_central_during_nrem,0.00835376228437052,0.013876616439112524
ahi_central_during_rem,0.009261661488927245,0.013558064530118806
ahi_during_left,0.006320085805787626,0.011893647466305623
ahi_during_non_supine,0.004459706264008794,0.010258323818997665
ahi_during_nrem,0.003833542388193315,0.008543961397309521
ahi_during_prone,0.006937472877748222,0.01135737942107552
ahi_during_rem,0.004241236790679168,0.006045424973609758
ahi_during_right,0.006612450499406587,0.00974352803452103
ahi_during_supine,0.0038561215787869733,0.00596497090081814
ahi_obstructive,0.0037222483166454343,0.007812998749210065
ahi_obstructive_during_nrem,0.004002541516741928,0.007818349682723541
ahi_obstructive_during_rem,0.003942089589931262,0.0069672936777047285
desaturations_above_20,0.013718079491177763,0.0169044532405765
desaturations_mean_nadir,0.0044264549127037535,0.007996669641880658
desaturations_of_10_20,0.0077576832341243705,0.013064638941810256
desaturations_of_4_9,0.004274207698164761,0.008443264488894828
number_of_4_percent_desaturation_apnea_hypopnea_events,0.004416068815001373,0.008609740642459802
number_of_all_respiratory_events,0.0048880644175827975,0.010788201260607007
number_of_apnea_hypopnea_events,0.003853850615255288,0.008470844718798125
number_of_central_apnea_hypopnea_events,0.008176651657441893,0.015695514274912153
number_of_desaturation_events,0.004415910057516001,0.008936837449677925
number_of_obstructive_apnea_hypopnea_events,0.0036450508188274715,0.008547616836859536
number_of_transitions_nrem_to_rem,0.010773426561069535,0.013070753170777093
number_of_transitions_nrem_to_wake,0.009505329946820051,0.010908999681539315
number_of_transitions_rem_to_nrem,0.008664651494504546,0.01190263601414835
number_of_transitions_rem_to_wake,0.010931310324800906,0.013965668532011193
number_of_transitions_wake_to_nrem,0.008770037231774244,0.012964751665002773
number_of_transitions_wake_to_rem,0.010182787919337417,0.012430105901705343
number_of_wakes,0.01071860532330583,0.011983098665833882
odi,0.003930752388908009,0.008815152960647697
odi_during_left,0.005620400272447362,0.010701230603825737
odi_during_non_supine,0.005061697520695389,0.010705404719941126
odi_during_nrem,0.005418852928465494,0.007457423639711222
odi_during_prone,0.007164928536022987,0.013965761074198741
odi_during_rem,0.004401649165670681,0.006696939724525985
odi_during_right,0.005621345287582725,0.011048249290696702
odi_during_supine,0.0043753644988748066,0.007365464735989662
percent_of_deep_sleep_time,0.007639167787223679,0.011671580255891373
percent_of_left_sleep,0.010449429984569025,0.010544502153389427
percent_of_light_sleep_time,0.0076029119625153916,0.01200239367193016
percent_of_non_supine_sleep,0.011274094339421104,0.012151722410113582
percent_of_prone_sleep,0.009138386041609733,0.012972210615710019
percent_of_rem_sleep_time,0.01005962844984327,0.01385949898379574
percent_of_right_sleep,0.013084508567999963,0.011620513876360193
percent_of_sleep_time,0.012106730248563622,0.012078994379569356
percent_of_supine_sleep,0.01127409443963394,0.012151722442122564
percent_of_wake_time,0.012111420220315163,0.012088522406199582
rdi,0.004503816448781449,0.010497869976951613
rdi_during_left,0.006861867108082844,0.012628580627938734
rdi_during_non_supine,0.005664319784400092,0.01087910284261357
rdi_during_nrem,0.004095902600744105,0.010405524837411839
rdi_during_prone,0.007549488867681076,0.012946155298059502
rdi_during_rem,0.005245429957238498,0.007202582370072626
rdi_during_right,0.007630100238508451,0.01123417539382464
rdi_during_supine,0.004908686843495671,0.008105258105109812
rem_latency,0.010492374655243702,0.013044726062583388
saturation_below_80,0.026149759698291534,0.018103478880401758
saturation_below_85,0.022258086517738897,0.019525322441123625
saturation_below_90,0.011100586883095395,0.017746717432937882
saturation_below_or_equal_88,0.01317087108713019,0.021567423907371527
saturation_max_value,0.010039139781015918,0.010432072198685827
saturation_mean,0.0036209825357388335,0.007062436799206081
saturation_min_value,0.004659372798692131,0.00900579704398758
sleep_efficiency,0.009913578447439047,0.014636693892290355
sleep_latency,0.00955105601283075,0.01187351456208993
snore_above_40db,0.009597321847180849,0.010565932878164635
snore_above_45db,0.0054324171231607595,0.009435300967812065
snore_above_50db,0.007752995825784277,0.010014370299551434
snore_above_60db,0.0087923840719151,0.01508738801144684
snore_db_mean,0.00502318050536624,0.011374566167812818
time_to_transition_nrem_to_rem,0.009912234314055818,0.011296669121881956
time_to_transition_nrem_to_wake,0.009751099733884988,0.012583269705793211
time_to_transition_rem_to_nrem,0.009207164560117392,0.013136689570204219
time_to_transition_rem_to_wake,0.009612862874496551,0.013711110371479335
time_to_transition_wake_to_nrem,0.01001723701937362,0.011416321261999863
time_to_transition_wake_to_rem,0.015913498059676703,0.01415415125472696
total_arousal_sleep_time,0.013013877373809,0.01399590662161254
total_deep_sleep_time,0.0076965241076987784,0.011430304036954742
total_left_sleep_time,0.00981961788589384,0.011442809451357044
total_light_sleep_time,0.011085100415849399,0.010063418975757096
total_non_supine_sleep_time,0.011976944655410356,0.013499936737230106
total_prone_sleep_time,0.009898318329757976,0.01275653953182822
total_rem_sleep_time,0.009247530883854738,0.013511297796043261
total_right_sleep_time,0.012634044183789881,0.012876169816395229
total_sleep_time,0.013114648176063688,0.01294742051011227
total_supine_sleep_time,0.009834148541061327,0.01045703031595058
total_time_in_bed,0.012427942125512199,0.012919754586313361
total_valid_apnea_central_sleep_time,0.01170009218914211,0.013229809186160926
total_valid_apnea_sleep_time,0.011758728919703993,0.013282216692355481
total_wake_time,0.010701520947061447,0.013076241565528522
total_wake_time_after_sleep_onset,0.011671951765634715,0.012822774369997405
variability_between_sleep_stage_percents,0.007424977792813401,0.01073703348618798
