,clinical_OSA
0,0.49531757550625477
1,0.5152221991844632
2,0.5138744902895845
3,0.5125267813947059
4,0.5003801230216325
5,0.49296772409979955
6,0.5057882369203124
7,0.5067903794318889
8,0.5165871863985071
9,0.5239995853203401
10,0.521978021978022
11,0.5243451517036423
12,0.5320858386896122
13,0.5331052595203538
14,0.5118529269472666
15,0.5287165664524155
16,0.5374939525882921
17,0.5034211071946921
18,0.49566314188955696
19,0.5010539774690719
20,0.5321031170087773
21,0.520284746699841
22,0.5125267813947059
23,0.5125267813947059
24,0.5135462022254476
25,0.5395155159306102
26,0.5155677655677656
27,0.5078098002626303
28,0.5142200566728868
29,0.49127444882161864
30,0.5030755408113899
31,0.4932960121639367
32,0.5192826041882646
33,0.5229801644895985
34,0.5226518764254614
35,0.5270405694933997
36,0.5034211071946921
37,0.5010539774690719
38,0.5209586011472804
39,0.5054426705370101
40,0.5030928191305549
41,0.49127444882161864
42,0.5169154744626443
43,0.5047688160895708
44,0.5132006358421454
45,0.5020733982998133
46,0.4997062685741931
47,0.49633699633699635
48,0.533433547584491
49,0.521978021978022
