,clinical_OSA
0,0.5405766411467665
1,0.5108649617201498
2,0.4965792474344356
3,0.5120052125753379
4,0.49885974914481185
5,0.4960091220068415
6,0.5114350871477439
7,0.5108649617201498
8,0.5108649617201498
9,0.5114350871477439
10,0.5400065157191725
11,0.49714937286202965
12,0.4960091220068415
13,0.5108649617201498
14,0.5114350871477439
15,0.5120052125753379
16,0.512575338002932
17,0.4960091220068415
18,0.49885974914481185
19,0.4977194982896237
20,0.4960091220068415
21,0.5114350871477439
22,0.49714937286202965
23,0.5102948362925558
24,0.5108649617201498
25,0.49486887115165334
26,0.4942987457240593
27,0.4977194982896237
28,0.5097247108649617
29,0.5102948362925558
30,0.5102948362925558
31,0.4960091220068415
32,0.4982896237172178
33,0.512575338002932
34,0.5068740837269914
35,0.4965792474344356
36,0.512575338002932
37,0.49885974914481185
38,0.4977194982896237
39,0.5108649617201498
40,0.4942987457240593
41,0.49885974914481185
42,0.49714937286202965
43,0.49714937286202965
44,0.5097247108649617
45,0.5102948362925558
46,0.4982896237172178
47,0.5097247108649617
48,0.5091545854373676
49,0.4965792474344356
