,Age & BMI,"HRV
(average of nights)"
liver_viscosity,0.07302644203364865,0.08909248670520675
liver_elasticity,0.0503229417645186,0.12201323999830496
liver_attenuation,0.3019841991544004,0.23869167099832062
liver_sound_speed,0.427286987072793,0.35009408300525363
bt__albumin,0.2479212422974177,0.16918730960701756
bt__bilirubin_total,0.05829225906108475,0.0228965011497222
bt__protein_total,0.14749170412748006,0.0541375638087327
bt__alkaline_phosphatase,0.02810762660456685,0.03963003748832735
bt__alt_gpt,0.25845377241823303,0.14422500991641551
bt__platelets,0.1168869250921433,0.14099782716902698
bt__ast_got,-0.0344382741660924,0.0141549809904423
