,Age & BMI,"HRV
(average of nights)"
liver_viscosity,0.1658239833998686,0.056833787911873004
liver_elasticity,0.07604809737457754,0.08841098394588005
liver_attenuation,0.2084965395010481,0.09741410787146856
liver_sound_speed,0.47567216273361823,0.4249658686326492
bt__albumin,0.08223524789827115,0.01372666685894265
bt__bilirubin_total,0.08931149883168621,0.06935271234231336
bt__protein_total,0.1006159271174045,0.04405414980145855
bt__alkaline_phosphatase,0.35962519285677885,0.23596773313429537
bt__alt_gpt,0.23037073372820677,0.1346527198169294
bt__platelets,0.08954242429086635,0.0889731695051751
bt__ast_got,0.1741958044067869,0.1246473375337175
