,clinical_OSA
0,0.5029296445986908
1,0.503303057593463
2,0.5029296445986908
3,0.5069795281816983
4,0.503303057593463
5,0.503303057593463
6,0.5036764705882353
7,0.5029296445986908
8,0.5073529411764706
9,0.5036764705882353
10,0.5036764705882353
11,0.503303057593463
12,0.5073529411764706
13,0.4996265870052278
14,0.5036764705882353
15,0.503303057593463
16,0.5062327021921539
17,0.5029296445986908
18,0.503303057593463
19,0.503303057593463
20,0.5029296445986908
21,0.5029296445986908
22,0.5029296445986908
23,0.5029296445986908
24,0.503303057593463
25,0.5036764705882353
26,0.5029296445986908
27,0.5036764705882353
28,0.5029296445986908
29,0.5025562316039186
30,0.503303057593463
31,0.5029296445986908
32,0.5036764705882353
33,0.503303057593463
34,0.503303057593463
35,0.5029296445986908
36,0.49925317401045555
37,0.503303057593463
38,0.503303057593463
39,0.5029296445986908
40,0.5029296445986908
41,0.5029296445986908
42,0.503303057593463
43,0.503303057593463
44,0.5029296445986908
45,0.503303057593463
46,0.5029296445986908
47,0.503303057593463
48,0.5029296445986908
49,0.5029296445986908
