,"Age, BMI & VAT",Body Composition
AHI,0.0006326058338475961,0.0012818943252877514
ahi_4_percent,0.0009662093601698128,0.0014910739534538145
ahi_central,0.0033680923217745905,0.0033340353585258158
ahi_central_during_nrem,0.003594250140918057,0.0035761357386376886
ahi_central_during_rem,0.003797076280306679,0.0038554675566300663
ahi_during_left,0.0018612631628010994,0.0032307703764107337
ahi_during_non_supine,0.0012001023423404528,0.0018616831634248748
ahi_during_nrem,0.0009467979319327514,0.0015386917147006602
ahi_during_prone,0.0024594492129780326,0.004282516895913741
ahi_during_rem,0.0006513623266160451,0.0011622859492670472
ahi_during_right,0.001630531347054547,0.002578358480985098
ahi_during_supine,0.0008458732785205504,0.001319645773746962
ahi_obstructive,0.0008968651703022472,0.0011938764755432334
ahi_obstructive_during_nrem,0.001100048230993914,0.0015761502449284435
ahi_obstructive_during_rem,0.0007616945537139722,0.0011126212260819221
desaturations_above_20,0.0065519884748773795,0.006551988474877386
desaturations_mean_nadir,0.0034590002698566217,0.003850934662917374
desaturations_of_10_20,0.0030261818917241604,0.004129264765304321
desaturations_of_4_9,0.0008231565617808473,0.001295315645019228
number_of_4_percent_desaturation_apnea_hypopnea_events,0.0009974406418512883,0.0015465619298629918
number_of_all_respiratory_events,0.0011571005446700297,0.001795670612416684
number_of_apnea_hypopnea_events,0.0007628382565525494,0.0012426423919516655
number_of_central_apnea_hypopnea_events,0.001806097378112143,0.002351495060945397
number_of_desaturation_events,0.0008818517668027681,0.0012996655711092827
number_of_obstructive_apnea_hypopnea_events,0.0008631343865152746,0.0010361517625449475
number_of_transitions_nrem_to_rem,0.01287624198121066,0.012894877150617925
number_of_transitions_nrem_to_wake,0.002281629597443754,0.0030575910646023787
number_of_transitions_rem_to_nrem,0.013819071411673963,0.014416666327547803
number_of_transitions_rem_to_wake,0.012131594118633885,0.012160760218998179
number_of_transitions_wake_to_nrem,0.0026379118643046155,0.003048164778303292
number_of_transitions_wake_to_rem,0.013665814483104286,0.013665814483104282
number_of_wakes,0.002971661018475771,0.0036333411304817166
odi,0.0009100552978386738,0.0013432143707724834
odi_during_left,0.0036103897531747395,0.005010616657186772
odi_during_non_supine,0.0017207387709750033,0.0019195863035639993
odi_during_nrem,0.0016297174569452671,0.001941845599755925
odi_during_prone,0.004112024090726089,0.0049889975000432804
odi_during_rem,0.0010231518539006567,0.001426989027415075
odi_during_right,0.0032314127604555565,0.003927996753356098
odi_during_supine,0.0010663646138031225,0.0016442739380514925
percent_of_deep_sleep_time,0.0019629575761307746,0.0031799219600344942
percent_of_left_sleep,0.004563594139253817,0.008590397088354598
percent_of_light_sleep_time,0.00264236841848566,0.004815262162289825
percent_of_non_supine_sleep,0.0038695421702760377,0.008845940553863554
percent_of_prone_sleep,0.012903085232675608,0.01466228182850916
percent_of_rem_sleep_time,0.004250366297963322,0.006563021182680861
percent_of_right_sleep,0.004888937548650293,0.007922625531507183
percent_of_sleep_time,0.004932605649220222,0.005468977659835334
percent_of_supine_sleep,0.0038695421702760473,0.00884594055386356
percent_of_wake_time,0.004932605649220159,0.005468977659835219
rdi,0.0010235900743957708,0.0018833460083551446
rdi_during_left,0.0026336913830334583,0.0057562755735608515
rdi_during_non_supine,0.001974263612695078,0.003352159702266845
rdi_during_nrem,0.0014513178228051443,0.0023260734895693973
rdi_during_prone,0.0024404372031046223,0.004329780862034672
rdi_during_rem,0.0009026656262351712,0.0014914221718608275
rdi_during_right,0.002064186617917441,0.003766139236216342
rdi_during_supine,0.001139674784328488,0.001740132445718204
rem_latency,0.006878750017760995,0.010840257390873846
saturation_below_80,0.016784592590684027,0.009036778554284742
saturation_below_85,0.01339893583208873,0.013966688901627501
saturation_below_90,0.0035623223474389185,0.004162340923073558
saturation_below_or_equal_88,0.004947790912906338,0.005980489721821574
saturation_max_value,0.006619386222591651,0.006988018395491173
saturation_mean,0.001083637010025491,0.0013464364167799945
saturation_min_value,0.0010079423075650743,0.0015846746236712207
sleep_efficiency,0.006381192916575236,0.006809160213209724
sleep_latency,0.012447686173927896,0.012447686173927915
snore_above_40db,0.0026147567041482247,0.0041761768881036325
snore_above_45db,0.0024709965228109617,0.0033320675840676885
snore_above_50db,0.003449523252072202,0.0053967080708927796
snore_above_60db,0.007323907544992578,0.00926854135839339
snore_db_mean,0.0036813104026908847,0.004052350620684459
time_to_transition_nrem_to_rem,0.006737079612757126,0.0078758492797819
time_to_transition_nrem_to_wake,0.0035432398107252483,0.005902189282872875
time_to_transition_rem_to_nrem,0.002563195791299545,0.004544776216462357
time_to_transition_rem_to_wake,0.00536351665743629,0.009377455305873077
time_to_transition_wake_to_nrem,0.009565557420733983,0.011096218118749928
time_to_transition_wake_to_rem,0.009774185608677453,0.014632387502743717
total_arousal_sleep_time,0.008045913270979255,0.011333169978928323
total_deep_sleep_time,0.002355142588744989,0.004996149221052774
total_left_sleep_time,0.004187690912204641,0.0077921294832585435
total_light_sleep_time,0.002879572238880682,0.006060817633964772
total_non_supine_sleep_time,0.0037236205815431188,0.005944363617287587
total_prone_sleep_time,0.012808841279873931,0.01191669581200825
total_rem_sleep_time,0.0042317156599773875,0.0064036925919485985
total_right_sleep_time,0.004803148200423187,0.007979145012351195
total_sleep_time,0.007902329694373728,0.011293773186605927
total_supine_sleep_time,0.004722080739195174,0.008134443252613801
total_time_in_bed,0.00609056135784279,0.009488636090493042
total_valid_apnea_central_sleep_time,0.00957138713914348,0.014456027519441781
total_valid_apnea_sleep_time,0.010976832716059877,0.012959117952293622
total_wake_time,0.003343517191560552,0.005653627172189504
total_wake_time_after_sleep_onset,0.0033074781268027024,0.004969521094984549
variability_between_sleep_stage_percents,0.00264888626713738,0.004371816168849131
