,"Age, BMI & VAT",Body Composition
AHI,0.5711959612328704,0.5687495521742878
ahi_4_percent,0.5332939403719714,0.5314028872105856
ahi_central,0.29272890825557873,0.2922686699154843
ahi_central_during_nrem,0.27638195804928223,0.276217198423344
ahi_central_during_rem,0.2645892989061422,0.263814454189753
ahi_during_left,0.42553914839392004,0.41873701127605384
ahi_during_non_supine,0.48135224611119676,0.4773622166825455
ahi_during_nrem,0.5122488866983355,0.5093087002667781
ahi_during_prone,0.4214855696401113,0.4169361603884104
ahi_during_rem,0.5973464940173296,0.5953609316309005
ahi_during_right,0.40641266784984115,0.4046150475943817
ahi_during_supine,0.5650064211710273,0.5640415818934086
ahi_obstructive,0.573806875201514,0.5712167435965271
ahi_obstructive_during_nrem,0.5168018998482795,0.513857417142881
ahi_obstructive_during_rem,0.5902354063931001,0.5876842802878622
desaturations_above_20,-0.033667166377006744,-0.033667166377006855
desaturations_mean_nadir,0.24643468913809308,0.24694421324503518
desaturations_of_10_20,0.19834213724779737,0.18440660955739835
desaturations_of_4_9,0.5434199827844688,0.5428655139450983
number_of_4_percent_desaturation_apnea_hypopnea_events,0.5234539754662717,0.5219952879633432
number_of_all_respiratory_events,0.42861843045738124,0.42589180643485747
number_of_apnea_hypopnea_events,0.5555417076004672,0.5530836784182892
number_of_central_apnea_hypopnea_events,0.2937920946455176,0.2925744823096837
number_of_desaturation_events,0.5295189998311028,0.5284800302958816
number_of_obstructive_apnea_hypopnea_events,0.5608415800079444,0.558424431701066
number_of_transitions_nrem_to_rem,-0.034546389728887,-0.034786771409097195
number_of_transitions_nrem_to_wake,0.22174931739953865,0.22344773503848026
number_of_transitions_rem_to_nrem,-0.03365187537425175,-0.0284200446560559
number_of_transitions_rem_to_wake,-0.0329014758821598,-0.0329014758821598
number_of_transitions_wake_to_nrem,0.20833207797613057,0.21220527446013537
number_of_transitions_wake_to_rem,-0.038145870387516254,-0.038145870387516254
number_of_wakes,0.195593686566211,0.20146892011571765
odi,0.5374077726136832,0.5362290733003194
odi_during_left,0.42338676613278975,0.4147796853276061
odi_during_non_supine,0.46267662925368014,0.45981340251745517
odi_during_nrem,0.45513952367515914,0.45381728642321284
odi_during_prone,0.37566436926856694,0.3707728567958181
odi_during_rem,0.5716327490585891,0.5696543783534972
odi_during_right,0.38634547097033023,0.3836253481563443
odi_during_supine,0.5139238627465834,0.5118701361907524
percent_of_deep_sleep_time,0.23266729455235954,0.2285782168319557
percent_of_left_sleep,0.1113111516991476,0.08937304111791705
percent_of_light_sleep_time,0.19851277711802925,0.19309550722675645
percent_of_non_supine_sleep,0.12642816128834775,0.11279127508053499
percent_of_prone_sleep,-0.03170123584019835,-0.0121885978069435
percent_of_rem_sleep_time,0.1451797830912112,0.13916624703533265
percent_of_right_sleep,0.09449997609380009,0.10327578374483865
percent_of_sleep_time,0.0978775756860697,0.10723974972774264
percent_of_supine_sleep,0.1264281612883478,0.11279127508053499
percent_of_wake_time,0.09787757568606985,0.10723974972774265
rdi,0.45343959237903886,0.4497379218339481
rdi_during_left,0.30514455414277863,0.29382824735147584
rdi_during_non_supine,0.35248504613451437,0.3439816705373817
rdi_during_nrem,0.3854333038402835,0.3810952857013728
rdi_during_prone,0.31363138199841395,0.309514101940904
rdi_during_rem,0.49859456732558316,0.495442638370187
rdi_during_right,0.29054392334606627,0.2877899059953275
rdi_during_supine,0.45764242096007685,0.45444739256752953
rem_latency,0.0613138913290718,0.030334848673090352
saturation_below_80,0.09439044165578506,-0.03291496871571345
saturation_below_85,0.1272236825875194,0.1221715358767701
saturation_below_90,0.29292420123942514,0.29896973506267643
saturation_below_or_equal_88,0.26055581849472625,0.2632917970981915
saturation_max_value,0.21361694945066478,0.215207495218151
saturation_mean,0.5895157505094222,0.5903327420299607
saturation_min_value,0.43053911239024495,0.43068219481544295
sleep_efficiency,0.08255405805037369,0.0901167363688172
sleep_latency,-0.0365037852929829,-0.0365037852929829
snore_above_40db,0.22367337579688673,0.2242437296152369
snore_above_45db,0.3950500125451481,0.3999710993244585
snore_above_50db,0.32572429042530304,0.3294592780356651
snore_above_60db,0.14570690622442295,0.1359676547998494
snore_db_mean,0.35566182343647734,0.3564952886135943
time_to_transition_nrem_to_rem,0.05887178075103355,0.0827427659189297
time_to_transition_nrem_to_wake,0.12166212781089855,0.11456707777248964
time_to_transition_rem_to_nrem,0.1474199699895675,0.14603769612401313
time_to_transition_rem_to_wake,0.09504292531131125,0.0730158169147119
time_to_transition_wake_to_nrem,0.0013858723809360499,-0.0355194484418384
time_to_transition_wake_to_rem,0.0456084432598947,-0.0441312552057892
total_arousal_sleep_time,0.03800693174030205,0.0257450893190619
total_deep_sleep_time,0.1771576398061413,0.1635358377498356
total_left_sleep_time,0.1108631528760929,0.09286529212418415
total_light_sleep_time,0.1661754023936397,0.1751561666710991
total_non_supine_sleep_time,0.1335208276565245,0.12363385217037855
total_prone_sleep_time,-0.0100414587536995,-0.0046577169298297
total_rem_sleep_time,0.10810633511220545,0.09507185898288105
total_right_sleep_time,0.09620928481757896,0.10000122408375015
total_sleep_time,0.039359483165553294,0.0271846145287319
total_supine_sleep_time,0.10592105454437285,0.10447893819725321
total_time_in_bed,0.07990444518161895,0.0658996039905749
total_valid_apnea_central_sleep_time,0.0255387055706167,-0.0101802900871479
total_valid_apnea_sleep_time,0.012267404342084499,0.0119256845141227
total_wake_time,0.12404517312582505,0.12704516320898734
total_wake_time_after_sleep_onset,0.1227642370840677,0.12293964196162245
variability_between_sleep_stage_percents,0.20301746879570376,0.19750912754351696
