,clinical_OSA
0,0.5
1,0.5057834804086412
2,0.4997593840230991
3,0.49951876804619827
4,0.5
5,0.4997593840230991
6,0.4997593840230991
7,0.5055428644317405
8,0.49951876804619827
9,0.5
10,0.4997593840230991
11,0.4997593840230991
12,0.4997593840230991
13,0.5057834804086412
14,0.4997593840230991
15,0.49951876804619827
16,0.4997593840230991
17,0.5
18,0.4997593840230991
19,0.4997593840230991
20,0.4997593840230991
21,0.49951876804619827
22,0.49951876804619827
23,0.49951876804619827
24,0.49951876804619827
25,0.4997593840230991
26,0.4997593840230991
27,0.4997593840230991
28,0.49951876804619827
29,0.4997593840230991
30,0.49951876804619827
31,0.5057834804086412
32,0.49951876804619827
33,0.4997593840230991
34,0.49951876804619827
35,0.4997593840230991
36,0.49951876804619827
37,0.4997593840230991
38,0.4997593840230991
39,0.49951876804619827
40,0.5057834804086412
41,0.4997593840230991
42,0.5
43,0.5057834804086412
44,0.4997593840230991
45,0.4997593840230991
46,0.5
47,0.4997593840230991
48,0.5
49,0.4997593840230991
