,"Age, BMI & VAT",Diet
AHI,0.5518534917009077,0.5128633930689455
ahi_4_percent,0.5106192159506122,0.4717942673622453
ahi_central,0.24030662689961274,0.1912937653323436
ahi_central_during_nrem,0.22828684119087694,0.16833995690547476
ahi_central_during_rem,0.21154764780690105,0.17302004995714745
ahi_during_left,0.4002964417366639,0.34529947522455506
ahi_during_non_supine,0.4610433692569842,0.40479896730091064
ahi_during_nrem,0.4907001164617266,0.44186671359981355
ahi_during_prone,0.39035944930780797,0.29943215886234226
ahi_during_rem,0.5786155530122237,0.5419117102847377
ahi_during_right,0.375565817820324,0.3200854732772519
ahi_during_supine,0.5462425956485863,0.48820972294347165
ahi_obstructive,0.5553806107080825,0.5101967755989414
ahi_obstructive_during_nrem,0.49410169359691325,0.4464075402288914
ahi_obstructive_during_rem,0.5710502210505013,0.5323549092409962
desaturations_above_20,0.01686345426684865,0.0204043516686583
desaturations_mean_nadir,0.19300000063071582,0.17087229628642764
desaturations_of_10_20,0.1386860064253425,0.12437878843106806
desaturations_of_4_9,0.5181790467790246,0.48420694789870194
number_of_4_percent_desaturation_apnea_hypopnea_events,0.49675243197827,0.45819088094589683
number_of_all_respiratory_events,0.39482682123667867,0.37043359979385604
number_of_apnea_hypopnea_events,0.5317095019361207,0.49770739366247796
number_of_central_apnea_hypopnea_events,0.235918006838996,0.18690725532624636
number_of_desaturation_events,0.5046571717634378,0.4702384509552565
number_of_obstructive_apnea_hypopnea_events,0.5367769127890951,0.4958180184744428
number_of_transitions_nrem_to_rem,0.0255037463467797,0.0031834386610607003
number_of_transitions_nrem_to_wake,0.17859830672879956,0.1223684618763056
number_of_transitions_rem_to_nrem,0.0043959241594073,0.00772559026729995
number_of_transitions_rem_to_wake,0.0412282073946248,0.06348309664892851
number_of_transitions_wake_to_nrem,0.16103167917775235,0.11450559976379934
number_of_transitions_wake_to_rem,0.022791361673751398,0.0212451666853668
number_of_wakes,0.1473448210032805,0.1073859431679034
odi,0.5155406194228656,0.4801173076198302
odi_during_left,0.3882091606147249,0.3707091760950362
odi_during_non_supine,0.4438855214445952,0.4005754705887439
odi_during_nrem,0.424775194730445,0.37580429395108417
odi_during_prone,0.31890120581225356,0.25109478516315126
odi_during_rem,0.5622075833514624,0.5266852926182131
odi_during_right,0.35020180409152046,0.28422769244964596
odi_during_supine,0.48413054484138385,0.43708359935781627
percent_of_deep_sleep_time,0.18846660271208976,0.11291528409040145
percent_of_left_sleep,0.08369336536847495,0.01305183892917825
percent_of_light_sleep_time,0.13861166626848026,0.08544151418173035
percent_of_non_supine_sleep,0.09859493758867804,0.0660074412705146
percent_of_prone_sleep,-0.0213448870117288,0.00687616449072805
percent_of_rem_sleep_time,0.07196847322725039,0.03879170176598195
percent_of_right_sleep,0.0702214069500339,0.03095100164241835
percent_of_sleep_time,0.06513473141937096,0.050776714878468604
percent_of_supine_sleep,0.098594937607731,0.06600744087543015
percent_of_wake_time,0.06501431582845585,0.0507767136967569
rdi,0.4267911401080172,0.3943912015223874
rdi_during_left,0.2752757240933334,0.2355243490005139
rdi_during_non_supine,0.32510001414002443,0.2864609099943892
rdi_during_nrem,0.3534286865110189,0.31365440455468596
rdi_during_prone,0.27583405558009044,0.20946321901198825
rdi_during_rem,0.47037483420351955,0.435831441911543
rdi_during_right,0.2463423199095395,0.1941443643917096
rdi_during_supine,0.4298974523855653,0.37476779137285476
rem_latency,0.022529545681314052,-0.0053947765697939
saturation_below_80,0.06874998660924539,0.0337204468259356
saturation_below_85,0.09291093718768885,0.07417488551515294
saturation_below_90,0.26778143820687433,0.2338148097310724
saturation_below_or_equal_88,0.22365294081728185,0.2016775063522444
saturation_max_value,0.1779713614685637,0.20305761009311368
saturation_mean,0.5680679071122618,0.5389489321831318
saturation_min_value,0.388980575834051,0.316425263035157
sleep_efficiency,0.0519777451116826,0.06357470966284315
sleep_latency,0.0303980429340476,0.03360488060445885
snore_above_40db,0.21366804298181247,0.16644622695195535
snore_above_45db,0.39951192261280477,0.35364713077915444
snore_above_50db,0.31033766626224885,0.2802908432378235
snore_above_60db,0.1174596287072942,0.09401215948337785
snore_db_mean,0.36783096989637887,0.3392473988022481
time_to_transition_nrem_to_rem,0.031803573135975746,0.02219020690277705
time_to_transition_nrem_to_wake,0.07933718966917219,0.032975529087389946
time_to_transition_rem_to_nrem,0.07510902639560155,0.07129495750650264
time_to_transition_rem_to_wake,0.019695261800361248,0.03527192110596785
time_to_transition_wake_to_nrem,0.017677285148860397,-0.013518428541158499
time_to_transition_wake_to_rem,0.0016222201509156,-0.00288052165991015
total_arousal_sleep_time,0.045848022174849,0.04188032467397305
total_deep_sleep_time,0.1299754715796796,0.1003639746651989
total_left_sleep_time,0.0778551783317431,0.0197863984255207
total_light_sleep_time,0.13553076215638177,0.0594208395321958
total_non_supine_sleep_time,0.10222900470796215,0.07572352164838389
total_prone_sleep_time,0.0020751190230831,0.0037331346038618
total_rem_sleep_time,0.025048273612621103,0.0290636499908788
total_right_sleep_time,0.0706681465317502,0.0265011126071051
total_sleep_time,0.0461490595031219,0.04294611688728405
total_supine_sleep_time,0.0911736392160539,0.053558349279569
total_time_in_bed,0.06351342912204075,0.056109285069336295
total_valid_apnea_central_sleep_time,0.0573833932850241,0.05927115859782525
total_valid_apnea_sleep_time,0.0647383179532708,0.0485397156629569
total_wake_time,0.07302859413761681,0.0594831103574903
total_wake_time_after_sleep_onset,0.07314822990286735,0.0595523473083755
variability_between_sleep_stage_percents,0.14344902846977525,0.09255166754269026
