,"Age, BMI & VAT",Hematopoietic system
AHI,0.48443230630291134,0.47679459969741267
ahi_4_percent,0.47093438302370816,0.45730711255677287
ahi_central,0.16242221300265897,0.1437513341493401
ahi_central_during_nrem,0.1274321310679632,0.0982876390324515
ahi_central_during_rem,0.14748851387650003,0.1296488210632687
ahi_during_left,0.3568524201983009,0.33973851717348336
ahi_during_non_supine,0.42695969361045494,0.3978124575478579
ahi_during_nrem,0.4482704770411593,0.4364469692165909
ahi_during_prone,0.34283749932229657,0.3154248598013385
ahi_during_rem,0.47864338214000257,0.4680219043767411
ahi_during_right,0.3467324906010601,0.31420404785753164
ahi_during_supine,0.483034854567414,0.47763072897342973
ahi_obstructive,0.4933448066364279,0.4893978197069756
ahi_obstructive_during_nrem,0.4629619858952758,0.4559885337269617
ahi_obstructive_during_rem,0.4794686860639473,0.4640058915873452
desaturations_above_20,0.14885901021158604,0.14456548803214853
desaturations_mean_nadir,0.33095425944458834,0.3183833833535296
desaturations_of_10_20,0.2551510003703038,0.21899822990289314
desaturations_of_4_9,0.47628505341166755,0.45441723620853647
number_of_4_percent_desaturation_apnea_hypopnea_events,0.4589736713964212,0.4366783253796427
number_of_all_respiratory_events,0.3438666849203046,0.3324253434592175
number_of_apnea_hypopnea_events,0.46041051728434085,0.44657720118890876
number_of_central_apnea_hypopnea_events,0.17579943968348025,0.1455516812968728
number_of_desaturation_events,0.46650622097233196,0.44069431055298525
number_of_obstructive_apnea_hypopnea_events,0.4669460010585733,0.4563344436882339
number_of_transitions_nrem_to_rem,0.02462715714462315,0.010517598172442251
number_of_transitions_nrem_to_wake,0.1160202196425443,0.1168982678120854
number_of_transitions_rem_to_nrem,0.020674444781889102,0.0314697446770146
number_of_transitions_rem_to_wake,0.000418494813968746,-0.01287153727510295
number_of_transitions_wake_to_nrem,0.11850494276308775,0.11893174110278346
number_of_transitions_wake_to_rem,0.053066055051970054,0.04345648375103365
number_of_wakes,0.10032175394708515,0.11467727522756746
odi,0.4790023626640555,0.4611443632551054
odi_during_left,0.4144295093005963,0.4002748189746741
odi_during_non_supine,0.4587314373829573,0.4281913903837797
odi_during_nrem,0.4262541442026939,0.4069239963645541
odi_during_prone,0.37529586317932884,0.3434821043316449
odi_during_rem,0.48912679193182423,0.4678439841891001
odi_during_right,0.3854884108161428,0.34697781609212114
odi_during_supine,0.4698003245776568,0.45468343288629454
percent_of_deep_sleep_time,0.17208586425731598,0.14343156520864564
percent_of_left_sleep,0.03762924139775975,0.0449535817912206
percent_of_light_sleep_time,0.14288005830162576,0.1187666458267673
percent_of_non_supine_sleep,0.0963832744093739,0.08909208113892345
percent_of_prone_sleep,-0.00206671296910095,0.03419792198257585
percent_of_rem_sleep_time,0.08273398115608524,0.07204040964357865
percent_of_right_sleep,0.07770385215331925,0.0694545031125412
percent_of_sleep_time,0.050351426038843794,0.05794870773886635
percent_of_supine_sleep,0.0963832736745564,0.08909208275269534
percent_of_wake_time,0.050351433207195595,0.0579487143266819
rdi,0.3862944533191863,0.3820454780752909
rdi_during_left,0.2416017833659223,0.2491159781482482
rdi_during_non_supine,0.30737794585889544,0.2874054430106185
rdi_during_nrem,0.34521278797008514,0.3365030042233567
rdi_during_prone,0.20105485468725992,0.19554834626876882
rdi_during_rem,0.3924461675335342,0.379527610833392
rdi_during_right,0.2289280555801502,0.19277624588298042
rdi_during_supine,0.40085449480470825,0.39250777934946024
rem_latency,0.06568991862697299,0.0328448264633987
saturation_below_80,0.1368376496192045,0.1359009609152188
saturation_below_85,0.2167057501453932,0.21001067206241714
saturation_below_90,0.33865274602914996,0.33519969429600255
saturation_below_or_equal_88,0.31235461089763605,0.315025060945523
saturation_max_value,0.08660267390667015,0.19684728691020795
saturation_mean,0.4450205014644021,0.4592919406626105
saturation_min_value,0.36256661164897686,0.3382193984302442
sleep_efficiency,0.04214865999508225,0.0256502437374973
sleep_latency,0.02619902628996745,-0.00604759168603145
snore_above_40db,0.11116059394349756,0.0848537485437736
snore_above_45db,0.29574372376221336,0.262580643945444
snore_above_50db,0.23067137279848765,0.2107969315232929
snore_above_60db,0.11734299312872909,0.084532933560339
snore_db_mean,0.2697189107368342,0.24128096009948904
time_to_transition_nrem_to_rem,-0.0019018322441551499,0.04989047097357275
time_to_transition_nrem_to_wake,0.06909772525888755,0.045256801490092
time_to_transition_rem_to_nrem,0.0937557961369141,0.12610515887996265
time_to_transition_rem_to_wake,0.051371790197522346,0.06098690144134235
time_to_transition_wake_to_nrem,0.138627010105285,0.10590997974999769
time_to_transition_wake_to_rem,0.0242071651181215,0.012257090961165201
total_arousal_sleep_time,-0.01483060657387005,-0.0440847382766678
total_deep_sleep_time,0.14609506244913323,0.11111542496709176
total_left_sleep_time,0.04376310837555225,0.0331778714477096
total_light_sleep_time,0.08163221819376275,0.0411154372954982
total_non_supine_sleep_time,0.08682813395251275,0.07380286569334976
total_prone_sleep_time,-0.016832268317362148,0.0404451703594324
total_rem_sleep_time,0.0383752217444689,0.033972907769733204
total_right_sleep_time,0.07377429253626774,0.059611948668221004
total_sleep_time,-0.014698556688160148,-0.0440109855495365
total_supine_sleep_time,0.07708670185080585,0.08179255389275836
total_time_in_bed,-0.0010033650084487,-0.0086260699318334
total_valid_apnea_central_sleep_time,-0.013790136622283549,-0.02812305491753845
total_valid_apnea_sleep_time,0.0017065077569262,-0.03165539945841615
total_wake_time,0.04359738696775495,0.04324284969702615
total_wake_time_after_sleep_onset,0.06169319009988635,0.07018969284404544
variability_between_sleep_stage_percents,0.1516617273669857,0.12065570533553904
