,"Age, BMI & VAT",Body Composition
AHI,0.48682728947715964,0.438338183288159
ahi_4_percent,0.47659529221501906,0.4258831549491999
ahi_central,0.16852598100052774,0.1047232656281023
ahi_central_during_nrem,0.1372394521747853,0.08681946438404414
ahi_central_during_rem,0.16350098678977995,0.09898555612572729
ahi_during_left,0.3547074955698124,0.2887165090125977
ahi_during_non_supine,0.4216771926314462,0.3819005202598582
ahi_during_nrem,0.4509753463289926,0.39752085997986386
ahi_during_prone,0.3465120317442834,0.27168142677214036
ahi_during_rem,0.48828235238760725,0.44343805559125293
ahi_during_right,0.33477650316004304,0.2907260538947515
ahi_during_supine,0.4891169895969443,0.4430453613345108
ahi_obstructive,0.4965238269213582,0.4519453329112207
ahi_obstructive_during_nrem,0.4593649924794826,0.4087000664946938
ahi_obstructive_during_rem,0.48919796548863703,0.44910459496723787
desaturations_above_20,0.12302264309369434,0.03823760019391885
desaturations_mean_nadir,0.3292103043247304,0.2808116008610632
desaturations_of_10_20,0.25620861994996696,0.17100596560865539
desaturations_of_4_9,0.47315772720618804,0.4209682881097873
number_of_4_percent_desaturation_apnea_hypopnea_events,0.45681336481859747,0.4016375981742083
number_of_all_respiratory_events,0.35454941099161386,0.31422362942519133
number_of_apnea_hypopnea_events,0.4620225403051446,0.4101597840377732
number_of_central_apnea_hypopnea_events,0.17748614432516005,0.12377483406937705
number_of_desaturation_events,0.46260806709986957,0.405000361351709
number_of_obstructive_apnea_hypopnea_events,0.4714285262536526,0.4202006440041106
number_of_transitions_nrem_to_rem,0.01927034039386865,0.0391300173846277
number_of_transitions_nrem_to_wake,0.1116717510593784,0.01740094794941525
number_of_transitions_rem_to_nrem,0.0280731024030784,0.07200780525143455
number_of_transitions_rem_to_wake,0.0053428222530779,-0.0076062785645886
number_of_transitions_wake_to_nrem,0.11993882013343721,0.029856793990666
number_of_transitions_wake_to_rem,0.05541009313464475,0.0077796228197753
number_of_wakes,0.09928439211481795,0.0160902640514324
odi,0.48127020655847663,0.42550020139265904
odi_during_left,0.4136324062498754,0.3724486410286242
odi_during_non_supine,0.45203095435368273,0.4188573747755796
odi_during_nrem,0.4317631171571325,0.36707014672307153
odi_during_prone,0.37120819811955463,0.3042520443773909
odi_during_rem,0.49774679390069204,0.446466723562326
odi_during_right,0.38352411112288287,0.3323925085200158
odi_during_supine,0.47276694568466715,0.4152621026581004
percent_of_deep_sleep_time,0.1791461299986944,0.1330439564364463
percent_of_left_sleep,0.04163756803555025,0.07683088141451636
percent_of_light_sleep_time,0.15185652681734374,0.0995708127457499
percent_of_non_supine_sleep,0.10461154531214385,0.0854984505076706
percent_of_prone_sleep,0.025951871325524102,-0.0071235770193747005
percent_of_rem_sleep_time,0.0962992632986016,0.06207124432056045
percent_of_right_sleep,0.08316939169179445,0.053341196957109
percent_of_sleep_time,0.0670414650310119,0.0022495952563513
percent_of_supine_sleep,0.1046115454310621,0.08549845019927449
percent_of_wake_time,0.06704146632615995,0.0022495954425036
rdi,0.396569529751579,0.3625794310730409
rdi_during_left,0.24970312111974696,0.20510539254502574
rdi_during_non_supine,0.30753537389086216,0.2910785463514023
rdi_during_nrem,0.3532842412065196,0.3113519339997287
rdi_during_prone,0.21659256834881008,0.15406292464828425
rdi_during_rem,0.4063195929533433,0.3619849755777129
rdi_during_right,0.22518870994338896,0.2079763983959678
rdi_during_supine,0.40895256369151745,0.36605468774483646
rem_latency,0.06730303127227674,0.0446177714607669
saturation_below_80,0.1322192099411747,0.036467939378269254
saturation_below_85,0.2060741055099082,0.08021818105512815
saturation_below_90,0.3361252032587201,0.24775493081392774
saturation_below_or_equal_88,0.31746007118902525,0.2061780673567321
saturation_max_value,0.08351794989410585,0.068548442271151
saturation_mean,0.44813836257387274,0.41056591696851463
saturation_min_value,0.3663590343687855,0.3037124081441889
sleep_efficiency,0.04942358149679635,-0.01192963509574325
sleep_latency,0.040787437803940146,-0.00812749880217955
snore_above_40db,0.11281463504021319,0.076476936919235
snore_above_45db,0.3112442266016781,0.2628608192269003
snore_above_50db,0.24204807841686976,0.18937394278145175
snore_above_60db,0.14603782922478536,0.07489454546934435
snore_db_mean,0.2800601704055182,0.22146318955729374
time_to_transition_nrem_to_rem,0.01635238971230435,0.00560695906583575
time_to_transition_nrem_to_wake,0.050597041589940855,0.0246162746182854
time_to_transition_rem_to_nrem,0.0872044661299302,0.0123631931356978
time_to_transition_rem_to_wake,0.050833590796276154,0.03800442215569385
time_to_transition_wake_to_nrem,0.14271774001765986,0.08940111282200465
time_to_transition_wake_to_rem,0.03940840015058425,0.035319422930907354
total_arousal_sleep_time,-0.03158049516116655,0.0392225538025579
total_deep_sleep_time,0.1463251929894481,0.12286098652224185
total_left_sleep_time,0.0521455410456796,0.0847846178506885
total_light_sleep_time,0.08238985036631,0.062229690317079506
total_non_supine_sleep_time,0.10174857593127985,0.0684052497368379
total_prone_sleep_time,0.0200253206666922,-0.01344724574707915
total_rem_sleep_time,0.05043395163065445,0.0561412275484255
total_right_sleep_time,0.0954478621770338,0.06713124386166765
total_sleep_time,-0.03152477579179395,0.03902878001722035
total_supine_sleep_time,0.08658413570013196,0.06883325839174155
total_time_in_bed,-0.02707212339240295,0.0541307238565269
total_valid_apnea_central_sleep_time,-0.0161337790309162,0.03063194151929425
total_valid_apnea_sleep_time,-0.013102597228980651,0.042498727594236854
total_wake_time,0.05282923094707505,-0.00192254884277055
total_wake_time_after_sleep_onset,0.0808858562466519,0.004630758195263851
variability_between_sleep_stage_percents,0.15911671750802844,0.11061041382672751
