,"Age, BMI & VAT",Body Composition
AHI,0.5510316905263155,0.5029276308978249
ahi_4_percent,0.5093470640186417,0.4753848782028792
ahi_central,0.24552557817295206,0.2126889640212323
ahi_central_during_nrem,0.2306918080483522,0.1989722492908116
ahi_central_during_rem,0.20974384972555835,0.1720726744823605
ahi_during_left,0.40412541532518276,0.33436013240468215
ahi_during_non_supine,0.4587895380234137,0.40136927933603506
ahi_during_nrem,0.4850371611365052,0.43622228386935874
ahi_during_prone,0.3901100914566914,0.34546285971917745
ahi_during_rem,0.5791310520315467,0.5318029235809472
ahi_during_right,0.3760535396662104,0.3038675572258614
ahi_during_supine,0.5437167480611922,0.49327994073928755
ahi_obstructive,0.552513345604808,0.5121549767416995
ahi_obstructive_during_nrem,0.49074835430506525,0.4452601757700268
ahi_obstructive_during_rem,0.5720059088723808,0.519580268049215
desaturations_above_20,0.0186091885688612,0.06373375341500635
desaturations_mean_nadir,0.19462838934432686,0.16369020396368625
desaturations_of_10_20,0.1380602129089491,0.1780244473255411
desaturations_of_4_9,0.5168137194852644,0.4726117004614159
number_of_4_percent_desaturation_apnea_hypopnea_events,0.4949516622798702,0.4601956016693449
number_of_all_respiratory_events,0.3895795862009272,0.3327502823172488
number_of_apnea_hypopnea_events,0.528186415383954,0.48509517472924046
number_of_central_apnea_hypopnea_events,0.2405155662238257,0.20567644703063204
number_of_desaturation_events,0.5026663956385456,0.47282000616218767
number_of_obstructive_apnea_hypopnea_events,0.5338870608746045,0.4966606072541683
number_of_transitions_nrem_to_rem,0.03113725512297905,0.0091069771225765
number_of_transitions_nrem_to_wake,0.17456595282942916,0.1333308196083926
number_of_transitions_rem_to_nrem,0.00657193457146025,0.0185210467853457
number_of_transitions_rem_to_wake,0.02921773300498105,0.052103294055623195
number_of_transitions_wake_to_nrem,0.15878688751025988,0.1248656416781895
number_of_transitions_wake_to_rem,0.02153564332022245,-0.008089960809180851
number_of_wakes,0.14291605381436365,0.11449849039085105
odi,0.5147274183977044,0.48446967508308914
odi_during_left,0.3999399083974353,0.36339711929178065
odi_during_non_supine,0.4470263112757522,0.4009658858203407
odi_during_nrem,0.4208154743495829,0.38782191165529156
odi_during_prone,0.31919095303670386,0.2763280120840695
odi_during_rem,0.5599019715129732,0.5228908487263564
odi_during_right,0.3654404927353172,0.2974634542366966
odi_during_supine,0.48342927372244704,0.4420424798837216
percent_of_deep_sleep_time,0.1830272414014611,0.14927988215057905
percent_of_left_sleep,0.08586116038150826,0.03911854375662585
percent_of_light_sleep_time,0.13799337511176818,0.11931754226026545
percent_of_non_supine_sleep,0.09378681518289755,0.0716458176075192
percent_of_prone_sleep,-0.012461190793975702,0.02774573690516895
percent_of_rem_sleep_time,0.0767038655404236,0.08054348218118795
percent_of_right_sleep,0.07364431168455135,0.06155209411541525
percent_of_sleep_time,0.058049406676729004,0.026279574805591052
percent_of_supine_sleep,0.0937868142920907,0.07164581706689675
percent_of_wake_time,0.0580494041383471,0.02627956947786865
rdi,0.4251577626330808,0.3653169544507534
rdi_during_left,0.27327163465252646,0.20215692485391734
rdi_during_non_supine,0.3241897245534394,0.2437734823285766
rdi_during_nrem,0.34745241043006136,0.2901812628472251
rdi_during_prone,0.27647601221281254,0.22560759918599735
rdi_during_rem,0.4733148635775317,0.41901322273950536
rdi_during_right,0.24436124120383496,0.18862814126206645
rdi_during_supine,0.4248191710819615,0.370124043057527
rem_latency,0.0302729977915464,0.01985970967849455
saturation_below_80,0.062363351169606146,0.139791244732441
saturation_below_85,0.0888176170772753,0.1684318915255949
saturation_below_90,0.2667628213335854,0.25663862248097064
saturation_below_or_equal_88,0.2222365349773192,0.26845842125985586
saturation_max_value,0.1825441021837415,0.13081936993281285
saturation_mean,0.5670737865692211,0.5295314029419625
saturation_min_value,0.3912639834300262,0.33402696317868497
sleep_efficiency,0.04975349068489885,0.0286535553077643
sleep_latency,0.02211173687684085,0.010465440297014302
snore_above_40db,0.2048304672964405,0.1607225861131764
snore_above_45db,0.3984159998539153,0.40156108699363957
snore_above_50db,0.31264467299297105,0.31223966429273
snore_above_60db,0.113159663504299,0.0653726040892985
snore_db_mean,0.36807530951103445,0.3624329057431661
time_to_transition_nrem_to_rem,0.023831589906692797,0.0522866615364346
time_to_transition_nrem_to_wake,0.08559501679578074,0.07150786646575169
time_to_transition_rem_to_nrem,0.08610125885776154,0.0471556761041483
time_to_transition_rem_to_wake,0.035348473813441,0.016063331380296
time_to_transition_wake_to_nrem,0.02231553837684665,-0.01800615143441005
time_to_transition_wake_to_rem,-0.006969493654827951,0.05080972443531655
total_arousal_sleep_time,0.0476723055196364,0.0207721407410759
total_deep_sleep_time,0.11788333966381995,0.0899624452524257
total_left_sleep_time,0.0832213253633328,0.0470917900373336
total_light_sleep_time,0.13868480495934465,0.09980580199599334
total_non_supine_sleep_time,0.09767649454419335,0.07235521511352036
total_prone_sleep_time,0.0032056558558679997,0.0399572722232535
total_rem_sleep_time,0.02952930535405665,0.03958819765286235
total_right_sleep_time,0.0728362033590984,0.0433580132029842
total_sleep_time,0.04945135339216375,0.017599523280188302
total_supine_sleep_time,0.08808923219098175,0.06249469147048895
total_time_in_bed,0.05756189523589525,0.04062154072232265
total_valid_apnea_central_sleep_time,0.0565948475631643,0.0402117849876229
total_valid_apnea_sleep_time,0.06483520453379421,0.0303432320345177
total_wake_time,0.06690650419654195,0.0409430469935573
total_wake_time_after_sleep_onset,0.06670351877842634,0.03549994014418635
variability_between_sleep_stage_percents,0.14190674766761985,0.12251501132579765
