,clinical_OSA
0,0.533404159078194
1,0.5231612089180921
2,0.5136503231796593
3,0.4997470509112119
4,0.5243813162875406
5,0.5016962468306967
6,0.5048685259912629
7,0.511454129914652
8,0.5195038626813794
9,0.5138943446535491
10,0.5056005904129319
11,0.5051125474651526
12,0.5187717982597103
13,0.5031633515456677
14,0.5309669202109298
15,0.5182837553119309
16,0.5060886333607114
17,0.5051125474651526
18,0.5282826839981432
19,0.5217000559463867
20,0.5153554976252545
21,0.5195038626813794
22,0.49389351140949184
23,0.5141383661274388
24,0.5019402683045864
25,0.5109660869668726
26,0.5209679915247176
27,0.524137294813651
28,0.5321870275803784
29,0.5182837553119309
30,0.5124302158102109
31,0.5112101084407623
32,0.5180397338380412
33,0.5097489554690569
34,0.4941375328833816
35,0.49584568320060946
36,0.5134063017057696
37,0.5165785808663358
38,0.5321870275803784
39,0.4931614469878227
40,0.5082848266257187
41,0.5197478841552691
42,0.5360883952909807
43,0.5177957123641516
44,0.526577509552548
45,0.4985269435417634
46,0.5190158197336
47,0.5282856598697758
48,0.5216970800747539
49,0.5231612089180921
