,"Age, BMI & VAT",Medications
AHI,0.5171157726745124,0.5171157726745124
ahi_4_percent,0.501484886848362,0.5014848868483621
ahi_central,0.2307957412841296,0.23079574128412955
ahi_central_during_nrem,0.20799479462129655,0.20799479462129655
ahi_central_during_rem,0.2228429516215671,0.2228429516215671
ahi_during_left,0.3891019995129399,0.3891019995129399
ahi_during_non_supine,0.4473550525432153,0.4473550525432153
ahi_during_nrem,0.48349365881030837,0.48349365881030837
ahi_during_prone,0.3984088569579549,0.3984088569579549
ahi_during_rem,0.5179415384488479,0.517941538448848
ahi_during_right,0.38157090127541415,0.38157090127541426
ahi_during_supine,0.5196169554027246,0.5196169554027245
ahi_obstructive,0.5266492888499785,0.5266492888499785
ahi_obstructive_during_nrem,0.4934094450134961,0.4934094450134961
ahi_obstructive_during_rem,0.5195368172448184,0.5195368172448184
desaturations_above_20,0.14154104974373283,0.14154104974373283
desaturations_mean_nadir,0.35781514391554325,0.35781514391554325
desaturations_of_10_20,0.2694421412305057,0.2694421412305057
desaturations_of_4_9,0.5013269684268671,0.5013269684268671
number_of_4_percent_desaturation_apnea_hypopnea_events,0.4843240578835286,0.4843240578835286
number_of_all_respiratory_events,0.3958731099240269,0.3958731099240269
number_of_apnea_hypopnea_events,0.4935121127715285,0.4935121127715285
number_of_central_apnea_hypopnea_events,0.23979845820591866,0.23979845820591866
number_of_desaturation_events,0.48573195075004094,0.48573195075004094
number_of_obstructive_apnea_hypopnea_events,0.502526458859001,0.502526458859001
number_of_transitions_nrem_to_rem,0.022296940068438298,0.02229694006843835
number_of_transitions_nrem_to_wake,0.15241476940273166,0.15241476940273163
number_of_transitions_rem_to_nrem,-0.0054623580066742,-0.00546235800667425
number_of_transitions_rem_to_wake,-0.0334516970435031,-0.0334516970435031
number_of_transitions_wake_to_nrem,0.1641376050172339,0.1641376050172338
number_of_transitions_wake_to_rem,-0.031833888498073754,-0.031833888498073754
number_of_wakes,0.1476750034323299,0.1476750034323299
odi,0.5030830051019364,0.5030830051019362
odi_during_left,0.418486713663102,0.4184867136631021
odi_during_non_supine,0.45877191403243645,0.45877191403243645
odi_during_nrem,0.458462257276986,0.4584622572769863
odi_during_prone,0.40622066588269423,0.40622066588269423
odi_during_rem,0.5203480905755754,0.5203480905755754
odi_during_right,0.39934382739841134,0.39934382739841134
odi_during_supine,0.5012829128644559,0.5012829128644559
percent_of_deep_sleep_time,0.23093550087055909,0.2309355008705592
percent_of_left_sleep,0.09930015952202795,0.09930015952202795
percent_of_light_sleep_time,0.19700908669426645,0.19700908669426645
percent_of_non_supine_sleep,0.1502298424848738,0.1502298424848738
percent_of_prone_sleep,-0.0300173203038295,-0.030017320303829552
percent_of_rem_sleep_time,0.14137384044866225,0.14137384044866225
percent_of_right_sleep,0.14351660955139867,0.14351660955139875
percent_of_sleep_time,0.0875432021053431,0.08754320210534305
percent_of_supine_sleep,0.1502298424848738,0.1502298424848738
percent_of_wake_time,0.08754320210534285,0.08754320210534285
rdi,0.4315654337000643,0.4315654337000642
rdi_during_left,0.29365387422499745,0.29365387422499745
rdi_during_non_supine,0.3402182438592195,0.3402182438592195
rdi_during_nrem,0.3922798151176758,0.3922798151176758
rdi_during_prone,0.29549616111402777,0.29549616111402777
rdi_during_rem,0.44104157044225467,0.44104157044225467
rdi_during_right,0.274970070771421,0.274970070771421
rdi_during_supine,0.44829260465062176,0.4482926046506218
rem_latency,0.07469200923688776,0.07469200923688776
saturation_below_80,0.1283822069283156,0.1283822069283156
saturation_below_85,0.20104880795814406,0.20104880795814406
saturation_below_90,0.3119412715978823,0.31194127159788226
saturation_below_or_equal_88,0.29172328343176407,0.2917232834317637
saturation_max_value,0.0316478016218167,0.03164780162181625
saturation_mean,0.4783951604870275,0.4783951604870269
saturation_min_value,0.3897276089646272,0.3897276089646273
sleep_efficiency,0.0675522266267394,0.0675522266267394
sleep_latency,0.019174731187895748,0.019174731187895748
snore_above_40db,0.15549021344944955,0.15549021344944955
snore_above_45db,0.3524776918519341,0.3524776918519341
snore_above_50db,0.29243131536229783,0.29243131536229794
snore_above_60db,0.16296484499508462,0.16296484499508457
snore_db_mean,0.3188418746030315,0.31884187460303126
time_to_transition_nrem_to_rem,0.026911577960399148,0.026911577960399148
time_to_transition_nrem_to_wake,0.09949712522586204,0.09949712522586204
time_to_transition_rem_to_nrem,0.14904891597915254,0.14904891597915249
time_to_transition_rem_to_wake,0.02898987778838085,0.02898987778838085
time_to_transition_wake_to_nrem,0.2066319687701776,0.2066319687701776
time_to_transition_wake_to_rem,0.11039896874846455,0.11039896874846455
total_arousal_sleep_time,0.05870043815664755,0.05870043815664755
total_deep_sleep_time,0.20918082802309906,0.20918082802309906
total_left_sleep_time,0.10750824673642355,0.10750824673642351
total_light_sleep_time,0.14470207963410514,0.14470207963410514
total_non_supine_sleep_time,0.15445090363962966,0.15445090363962966
total_prone_sleep_time,-0.00435974016710005,-0.00435974016710005
total_rem_sleep_time,0.1111021989129428,0.1111021989129428
total_right_sleep_time,0.15232740729431038,0.15232740729431038
total_sleep_time,0.057434004524071,0.057434004524071
total_supine_sleep_time,0.12489760207706044,0.12489760207706044
total_time_in_bed,0.054783032607062396,0.054783032607062396
total_valid_apnea_central_sleep_time,0.06539015455231059,0.06539015455231065
total_valid_apnea_sleep_time,0.07641445337504114,0.0764144533750411
total_wake_time,0.09341498286158505,0.09341498286158505
total_wake_time_after_sleep_onset,0.1049570308514758,0.1049570308514758
variability_between_sleep_stage_percents,0.20306425477201578,0.20306425477201578
