,"Age, BMI & VAT",Medications
AHI,0.5713044039922135,0.5713044039922134
ahi_4_percent,0.533210331624776,0.5332103316247763
ahi_central,0.2933452900721675,0.29334529007216736
ahi_central_during_nrem,0.2772376757021995,0.2772376757021997
ahi_central_during_rem,0.2650283573483193,0.2650283573483193
ahi_during_left,0.4252763146709452,0.4252763146709454
ahi_during_non_supine,0.481671176768499,0.4816711767684992
ahi_during_nrem,0.5124375385962936,0.5124375385962936
ahi_during_prone,0.42167108549874976,0.42167108549874976
ahi_during_rem,0.597391903036077,0.597391903036077
ahi_during_right,0.4070448096735021,0.4070448096735021
ahi_during_supine,0.5649218773811833,0.5649218773811833
ahi_obstructive,0.5741060962329798,0.5741060962329798
ahi_obstructive_during_nrem,0.517151463650874,0.517151463650874
ahi_obstructive_during_rem,0.5902129061914033,0.5902129061914032
desaturations_above_20,-0.0364597854925178,-0.03645978549251799
desaturations_mean_nadir,0.24725957684923836,0.24725957684923836
desaturations_of_10_20,0.19668702481096545,0.19668702481096545
desaturations_of_4_9,0.5434342362986118,0.5434342362986118
number_of_4_percent_desaturation_apnea_hypopnea_events,0.5232827627052713,0.5232827627052713
number_of_all_respiratory_events,0.42926210741629,0.42926210741629
number_of_apnea_hypopnea_events,0.5557259355213737,0.5557259355213737
number_of_central_apnea_hypopnea_events,0.2944591214789123,0.2944591214789126
number_of_desaturation_events,0.5294601106462635,0.5294601106462634
number_of_obstructive_apnea_hypopnea_events,0.5611754553247961,0.5611754553247961
number_of_transitions_nrem_to_rem,-0.034001851181617,-0.034001851181617
number_of_transitions_nrem_to_wake,0.2219649215771854,0.2219649215771854
number_of_transitions_rem_to_nrem,-0.02985316349458105,-0.029853163494581003
number_of_transitions_rem_to_wake,-0.03727501319229305,-0.03727501319229305
number_of_transitions_wake_to_nrem,0.2078766507593495,0.2078766507593495
number_of_transitions_wake_to_rem,-0.0356086416080719,-0.0356086416080719
number_of_wakes,0.19635291659829707,0.19635291659829684
odi,0.5369218100074686,0.5369218100074684
odi_during_left,0.4237762428903386,0.4237762428903387
odi_during_non_supine,0.4625331987333421,0.4625331987333423
odi_during_nrem,0.45547810935859756,0.45547810935859756
odi_during_prone,0.3755525059302609,0.3755525059302609
odi_during_rem,0.5722758536541965,0.5722758536541965
odi_during_right,0.3866196548360044,0.3866196548360044
odi_during_supine,0.514217382578507,0.514217382578507
percent_of_deep_sleep_time,0.23205589282024652,0.23205589282024652
percent_of_left_sleep,0.11231979838509451,0.11231979838509451
percent_of_light_sleep_time,0.19746908434822807,0.19746908434822807
percent_of_non_supine_sleep,0.12589842377913724,0.12589842377913724
percent_of_prone_sleep,-0.0342357312617991,-0.0342357312617991
percent_of_rem_sleep_time,0.14413259658912914,0.14413259658912914
percent_of_right_sleep,0.09249561926143884,0.09249561926143884
percent_of_sleep_time,0.098826653804272,0.098826653804272
percent_of_supine_sleep,0.12589842377913718,0.12589842377913718
percent_of_wake_time,0.09882665380427165,0.09882665380427165
rdi,0.45397237223520315,0.45397237223520315
rdi_during_left,0.3057539062327099,0.3057539062327099
rdi_during_non_supine,0.35294773224750575,0.35294773224750575
rdi_during_nrem,0.38526920794005237,0.38526920794005237
rdi_during_prone,0.31476294011389205,0.31476294011389205
rdi_during_rem,0.4984615156954496,0.4984615156954497
rdi_during_right,0.2919111167768954,0.2919111167768953
rdi_during_supine,0.45780972075210236,0.4578097207521023
rem_latency,0.05870028475130365,0.05870028475130365
saturation_below_80,0.08646580171209076,0.08646580171209076
saturation_below_85,0.120291464922801,0.120291464922801
saturation_below_90,0.29013901793373986,0.29013901793373986
saturation_below_or_equal_88,0.2549995083872513,0.2549995083872513
saturation_max_value,0.21478579251101976,0.21478579251101976
saturation_mean,0.5892175562525211,0.5892175562525211
saturation_min_value,0.4311653793493918,0.4311653793493918
sleep_efficiency,0.0836439187924235,0.08364391879242361
sleep_latency,-0.0353915371154682,-0.0353915371154681
snore_above_40db,0.2240066742834779,0.22400667428347795
snore_above_45db,0.3948493952312583,0.3948493952312583
snore_above_50db,0.32560790215960866,0.32560790215960855
snore_above_60db,0.14731288290828795,0.14731288290828795
snore_db_mean,0.35716882547428913,0.3571688254742892
time_to_transition_nrem_to_rem,0.05677459426791695,0.05677459426791695
time_to_transition_nrem_to_wake,0.12094679620750551,0.12094679620750551
time_to_transition_rem_to_nrem,0.14403425162256875,0.14403425162256883
time_to_transition_rem_to_wake,0.09525803499158106,0.09525803499158106
time_to_transition_wake_to_nrem,-0.0015062686249933,-0.0015062686249933
time_to_transition_wake_to_rem,0.045027707143578954,0.045027707143578954
total_arousal_sleep_time,0.040757963467005554,0.040757963467005595
total_deep_sleep_time,0.1771239265447159,0.1771239265447159
total_left_sleep_time,0.11230970155474596,0.11230970155474596
total_light_sleep_time,0.16627334319526554,0.1662733431952656
total_non_supine_sleep_time,0.13286398409978756,0.13286398409978756
total_prone_sleep_time,-0.008904614902303251,-0.008904614902303251
total_rem_sleep_time,0.10690081593111414,0.1069008159311142
total_right_sleep_time,0.09389407979238895,0.09389407979238895
total_sleep_time,0.04213119742750095,0.04213119742750095
total_supine_sleep_time,0.10556364194279855,0.10556364194279855
total_time_in_bed,0.07989908623002495,0.07989908623002495
total_valid_apnea_central_sleep_time,0.02370131873918915,0.02370131873918915
total_valid_apnea_sleep_time,0.0157361021743458,0.0157361021743458
total_wake_time,0.12421360582581276,0.12421360582581276
total_wake_time_after_sleep_onset,0.124230421350325,0.124230421350325
variability_between_sleep_stage_percents,0.20173650097097734,0.20173650097097734
