,"Age, BMI & VAT",Frailty
total_time_in_bed,0.054783032607062396,0.083840636925104
sleep_latency,0.019174731187895748,0.043254800708969504
percent_of_left_sleep,0.09930015952202795,0.12023052811236096
total_left_sleep_time,0.10750824673642351,0.1242398145913171
percent_of_supine_sleep,0.1502298424848738,0.16307006339449284
percent_of_non_supine_sleep,0.1502298424848738,0.16307006339449284
total_wake_time,0.09341498286158505,0.1056562606536419
total_non_supine_sleep_time,0.1544509036396297,0.16616603742159475
sleep_efficiency,0.0675522266267394,0.07868776098157575
total_sleep_time,0.057434004524071,0.06694299159727596
total_arousal_sleep_time,0.05870043815664755,0.06767179814186045
time_to_transition_nrem_to_rem,0.026911577960399148,0.0348076701519311
total_supine_sleep_time,0.12489760207706044,0.13149645910726046
time_to_transition_wake_to_rem,0.11039896874846455,0.11442910918604679
total_wake_time_after_sleep_onset,0.1049570308514758,0.1085751602018101
rdi_during_prone,0.29549616111402777,0.29861012940187176
total_deep_sleep_time,0.20918082802309906,0.211267176552431
snore_above_45db,0.3524776918519341,0.3545616306207887
saturation_max_value,0.03164780162181625,0.03164780162181625
