,"Age, BMI & VAT",Frailty
AHI,0.5171157726745126,0.5168923161141008
ahi_4_percent,0.5014848868483621,0.5009615062315886
ahi_central,0.23079574128412955,0.23077696025083067
ahi_central_during_nrem,0.20799479462129655,0.2077371803985144
ahi_central_during_rem,0.2228429516215671,0.2228427433559401
ahi_during_left,0.38910199951294006,0.3866751312541856
ahi_during_non_supine,0.44735505254321517,0.4465953051978456
ahi_during_nrem,0.4834936588103082,0.4831930610161942
ahi_during_prone,0.398408856957955,0.39776571628346247
ahi_during_rem,0.5179415384488479,0.5163036518301898
ahi_during_right,0.38157090127541415,0.37893793594192526
ahi_during_supine,0.5196169554027246,0.5197771404287197
ahi_obstructive,0.5266492888499785,0.5259580359429896
ahi_obstructive_during_nrem,0.4934094450134961,0.49294048548733443
ahi_obstructive_during_rem,0.5195368172448184,0.5181373289413351
desaturations_above_20,0.14154104974373283,0.14153969378178333
desaturations_mean_nadir,0.3578151439155432,0.35802074278639345
desaturations_of_10_20,0.2694421412305057,0.2687087269020601
desaturations_of_4_9,0.5013269684268671,0.5005133048284836
number_of_4_percent_desaturation_apnea_hypopnea_events,0.4843240578835286,0.48355196617630114
number_of_all_respiratory_events,0.3958731099240269,0.394944295784868
number_of_apnea_hypopnea_events,0.4935121127715285,0.4926015769848676
number_of_central_apnea_hypopnea_events,0.2397984582059188,0.2367277562211516
number_of_desaturation_events,0.48573195075004094,0.48487647357073205
number_of_obstructive_apnea_hypopnea_events,0.502526458859001,0.5014813318694586
number_of_transitions_nrem_to_rem,0.02229694006843835,0.020839998333460848
number_of_transitions_nrem_to_wake,0.15241476940273163,0.149125555682426
number_of_transitions_rem_to_nrem,-0.00546235800667425,-0.0054623580066742
number_of_transitions_rem_to_wake,-0.03345169704350305,-0.0334516970435031
number_of_transitions_wake_to_nrem,0.1641376050172339,0.16274718443058375
number_of_transitions_wake_to_rem,-0.031833888498073754,-0.031833888498073754
number_of_wakes,0.1476750034323299,0.14587566865324292
odi,0.5030830051019362,0.5020064560433417
odi_during_left,0.4184867136631021,0.41771830646522634
odi_during_non_supine,0.45877191403243645,0.457946137597795
odi_during_nrem,0.4584622572769863,0.45745755092808355
odi_during_prone,0.4062206658826941,0.4032247877554638
odi_during_rem,0.5203480905755752,0.5190748356487365
odi_during_right,0.39934382739841123,0.3984157397066551
odi_during_supine,0.5012829128644558,0.5008687170692666
percent_of_deep_sleep_time,0.23093550087055909,0.2291924202930729
percent_of_left_sleep,0.09930015952202795,0.12023052811236096
percent_of_light_sleep_time,0.19700908669426645,0.1938067744680454
percent_of_non_supine_sleep,0.1502298424848738,0.16307006339449284
percent_of_prone_sleep,-0.030017320303829552,-0.0300173203038295
percent_of_rem_sleep_time,0.14137384044866225,0.13687503946994933
percent_of_right_sleep,0.14351660955139867,0.13922175985711516
percent_of_sleep_time,0.08754320210534305,0.08958154623191775
percent_of_supine_sleep,0.1502298424848738,0.16307006339449284
percent_of_wake_time,0.08754320210534285,0.08958154623191675
rdi,0.4315654337000642,0.43161125454082616
rdi_during_left,0.29365387422499745,0.29104206848170305
rdi_during_non_supine,0.3402182438592195,0.3402330167441383
rdi_during_nrem,0.3922798151176758,0.39226130902384015
rdi_during_prone,0.29549616111402777,0.29861012940187176
rdi_during_rem,0.44104157044225467,0.4399942186421464
rdi_during_right,0.274970070771421,0.27175093802345274
rdi_during_supine,0.44829260465062176,0.44854612024866203
rem_latency,0.07469200923688776,0.06935414079020244
saturation_below_80,0.1283822069283156,0.12748257127432427
saturation_below_85,0.20104880795814428,0.20043099907501144
saturation_below_90,0.31194127159788226,0.31068901844397656
saturation_below_or_equal_88,0.2917232834317637,0.28982992989610934
saturation_max_value,0.03164780162181625,0.03164780162181625
saturation_mean,0.4783951604870269,0.4783786608125818
saturation_min_value,0.3897276089646272,0.3894889675220463
sleep_efficiency,0.0675522266267394,0.07868776098157575
sleep_latency,0.019174731187895748,0.043254800708969504
snore_above_40db,0.15549021344944955,0.15320266501038815
snore_above_45db,0.3524776918519341,0.3545616306207887
snore_above_50db,0.29243131536229794,0.29238786902145614
snore_above_60db,0.16296484499508457,0.1621054559080844
snore_db_mean,0.3188418746030315,0.31884187806932196
time_to_transition_nrem_to_rem,0.026911577960399148,0.0348076701519311
time_to_transition_nrem_to_wake,0.09949712522586215,0.09806801810838325
time_to_transition_rem_to_nrem,0.14904891597915249,0.1454655468610349
time_to_transition_rem_to_wake,0.02898987778838085,0.016623861466154948
time_to_transition_wake_to_nrem,0.2066319687701776,0.2062371234602233
time_to_transition_wake_to_rem,0.11039896874846455,0.11442910918604679
total_arousal_sleep_time,0.05870043815664755,0.06767179814186045
total_deep_sleep_time,0.20918082802309906,0.211267176552431
total_left_sleep_time,0.10750824673642351,0.1242398145913171
total_light_sleep_time,0.14470207963410514,0.14057347852553148
total_non_supine_sleep_time,0.1544509036396297,0.16616603742159475
total_prone_sleep_time,-0.00435974016710005,-0.01465100824855475
total_rem_sleep_time,0.1111021989129428,0.10971343273807485
total_right_sleep_time,0.15232740729431038,0.1510959463447317
total_sleep_time,0.057434004524071,0.06694299159727596
total_supine_sleep_time,0.12489760207706044,0.13149645910726046
total_time_in_bed,0.054783032607062396,0.083840636925104
total_valid_apnea_central_sleep_time,0.06539015455231059,0.0657999499812427
total_valid_apnea_sleep_time,0.07641445337504114,0.07762386315978775
total_wake_time,0.09341498286158505,0.1056562606536419
total_wake_time_after_sleep_onset,0.1049570308514758,0.1085751602018101
variability_between_sleep_stage_percents,0.20306425477201578,0.20109758228405383
