,"Age, BMI & VAT",Frailty
AHI,0.5713044039922134,0.5711590843087693
ahi_4_percent,0.5332103316247763,0.5333606633601454
ahi_central,0.2933452900721675,0.2933452900721675
ahi_central_during_nrem,0.2772376757021995,0.2772376757021995
ahi_central_during_rem,0.2650283573483193,0.2650283551858639
ahi_during_left,0.4252763146709454,0.42706792794300374
ahi_during_non_supine,0.481671176768499,0.48182252711891527
ahi_during_nrem,0.5124375385962936,0.5126636686488202
ahi_during_prone,0.4216710854987497,0.4215139855221788
ahi_during_rem,0.597391903036077,0.5969198861918521
ahi_during_right,0.4070448096735021,0.406495514326903
ahi_during_supine,0.5649218773811835,0.564521882702558
ahi_obstructive,0.5741060962329798,0.5738225477281633
ahi_obstructive_during_nrem,0.517151463650874,0.5170629229622812
ahi_obstructive_during_rem,0.5902129061914033,0.589594784614893
desaturations_above_20,-0.0364597854925178,-0.0364597854925178
desaturations_mean_nadir,0.24725957684923836,0.2465809251653114
desaturations_of_10_20,0.19668702481096545,0.19674888411889196
desaturations_of_4_9,0.5434342362986118,0.543683849391932
number_of_4_percent_desaturation_apnea_hypopnea_events,0.5232827627052713,0.5228543330064861
number_of_all_respiratory_events,0.42926210741629,0.42768791982049026
number_of_apnea_hypopnea_events,0.5557259355213737,0.5551963560869297
number_of_central_apnea_hypopnea_events,0.2944591214789126,0.29437454962999254
number_of_desaturation_events,0.5294601106462634,0.5292922073013534
number_of_obstructive_apnea_hypopnea_events,0.5611754553247961,0.5606728191933552
number_of_transitions_nrem_to_rem,-0.034001851181617,-0.034001851181617
number_of_transitions_nrem_to_wake,0.2219649215771854,0.22572599100447394
number_of_transitions_rem_to_nrem,-0.029853163494581003,-0.0315589049203344
number_of_transitions_rem_to_wake,-0.03727501319229305,-0.03727501319229305
number_of_transitions_wake_to_nrem,0.2078766507593495,0.21167196162789126
number_of_transitions_wake_to_rem,-0.0356086416080719,-0.0356086416080719
number_of_wakes,0.19635291659829684,0.2017902242382544
odi,0.5369218100074684,0.5374833466213946
odi_during_left,0.4237762428903386,0.4236647739373754
odi_during_non_supine,0.4625331987333421,0.46256130597001943
odi_during_nrem,0.45547810935859756,0.45693532964977934
odi_during_prone,0.3755525059302609,0.375825236644567
odi_during_rem,0.5722758536541965,0.5719699585374759
odi_during_right,0.38661965483600436,0.38602861757456963
odi_during_supine,0.514217382578507,0.5142344180803263
percent_of_deep_sleep_time,0.23205589282024663,0.2322849376645113
percent_of_left_sleep,0.11231979838509451,0.10486597682183825
percent_of_light_sleep_time,0.19746908434822802,0.1972017193788676
percent_of_non_supine_sleep,0.12589842377913735,0.11492374365236391
percent_of_prone_sleep,-0.0342357312617991,-0.034235731261799046
percent_of_rem_sleep_time,0.14413259658912914,0.14034173367134675
percent_of_right_sleep,0.09249561926143884,0.08954165051876975
percent_of_sleep_time,0.098826653804272,0.11356030006341175
percent_of_supine_sleep,0.12589842377913718,0.11492374365236385
percent_of_wake_time,0.09882665380427165,0.11356030006341164
rdi,0.45397237223520315,0.4534970133600139
rdi_during_left,0.3057539062327099,0.3066904461730874
rdi_during_non_supine,0.35294773224750575,0.35224169483226087
rdi_during_nrem,0.38526920794005237,0.3847501839352339
rdi_during_prone,0.31476294011389205,0.313561911443778
rdi_during_rem,0.4984615156954496,0.49809016828254155
rdi_during_right,0.2919111167768953,0.2920768096069615
rdi_during_supine,0.4578097207521023,0.4572585048571812
rem_latency,0.05870028475130365,0.044455094912178195
saturation_below_80,0.08646580171209076,0.08633058865979334
saturation_below_85,0.12029146492280104,0.12029129497936364
saturation_below_90,0.29013901793373986,0.2919784738511805
saturation_below_or_equal_88,0.2549995083872513,0.25699874261177585
saturation_max_value,0.21478579251101976,0.21478579251101976
saturation_mean,0.5892175562525211,0.5892177013045699
saturation_min_value,0.4311653793493918,0.43186120138855866
sleep_efficiency,0.08364391879242361,0.0997725778869378
sleep_latency,-0.0353915371154681,-0.03539153711546815
snore_above_40db,0.22400667428347795,0.22381220453517509
snore_above_45db,0.3948493952312583,0.39372552007063916
snore_above_50db,0.32560790215960866,0.3222813840985451
snore_above_60db,0.14731288290828792,0.14193905165032755
snore_db_mean,0.3571688254742893,0.35687293536701703
time_to_transition_nrem_to_rem,0.05677459426791695,0.0784073660645168
time_to_transition_nrem_to_wake,0.12094679620750551,0.12259484247328026
time_to_transition_rem_to_nrem,0.14403425162256883,0.1421288092719574
time_to_transition_rem_to_wake,0.09525803499158106,0.086305738196925
time_to_transition_wake_to_nrem,-0.0015062686249933,-0.034570478484786546
time_to_transition_wake_to_rem,0.045027707143578954,0.0319966023920768
total_arousal_sleep_time,0.040757963467005554,0.047064398075223
total_deep_sleep_time,0.1771239265447159,0.17145860483953546
total_left_sleep_time,0.1123097015547459,0.10508129347878445
total_light_sleep_time,0.16627334319526554,0.1698367554235273
total_non_supine_sleep_time,0.1328639840997875,0.1264429459372306
total_prone_sleep_time,-0.0089046149023033,0.01530979382046225
total_rem_sleep_time,0.1069008159311142,0.10312443494432574
total_right_sleep_time,0.09389407979238895,0.09144639894323285
total_sleep_time,0.04213119742750095,0.04740190860118975
total_supine_sleep_time,0.10556364194279855,0.0997410185767261
total_time_in_bed,0.07989908623002495,0.08057029105682656
total_valid_apnea_central_sleep_time,0.02370131873918915,0.0130605271110209
total_valid_apnea_sleep_time,0.0157361021743458,0.02447535343885665
total_wake_time,0.12421360582581276,0.13269798027481994
total_wake_time_after_sleep_onset,0.124230421350325,0.1366112573936505
variability_between_sleep_stage_percents,0.20173650097097734,0.20024688315905345
