,"Age, BMI & VAT",Mental health
AHI,0.006051200596088482,0.0073338691842401195
ahi_4_percent,0.006121327301626342,0.00826701635267307
ahi_central,0.010442368725747216,0.011658037290693445
ahi_central_during_nrem,0.010116337161519925,0.012830832101644787
ahi_central_during_rem,0.011038577628767003,0.013857904448048124
ahi_during_left,0.007852444164255838,0.010576671625349289
ahi_during_non_supine,0.007406934184479597,0.009100354704181397
ahi_during_nrem,0.006182754678857916,0.007546391926235782
ahi_during_prone,0.01115386621490492,0.012221739557240359
ahi_during_rem,0.005345383341362609,0.006195326914659279
ahi_during_right,0.006908134456494733,0.009659033032677547
ahi_during_supine,0.005211695940214485,0.008941860518305663
ahi_obstructive,0.005773098137684692,0.008482459452288007
ahi_obstructive_during_nrem,0.005738577062273501,0.007770540385553456
ahi_obstructive_during_rem,0.004880874200539149,0.00786283940529678
desaturations_mean_nadir,0.007073992291917356,0.009589546756775508
desaturations_of_10_20,0.011928019080034945,0.013231946842502403
desaturations_of_4_9,0.0057856222725668665,0.009332503324442567
number_of_4_percent_desaturation_apnea_hypopnea_events,0.006480252955057671,0.009733242878762365
number_of_all_respiratory_events,0.007065034115232396,0.010805041061837037
number_of_apnea_hypopnea_events,0.006267166688944636,0.009137835300812466
number_of_central_apnea_hypopnea_events,0.011600666460856453,0.012078933674542578
number_of_desaturation_events,0.006801048009294768,0.010080989769574623
number_of_obstructive_apnea_hypopnea_events,0.006230929892765352,0.008622068757707697
number_of_transitions_nrem_to_rem,0.012491182924973537,0.013397846116131831
number_of_transitions_nrem_to_wake,0.012587575155324032,0.013558156477515472
number_of_transitions_rem_to_nrem,0.01341086807642266,0.015285061984962768
number_of_transitions_rem_to_wake,0.01075332724958761,0.01459489757685945
number_of_transitions_wake_to_nrem,0.011114955357707288,0.014755077354164673
number_of_transitions_wake_to_rem,0.01484489400170566,0.01287729908077873
number_of_wakes,0.012400444149473982,0.013227772484986989
odi,0.006304154542681307,0.008926256318278718
odi_during_left,0.009010264210620294,0.009026488716727838
odi_during_non_supine,0.007391372728417219,0.010546741515411327
odi_during_nrem,0.006655920681273154,0.007416232273971124
odi_during_prone,0.009974971968122356,0.013712857047961874
odi_during_rem,0.007145645233601034,0.0068842958540106134
odi_during_right,0.0085422001450991,0.01083307859582355
odi_during_supine,0.005642246745226052,0.008783825745748113
percent_of_deep_sleep_time,0.010470599664492482,0.01288630041768619
percent_of_left_sleep,0.016542645005818948,0.016065442527570924
percent_of_light_sleep_time,0.01150204270917274,0.012739021833030776
percent_of_non_supine_sleep,0.013091518877117563,0.012164575856019115
percent_of_prone_sleep,0.014682579650627638,0.01219927782804258
percent_of_rem_sleep_time,0.011784461457552168,0.014511525595408114
percent_of_right_sleep,0.012457300586692288,0.014625673502158914
percent_of_sleep_time,0.012304355012135884,0.011883630550717767
percent_of_supine_sleep,0.01309324891111364,0.012222500781000215
percent_of_wake_time,0.012300975285103613,0.011883631542812455
rdi,0.005879381108621277,0.008858069739359264
rdi_during_left,0.010540241958284792,0.012297724064899328
rdi_during_non_supine,0.010570859980390769,0.0123284098377752
rdi_during_nrem,0.007530500372328207,0.008553798310908727
rdi_during_prone,0.014896194957364665,0.011902655024755897
rdi_during_rem,0.007218208532261858,0.008440931805429637
rdi_during_right,0.010223254305412904,0.012876657666506997
rdi_during_supine,0.006109085245806699,0.010088932247616608
rem_latency,0.016589115351713094,0.013632828490187815
saturation_below_80,0.011895382681841942,0.015858790088015832
saturation_below_85,0.009046963969749338,0.014188967287307215
saturation_below_90,0.009790610345096783,0.014395191818910738
saturation_below_or_equal_88,0.009124600141184342,0.014255083405233397
saturation_max_value,0.011835746746406875,0.011886432902921648
saturation_mean,0.004726369021027117,0.008625391412002113
saturation_min_value,0.006496145598787371,0.009096051779984909
sleep_efficiency,0.014434695922436683,0.013447136668830278
sleep_latency,0.0172516357813051,0.014034164820467236
snore_above_40db,0.011806773655817232,0.010909181205342502
snore_above_45db,0.0103246332387241,0.012452828776729177
snore_above_50db,0.010806856249108742,0.011910983842937284
snore_above_60db,0.010775730975971185,0.013862953362806789
snore_db_mean,0.007845426044902756,0.012410914071293863
time_to_transition_nrem_to_rem,0.013286976491754069,0.013762380426531514
time_to_transition_nrem_to_wake,0.013387138887821661,0.012745754065029515
time_to_transition_rem_to_nrem,0.0108447123450564,0.013018178641169276
time_to_transition_rem_to_wake,0.014889479153601313,0.01397120973371607
time_to_transition_wake_to_nrem,0.010962138008429646,0.011916797554728829
time_to_transition_wake_to_rem,0.018628678768073618,0.015829428045578443
total_arousal_sleep_time,0.016576528062886044,0.014390241493971593
total_deep_sleep_time,0.008936234623613783,0.013801781246205765
total_left_sleep_time,0.015417318956766183,0.015632053525889745
total_light_sleep_time,0.011981788072369293,0.01151722598344817
total_non_supine_sleep_time,0.01228844710933653,0.012827727330029999
total_prone_sleep_time,0.012827609899018554,0.012256945927112033
total_rem_sleep_time,0.011771394513670095,0.014117500112201328
total_right_sleep_time,0.011424217069190706,0.015552616463521114
total_sleep_time,0.016676665429442798,0.013524912544049066
total_supine_sleep_time,0.01378707820155281,0.013649886533665995
total_time_in_bed,0.015050838653756882,0.015367356383149594
total_valid_apnea_central_sleep_time,0.016575804921512033,0.014779775270618613
total_valid_apnea_sleep_time,0.01547810727644627,0.014698812765862958
total_wake_time,0.013902724395466472,0.013311224848873196
total_wake_time_after_sleep_onset,0.01127156782231374,0.013420942847832858
variability_between_sleep_stage_percents,0.01158164812544135,0.010765701998222328
