,"Age, BMI & VAT",Mental health
AHI,0.46500701201221534,0.4359010058504704
ahi_4_percent,0.45308702680901125,0.42851784850238445
ahi_central,0.15960105320489876,0.1522428226546802
ahi_central_during_nrem,0.11271273026866946,0.1308694627788019
ahi_central_during_rem,0.13758086065442315,0.12245730891112086
ahi_during_left,0.31701157057810003,0.2649801562732215
ahi_during_non_supine,0.38982934713499806,0.3593854073547401
ahi_during_nrem,0.42521926871043525,0.4017088006857339
ahi_during_prone,0.3402526024895805,0.30620947726599346
ahi_during_rem,0.47206200398220394,0.4405904896589325
ahi_during_right,0.32689228700711154,0.2996707438623234
ahi_during_supine,0.4746093916985029,0.43787574054005307
ahi_obstructive,0.476513847257783,0.449243571668117
ahi_obstructive_during_nrem,0.43703609216778544,0.4106654863153732
ahi_obstructive_during_rem,0.47788244413816183,0.44509109683110837
desaturations_mean_nadir,0.301060858598956,0.26745859577819875
desaturations_of_10_20,0.20987318844143205,0.16967380860663955
desaturations_of_4_9,0.45245327203942376,0.43863038084840056
number_of_4_percent_desaturation_apnea_hypopnea_events,0.43426482236025243,0.4191196346082886
number_of_all_respiratory_events,0.3251316990662022,0.30555686660869674
number_of_apnea_hypopnea_events,0.436839542843545,0.41674462116531596
number_of_central_apnea_hypopnea_events,0.16891142124041192,0.15511071953045055
number_of_desaturation_events,0.4380073032464976,0.4219227392086927
number_of_obstructive_apnea_hypopnea_events,0.4520262888429317,0.4324083955134759
number_of_transitions_nrem_to_rem,0.03878291041216185,0.046221268003229954
number_of_transitions_nrem_to_wake,0.10161655060278466,0.08254743417048849
number_of_transitions_rem_to_nrem,0.043391314065759454,0.08065378605821216
number_of_transitions_rem_to_wake,0.03197456056779705,-0.0045806057136847
number_of_transitions_wake_to_nrem,0.1129011081219028,0.0966841515132853
number_of_transitions_wake_to_rem,0.0157039916465086,0.043022761756045996
number_of_wakes,0.10121091602253546,0.08490887628269411
odi,0.45522634288928276,0.4325905881514614
odi_during_left,0.38380171708464816,0.327415531839613
odi_during_non_supine,0.42038171455534656,0.4021727683714069
odi_during_nrem,0.4062370325478577,0.39194489912496444
odi_during_prone,0.362418080277474,0.32472775156928835
odi_during_rem,0.4844577214425153,0.4431585800053821
odi_during_right,0.36023587325200723,0.34410110023452756
odi_during_supine,0.45813991313841396,0.41760051239118656
percent_of_deep_sleep_time,0.1847372457475473,0.1741854133791764
percent_of_left_sleep,0.00410330744065935,0.0223015912053112
percent_of_light_sleep_time,0.1663975517815824,0.1293766062713269
percent_of_non_supine_sleep,0.10369716713987526,0.06480258853985095
percent_of_prone_sleep,0.06890002075655641,0.01444997175468695
percent_of_rem_sleep_time,0.0920722161079302,0.045318401781360554
percent_of_right_sleep,0.08903096230919,0.09810572283805791
percent_of_sleep_time,0.01213014719073795,0.0345084315725899
percent_of_supine_sleep,0.10378351492590121,0.0651376272747527
percent_of_wake_time,0.0121301516810364,0.03450843572158805
rdi,0.36884424262919036,0.34072411526531243
rdi_during_left,0.20996640919902076,0.16342461499347005
rdi_during_non_supine,0.26215273237283304,0.2481847545441197
rdi_during_nrem,0.3252711663632959,0.3049959175138778
rdi_during_prone,0.20186204024756826,0.19375233852618529
rdi_during_rem,0.3817329108924712,0.36317901228000377
rdi_during_right,0.20201105463939534,0.1829249738758984
rdi_during_supine,0.3905265625844784,0.36266094997546305
rem_latency,0.05329485488664465,0.0105653008248654
saturation_below_80,0.11702758562642465,0.03502603248441025
saturation_below_85,0.1820444703041012,0.10883410745708505
saturation_below_90,0.27291768113456394,0.2620313469207735
saturation_below_or_equal_88,0.269450306864567,0.2467976846443385
saturation_max_value,0.10622314829721649,0.06864807043937271
saturation_mean,0.4246245021575935,0.389173993504522
saturation_min_value,0.34370669973568496,0.2978329669513202
sleep_efficiency,0.0047805071492928505,0.030552265253536853
sleep_latency,0.031999501952448,0.02010238890757535
snore_above_40db,0.12484999068126955,0.05597515635615785
snore_above_45db,0.2878161441438877,0.27577232826246334
snore_above_50db,0.21049515988726997,0.20652614727198731
snore_above_60db,0.10960178548674115,0.0966804097408023
snore_db_mean,0.2758011728255147,0.25013024927331307
time_to_transition_nrem_to_rem,0.0271354561760557,0.033126361736809495
time_to_transition_nrem_to_wake,0.054606031204336145,0.0357907809821331
time_to_transition_rem_to_nrem,0.12905316620773233,0.0931044170564464
time_to_transition_rem_to_wake,0.02860143471756925,0.04662210100962915
time_to_transition_wake_to_nrem,0.0987294838409414,0.0739992040794796
time_to_transition_wake_to_rem,0.0266800137074783,-0.0254948548352852
total_arousal_sleep_time,0.0042377807254214,0.045574363181697955
total_deep_sleep_time,0.18431038902900476,0.14785497500784134
total_left_sleep_time,0.02421611996670285,0.03190119278620405
total_light_sleep_time,0.09275901370759905,0.11190231035655854
total_non_supine_sleep_time,0.1300559281806613,0.095613137784698
total_prone_sleep_time,0.06971849649516765,0.00911523417685305
total_rem_sleep_time,0.0658550971370525,0.0394894326553876
total_right_sleep_time,0.11007335277872245,0.11504051064143925
total_sleep_time,0.0060975225389910005,0.04740796179258085
total_supine_sleep_time,0.07583131152136785,0.06381708170253325
total_time_in_bed,0.021140610324489648,0.05374193762510665
total_valid_apnea_central_sleep_time,-0.0033124736560961997,0.06408554440748265
total_valid_apnea_sleep_time,0.0160990319655375,0.0485784289765166
total_wake_time,0.0134172356834255,0.04153092036753945
total_wake_time_after_sleep_onset,0.0304435401207566,0.0425249603739403
variability_between_sleep_stage_percents,0.17116550727695812,0.13146467348643276
