,Age & BMI,"HRV
(average of nights)"
liver_viscosity,-0.031689128949327655,-0.031689128949327655
liver_elasticity,-0.03380323253386515,-0.03380323253386515
liver_attenuation,-0.0325580061619148,-0.0325580061619148
liver_sound_speed,0.5057305932477434,0.5086256982248332
bt__albumin,-0.04617954354545285,-0.04617954354545285
bt__bilirubin_total,-0.05737990398545455,-0.05737990398545455
bt__protein_total,-0.049679823085836655,-0.049679823085836655
bt__alkaline_phosphatase,0.36878729973884294,0.3712543719984782
bt__alt_gpt,0.2461503793942173,0.2060205462676332
bt__platelets,0.15064771978974106,0.16603251477683134
bt__ast_got,0.21672498094169884,0.20184470570696972
