,clinical_OSA
0,0.504049609259076
1,0.5048657137204472
2,0.5048657137204472
3,0.5048657137204472
4,0.5043216440795331
5,0.5045936788999902
6,0.5048657137204472
7,0.5045936788999902
8,0.5043216440795331
9,0.501480734988624
10,0.5048657137204472
11,0.5045936788999902
12,0.5043216440795331
13,0.49782372143634385
14,0.5043216440795331
15,0.5051377485409042
16,0.502024804629538
17,0.5045936788999902
18,0.5043216440795331
19,0.5045936788999902
20,0.5051377485409042
21,0.5043216440795331
22,0.502024804629538
23,0.501480734988624
24,0.501480734988624
25,0.5045936788999902
26,0.5045936788999902
27,0.5045936788999902
28,0.5045936788999902
29,0.5048657137204472
30,0.5045936788999902
31,0.5051377485409042
32,0.501752769809081
33,0.5045936788999902
34,0.5045936788999902
35,0.5043216440795331
36,0.5043216440795331
37,0.5048657137204472
38,0.5048657137204472
39,0.501208700168167
40,0.501480734988624
41,0.5043216440795331
42,0.501752769809081
43,0.5045936788999902
44,0.5048657137204472
45,0.5045936788999902
46,0.5048657137204472
47,0.5048657137204472
48,0.5006646305272529
49,0.5048657137204472
