,clinical_OSA
0,0.4995194617972129
1,0.4997597308986064
2,0.4997597308986064
3,0.49927919269581933
4,0.4997597308986064
5,0.49927919269581933
6,0.49927919269581933
7,0.49927919269581933
8,0.4995194617972129
9,0.4997597308986064
10,0.4997597308986064
11,0.4995194617972129
12,0.49903892359442575
13,0.4995194617972129
14,0.49927919269581933
15,0.4995194617972129
16,0.49927919269581933
17,0.49927919269581933
18,0.4995194617972129
19,0.49903892359442575
20,0.49927919269581933
21,0.4997597308986064
22,0.4995194617972129
23,0.4995194617972129
24,0.4995194617972129
25,0.49927919269581933
26,0.4995194617972129
27,0.49927919269581933
28,0.49927919269581933
29,0.4997597308986064
30,0.49927919269581933
31,0.4997597308986064
32,0.4997597308986064
33,0.49903892359442575
34,0.4995194617972129
35,0.4997597308986064
36,0.49927919269581933
37,0.4997597308986064
38,0.4995194617972129
39,0.49927919269581933
40,0.4995194617972129
41,0.4995194617972129
42,0.4997597308986064
43,0.4997597308986064
44,0.49903892359442575
45,0.4997597308986064
46,0.4995194617972129
47,0.4995194617972129
48,0.4995194617972129
49,0.4995194617972129
