,"Age, BMI & VAT",Renal function
total_sleep_time,0.0413364350027035,0.0570423185598393
total_arousal_sleep_time,0.04345018982967195,0.05793351449784645
rdi_during_prone,0.2796070238751938,0.2910863376850774
ahi_during_prone,0.40077201160665377,0.40707010384650566
total_light_sleep_time,0.11880851982492216,0.12430737189855914
number_of_central_apnea_hypopnea_events,0.2314261057338716,0.23611502808090495
odi_during_prone,0.4113243503019066,0.41550646931127677
ahi_central,0.21642447081710658,0.21948615618015144
ahi_central_during_nrem,0.1880307969478967,0.19094605128187594
ahi_central_during_rem,0.2143193914105701,0.21620774836403978
rdi_during_nrem,0.3869759117275239,0.3882280502354839
saturation_mean,0.47121894065890113,0.4712189406589022
desaturations_of_10_20,0.26109982748998434,0.26109982748998434
number_of_transitions_rem_to_nrem,0.011300858032804648,0.011300858032804648
snore_db_mean,0.3178983884566994,0.3178983884566994
