,"Age, BMI & VAT",Renal function
AHI,0.5680707423926059,0.5675002264148434
ahi_4_percent,0.5352109545572185,0.535137807140483
ahi_central,0.2946613699232269,0.29466136854884706
ahi_central_during_nrem,0.2815028460988722,0.2815028396221013
ahi_central_during_rem,0.27546773743812203,0.2754677353702667
ahi_during_left,0.4266075222304415,0.424859032057867
ahi_during_non_supine,0.478628831310962,0.4772546071747401
ahi_during_nrem,0.5138912861946584,0.5130339912577077
ahi_during_prone,0.4069734037532277,0.4022416617492294
ahi_during_rem,0.590336978748595,0.5914579427715616
ahi_during_right,0.39983015907817887,0.3983504376188769
ahi_during_supine,0.5582987257412937,0.5588269504437742
ahi_obstructive,0.5700509211753213,0.5693167595310953
ahi_obstructive_during_nrem,0.5160775309602393,0.5153063934851122
ahi_obstructive_during_rem,0.5821177163152311,0.5835275173810592
desaturations_above_20,-0.0416753962529547,-0.0416753962529547
desaturations_mean_nadir,0.25312494426358356,0.25290840892347405
desaturations_of_10_20,0.3359017785859511,0.3350318765816853
desaturations_of_4_9,0.5396343711465241,0.5381247313327047
number_of_4_percent_desaturation_apnea_hypopnea_events,0.5265651358947327,0.5256968642028724
number_of_all_respiratory_events,0.4238180563531872,0.4219615549506915
number_of_apnea_hypopnea_events,0.5529281850923713,0.5519168157471872
number_of_central_apnea_hypopnea_events,0.3007129882743497,0.30229420849532734
number_of_desaturation_events,0.5386743310116371,0.537036386332518
number_of_obstructive_apnea_hypopnea_events,0.5576753294720921,0.5567477625233895
number_of_transitions_nrem_to_rem,-0.048696016334315945,-0.0486960163343159
number_of_transitions_nrem_to_wake,0.21677602756180248,0.21813073482149495
number_of_transitions_rem_to_nrem,-0.04624757157463335,-0.0462475715746333
number_of_transitions_rem_to_wake,-0.042070899243416046,-0.042070899243416005
number_of_transitions_wake_to_nrem,0.20537879979909524,0.20574180568038397
number_of_transitions_wake_to_rem,-0.0410531083225678,-0.04105310832256785
number_of_wakes,0.19002451663909264,0.1885024376066215
odi,0.5440002041014934,0.5435427366367629
odi_during_left,0.42269722009759947,0.4220116248599301
odi_during_non_supine,0.4740496903274404,0.47385795075776305
odi_during_nrem,0.46951426674188473,0.4688044880870369
odi_during_prone,0.36887520376055916,0.36745830723763007
odi_during_rem,0.5679284548293425,0.5681152030328965
odi_during_right,0.37625165363667884,0.37445732107222746
odi_during_supine,0.5087211057564245,0.5085066216471661
percent_of_deep_sleep_time,0.22873669099908725,0.2263308290250154
percent_of_left_sleep,0.10096907268300026,0.0953384983623965
percent_of_light_sleep_time,0.20710191601454897,0.20498874594205874
percent_of_non_supine_sleep,0.1117752915251864,0.1012549765549208
percent_of_prone_sleep,-0.04341213888496915,-0.04341213888496915
percent_of_rem_sleep_time,0.160218173217267,0.1570570131746099
percent_of_right_sleep,0.10113841917272065,0.08949402571860625
percent_of_sleep_time,0.10766221866685985,0.1061944071438026
percent_of_supine_sleep,0.11177529152518631,0.1012549765549208
percent_of_wake_time,0.10766221866686024,0.10619440714380275
rdi,0.4486876690082516,0.4468186056985617
rdi_during_left,0.3136042420655579,0.3102955779812496
rdi_during_non_supine,0.35186374164910383,0.349594760662373
rdi_during_nrem,0.3838288756400921,0.3817496837092448
rdi_during_prone,0.30041449424137795,0.29664268181442766
rdi_during_rem,0.4867632575267584,0.48642945744815447
rdi_during_right,0.29143805715990767,0.2885270831805128
rdi_during_supine,0.45503707469979926,0.4546461893581229
rem_latency,0.06728206578549326,0.0677344108718257
saturation_below_80,-0.04380585415263845,-0.0438058541526385
saturation_below_85,0.17596688921465098,0.17596688921465098
saturation_below_90,0.31019041477445725,0.3098397242665124
saturation_below_or_equal_88,0.29694957511544207,0.2969495720200754
saturation_max_value,0.19133774086925753,0.1913377408692579
saturation_mean,0.5841598541666901,0.5841598607185026
saturation_min_value,0.43385077367167524,0.4329243631640384
sleep_efficiency,0.0926192314309171,0.089600647414801
sleep_latency,-0.041034374943004895,-0.041034374943004895
snore_above_40db,0.1884600539600053,0.19301550255068972
snore_above_45db,0.3790510157389967,0.3807809024675384
snore_above_50db,0.33648320312366015,0.3394683410718376
snore_above_60db,0.15052839856042374,0.1504766023729852
snore_db_mean,0.3455111054788492,0.345511106306179
time_to_transition_nrem_to_rem,0.04227667801992825,0.04635019766868425
time_to_transition_nrem_to_wake,0.1159356821590896,0.1064823034999397
time_to_transition_rem_to_nrem,0.16245247041202848,0.1592192412042919
time_to_transition_rem_to_wake,0.099126148840853,0.09127406115796965
time_to_transition_wake_to_nrem,-0.033701415690572,-0.033701415690572
time_to_transition_wake_to_rem,0.03457017266040295,0.029289575926931002
total_arousal_sleep_time,0.0171468640741527,0.0057302163578321005
total_deep_sleep_time,0.17722906993827095,0.18209023973405164
total_left_sleep_time,0.10795510474516895,0.1034565002492354
total_light_sleep_time,0.1771203466160241,0.1715170720578068
total_non_supine_sleep_time,0.1294582847139492,0.1208649404796405
total_prone_sleep_time,-0.004903105435735499,0.009796710257705801
total_rem_sleep_time,0.10873639836258614,0.1129534918666552
total_right_sleep_time,0.102903584041769,0.0921569757733145
total_sleep_time,0.017770835547958948,0.00632304788060575
total_supine_sleep_time,0.0882499612416586,0.07878415039877534
total_time_in_bed,0.07490445087955835,0.0689938646472861
total_valid_apnea_central_sleep_time,0.03310758231316065,0.03341787925335555
total_valid_apnea_sleep_time,0.0227991194751528,0.0188181219636947
total_wake_time,0.12578652927703954,0.12330868991649141
total_wake_time_after_sleep_onset,0.1258598420509314,0.12808894455782155
variability_between_sleep_stage_percents,0.2102169028981457,0.20761361877277296
