,"Age, BMI & VAT",Immune system
AHI,0.5737586806010775,0.5730043144910828
ahi_4_percent,0.5428538737494115,0.5422236319927767
ahi_central,0.29319474894680575,0.29319474894680575
ahi_central_during_nrem,0.27660621453144296,0.2766062145314432
ahi_central_during_rem,0.275204300526082,0.2752043005260819
ahi_during_left,0.42810453912114355,0.4268597538018939
ahi_during_non_supine,0.48482242436267925,0.48517704375376075
ahi_during_nrem,0.518023390307498,0.517007074797763
ahi_during_prone,0.41396661075840163,0.41164355807516284
ahi_during_rem,0.5952021458059007,0.5942680970031355
ahi_during_right,0.40609505584984584,0.40402631762595925
ahi_during_supine,0.5618372935926406,0.561267109728746
ahi_obstructive,0.5742850470213883,0.5735120781362518
ahi_obstructive_during_nrem,0.5201536216922974,0.5191467843882005
ahi_obstructive_during_rem,0.5862221903008714,0.5859063185662357
desaturations_above_20,-0.03793426522189485,-0.03793426522189475
desaturations_mean_nadir,0.2523300889763599,0.25200245343286154
desaturations_of_10_20,0.3358835410480518,0.33540877489955945
desaturations_of_4_9,0.5472255509373443,0.545407319371348
number_of_4_percent_desaturation_apnea_hypopnea_events,0.5345158359849741,0.5341358920470034
number_of_all_respiratory_events,0.430251049255329,0.4294747786612826
number_of_apnea_hypopnea_events,0.5602253183172831,0.559284036112272
number_of_central_apnea_hypopnea_events,0.2965296542737667,0.29494400858231407
number_of_desaturation_events,0.5454433076552438,0.5450426667758489
number_of_obstructive_apnea_hypopnea_events,0.5636243682448109,0.5623523570895608
number_of_transitions_nrem_to_rem,-0.035786962660770597,-0.03578696266077065
number_of_transitions_nrem_to_wake,0.2204269818660756,0.22013136171436765
number_of_transitions_rem_to_nrem,-0.032908082496257554,-0.032908082496257554
number_of_transitions_rem_to_wake,-0.035192621325272705,-0.035192621325272705
number_of_transitions_wake_to_nrem,0.2056282818066427,0.20422249303503925
number_of_transitions_wake_to_rem,-0.038099232653704795,-0.038099232653704795
number_of_wakes,0.19246464409212075,0.1896434424098058
odi,0.5511679857175582,0.550542754523379
odi_during_left,0.4210270247489958,0.4201046616511593
odi_during_non_supine,0.48026036789987103,0.4797213929048359
odi_during_nrem,0.47628319538458175,0.47562341688325893
odi_during_prone,0.37318962757058427,0.37124869740729405
odi_during_rem,0.5734419986102973,0.5725909269094891
odi_during_right,0.3879888706289437,0.3873087004413819
odi_during_supine,0.5157385446084561,0.5148670533174116
percent_of_deep_sleep_time,0.22391023257375964,0.22384325988111506
percent_of_left_sleep,0.0960279297453419,0.071138399096715
percent_of_light_sleep_time,0.19579252821367676,0.19639684555726317
percent_of_non_supine_sleep,0.12544890933260944,0.12021699938844485
percent_of_prone_sleep,-0.0351705355479742,-0.0351705355479742
percent_of_rem_sleep_time,0.14639249514654457,0.14451027530362545
percent_of_right_sleep,0.10546974186431049,0.09510918545514141
percent_of_sleep_time,0.1018361455505209,0.1038625692431904
percent_of_supine_sleep,0.12544890933260944,0.12021699938844495
percent_of_wake_time,0.1018361455505209,0.1038625692431908
rdi,0.45220144332620155,0.45182116236214503
rdi_during_left,0.3051343327329523,0.30464952111292287
rdi_during_non_supine,0.3519906689810932,0.35364803504046183
rdi_during_nrem,0.38614066107482525,0.385534503243046
rdi_during_prone,0.3049850483982455,0.29914649848040015
rdi_during_rem,0.49251960823118757,0.49134693763722537
rdi_during_right,0.29169681553617555,0.28995437969709004
rdi_during_supine,0.45357022025690996,0.45208778268965566
rem_latency,0.0565637902517211,0.058191552827099105
saturation_below_80,0.10129621492084315,0.10129621492084305
saturation_below_85,0.18004434499500072,0.180044344995001
saturation_below_90,0.3107112470238127,0.3101716216979101
saturation_below_or_equal_88,0.30927813527040426,0.30927815673349424
saturation_max_value,0.1920005718219475,0.20530836551501586
saturation_mean,0.5831856915258342,0.5838075950718429
saturation_min_value,0.4286504597517113,0.42945607575625033
sleep_efficiency,0.07817917556414095,0.07900504617293386
sleep_latency,-0.0346413618890579,0.048944265360152
snore_above_40db,0.2103966204536211,0.2052083859946868
snore_above_45db,0.3911045854156665,0.38998348115020476
snore_above_50db,0.33266769775048943,0.330225450703978
snore_above_60db,0.15313969547291334,0.147002022265693
snore_db_mean,0.3556245914462871,0.3556245932287349
time_to_transition_nrem_to_rem,0.054091440562965,0.038473584092144
time_to_transition_nrem_to_wake,0.1194504132725671,0.1115461051275091
time_to_transition_rem_to_nrem,0.1515222805010717,0.15312544928942984
time_to_transition_rem_to_wake,0.08561967003064215,0.0869452440228849
time_to_transition_wake_to_nrem,-0.021507450550116748,-0.03522502188140515
time_to_transition_wake_to_rem,0.011462510605721999,-0.04396270176265285
total_arousal_sleep_time,0.0332254503223121,0.051877695355371456
total_deep_sleep_time,0.17128974322154839,0.1681322548454663
total_left_sleep_time,0.10025331172877736,0.0911348067996785
total_light_sleep_time,0.16595953518112366,0.1666499786339084
total_non_supine_sleep_time,0.13516690898388573,0.1300937039514995
total_prone_sleep_time,-0.00873039027877015,0.01071242877161775
total_rem_sleep_time,0.10549452844731405,0.1096426437177679
total_right_sleep_time,0.10696820452603839,0.09999502549437944
total_sleep_time,0.0341238182623401,0.049918482798361405
total_supine_sleep_time,0.1019228174893292,0.0973195287489988
total_time_in_bed,0.07967087845809445,0.09003775103850001
total_valid_apnea_central_sleep_time,0.0308223347473155,0.04005277259204415
total_valid_apnea_sleep_time,0.02133480952678615,0.03498343512315635
total_wake_time,0.11891317079947944,0.11274440888042855
total_wake_time_after_sleep_onset,0.12528902799605846,0.12326106854787945
variability_between_sleep_stage_percents,0.19838318971584565,0.1989449872923424
