,"Age, BMI & VAT",Immune system
total_arousal_sleep_time,0.0332254503223121,0.051877695355371456
total_sleep_time,0.0341238182623401,0.049918482798361405
total_valid_apnea_sleep_time,0.02133480952678615,0.03498343512315635
saturation_max_value,0.1920005718219475,0.20530836551501586
total_time_in_bed,0.07967087845809445,0.09003775103850001
total_valid_apnea_central_sleep_time,0.0308223347473155,0.04005277259204415
total_rem_sleep_time,0.10549452844731405,0.1096426437177679
rdi_during_non_supine,0.3519906689810932,0.35364803504046183
saturation_min_value,0.4286504597517113,0.42945607575625033
saturation_mean,0.5831856915258342,0.5838075950718429
ahi_during_non_supine,0.48482242436267925,0.48517704375376075
saturation_below_85,0.18004434499500072,0.180044344995001
ahi_central_during_nrem,0.27660621453144296,0.2766062145314432
