,"Age, BMI & VAT",Immune system
AHI,0.5140105198345488,0.5144195107796781
ahi_4_percent,0.49729890333213017,0.4963706738412289
ahi_central,0.22503996321776876,0.224991375836406
ahi_central_during_nrem,0.20094617442160473,0.2000683053393022
ahi_central_during_rem,0.21458707748767544,0.21450680003258582
ahi_during_left,0.387482926135282,0.3894908164439551
ahi_during_non_supine,0.44371563406263054,0.44572786526253916
ahi_during_nrem,0.481879433704023,0.4824504324476871
ahi_during_prone,0.39593650837559297,0.396384143727167
ahi_during_rem,0.5147200271928817,0.5168812273442482
ahi_during_right,0.3848608540412367,0.3860432643145215
ahi_during_supine,0.518906970708132,0.5175706553656658
ahi_obstructive,0.5226519658609611,0.5235974609468257
ahi_obstructive_during_nrem,0.49255079175573213,0.4932100355286485
ahi_obstructive_during_rem,0.5142171809025129,0.5169163204112455
desaturations_above_20,0.13543396891961984,0.13543396891961984
desaturations_mean_nadir,0.36833438427772747,0.3684315793484194
desaturations_of_10_20,0.2709967257954765,0.26351875210229153
desaturations_of_4_9,0.5026617030928502,0.5019332040738136
number_of_4_percent_desaturation_apnea_hypopnea_events,0.48210766936396077,0.4819185597528681
number_of_all_respiratory_events,0.3810286013393763,0.38000404415185907
number_of_apnea_hypopnea_events,0.48958953743360023,0.4894355642671203
number_of_central_apnea_hypopnea_events,0.2348763512159788,0.23172229600588895
number_of_desaturation_events,0.485503822829529,0.48501292633903925
number_of_obstructive_apnea_hypopnea_events,0.4974587037717122,0.4979099575351803
number_of_transitions_nrem_to_rem,0.0094709338766153,0.00947093387661515
number_of_transitions_nrem_to_wake,0.1598866283870124,0.16477573511322363
number_of_transitions_rem_to_nrem,-0.017519187173708303,-0.017519187173708303
number_of_transitions_rem_to_wake,-0.03579676245111465,-0.03579676245111475
number_of_transitions_wake_to_nrem,0.16928819703523962,0.1722322879458926
number_of_transitions_wake_to_rem,-0.0378444411483759,-0.0378444411483759
number_of_wakes,0.15541801634226327,0.15683625389061706
odi,0.5006502122316403,0.5000951318013711
odi_during_left,0.4140219394273662,0.415227873790071
odi_during_non_supine,0.45560579214316765,0.45609380540683986
odi_during_nrem,0.4576954013952209,0.4570487282868544
odi_during_prone,0.40323085520876356,0.39941998723859373
odi_during_rem,0.5161399787670606,0.5152120730152017
odi_during_right,0.40069868231278855,0.40095296866015473
odi_during_supine,0.5026364463569327,0.5011385909195398
percent_of_deep_sleep_time,0.2302719358549168,0.22757220621774685
percent_of_left_sleep,0.09453802030581525,0.09072246480740576
percent_of_light_sleep_time,0.1980453925223009,0.19251785978176916
percent_of_non_supine_sleep,0.15419503563387466,0.14546025173856403
percent_of_prone_sleep,-0.0443144841350543,-0.0443144841350543
percent_of_rem_sleep_time,0.1406392726441306,0.1333501204453216
percent_of_right_sleep,0.1353423846231157,0.1251065430133871
percent_of_sleep_time,0.08197000966732784,0.09312818285693794
percent_of_supine_sleep,0.1541950356338746,0.145460251738564
percent_of_wake_time,0.08197000966732834,0.09312818285693805
rdi,0.4207567227305789,0.42100949830757234
rdi_during_left,0.2908880745219897,0.2953109190346892
rdi_during_non_supine,0.3287584728633409,0.3288845699902425
rdi_during_nrem,0.38440316031148775,0.3839664634758888
rdi_during_prone,0.28306752184244033,0.27659475396033417
rdi_during_rem,0.432726734693443,0.43620134904727526
rdi_during_right,0.2637047122451398,0.262770381688214
rdi_during_supine,0.44400684608042174,0.4418215780482861
rem_latency,0.06669486831823455,0.058180735576953205
saturation_below_80,0.11457435018908275,0.11362515562379415
saturation_below_85,0.19898460906008408,0.19060181677515936
saturation_below_90,0.3036902582794512,0.3029423501270298
saturation_below_or_equal_88,0.2822754725335544,0.2817552196395604
saturation_max_value,0.0453326348962214,0.0453326348962214
saturation_mean,0.47690028458351114,0.4769001366030502
saturation_min_value,0.384013572165061,0.38286813551295895
sleep_efficiency,0.0675241825094407,0.0786456107302321
sleep_latency,0.00766121041207315,0.033856358558615504
snore_above_40db,0.15710235527487804,0.15353301421528787
snore_above_45db,0.3440011798821672,0.34422568115286994
snore_above_50db,0.28166273065058983,0.2816482924678315
snore_above_60db,0.1378614852445782,0.13362551766123076
snore_db_mean,0.31504645047056645,0.3150464467990396
time_to_transition_nrem_to_rem,0.04015473294925625,0.0650270339583629
time_to_transition_nrem_to_wake,0.1220857202178309,0.11403118563048614
time_to_transition_rem_to_nrem,0.15074255485428215,0.14356987489681466
time_to_transition_rem_to_wake,0.0164823714574729,0.01567037947277685
time_to_transition_wake_to_nrem,0.20334291657882292,0.19808373770362944
time_to_transition_wake_to_rem,0.094706705042904,0.0979975768720439
total_arousal_sleep_time,0.06254903246041835,0.04958938534653435
total_deep_sleep_time,0.21429757918843306,0.20893190916852178
total_left_sleep_time,0.10099708652926155,0.09192146456757255
total_light_sleep_time,0.1445587573326953,0.14059286571797955
total_non_supine_sleep_time,0.15306466214486936,0.141840478125969
total_prone_sleep_time,-0.0297299471603171,-0.0184448592098881
total_rem_sleep_time,0.1095656766715459,0.09714923495212566
total_right_sleep_time,0.1421196431197663,0.12887584847244565
total_sleep_time,0.0620960613612856,0.0495976311127549
total_supine_sleep_time,0.13549744714981235,0.124469919554174
total_time_in_bed,0.05165953222594015,0.0401452679365139
total_valid_apnea_central_sleep_time,0.06930241588131035,0.056834661856317595
total_valid_apnea_sleep_time,0.08708392382560776,0.0766721869559182
total_wake_time,0.0877225136018423,0.10271527085386885
total_wake_time_after_sleep_onset,0.0979823574047773,0.1097170149442411
variability_between_sleep_stage_percents,0.20409955317869338,0.20094554377691604
