,"Age, BMI & VAT","Sleep Quality
(average of nights)"
index,-0.0467278534824558,0.051341078674848
adrr,0.02048039044880825,0.14418105835866546
COGI,-0.0480875104050975,-0.04808751040509755
cv,-0.0089259088585244,0.08679157335569734
ea1c,-0.0499586898999881,-0.0197153862181439
gmi,-0.049958689899988154,-0.049958689899988154
grade,-0.0484265429759385,-0.0484265429759385
grade_eugly,-0.04999654423695545,0.05368704510523515
grade_hyper,0.19359331020205625,0.2015923100687761
grade_hypo,0.1071612736112614,0.21893122740588772
hbgi,-0.0514672761418463,-0.05146727614184625
lbgi,0.1120815945674516,0.2255779757686543
hyper_index,-0.05129298634183385,-0.05129298634183385
hypo_index,0.06288828974816205,0.0921374121238232
igc,0.05519082941899865,0.088458913863857
iqr,0.1874038290010059,0.1662393979275424
j_index,0.11966198699481505,0.19427314237610294
m_value,-0.049945478441656505,-0.0308106717946926
MAD,0.1871087012764229,0.16603699005782668
mage,0.012040402780108601,-0.046612180462071995
above_140,0.17421234453303455,0.18397484486033494
above_180,-0.0260802828814441,-0.0094072208632311
below_54,0.04662593403372735,0.056973323581153
below_70,0.11187972416304895,0.14195174998777124
in_range_63_140,0.019371880208957748,-0.0478616466686985
in_range_70_180,0.0955467612060764,0.12161613283730646
range,0.0224312117329316,-0.0421439795501005
sd,0.0510303475827729,0.0634076130649576
Min,0.08017575892996934,0.15775423007617156
1stQu,0.1113803258483616,0.29189155171849895
Median,0.1384693895795916,0.284132003696546
Mean,0.1479642684455032,0.27719689875853837
3rdQu,0.17502200698422885,0.2795696783561016
Max,0.0496708024029706,0.061755367170440556
Conga,0.10596165825940104,0.1134360370412682
GVP,-0.046911461773516905,-0.046911461773517
MODD,0.18688054449436725,0.18864150553383352
SDRoc,-0.0475706840448726,-0.0475706840448726
CV_Measures_Mean,0.10912207576243174,0.17831648127229055
CV_Measures_SD,0.006335065400922249,-0.04501691249535455
AUC,0.15024839397915524,0.2782487706760342
MAG,0.2374899879589294,0.24286692411016914
SdW,0.1491301187216732,0.1477783092533014
SdHHMM,0.11272518684937355,0.11483276408515965
SdWSH,0.12351608917269691,0.16244616735386594
SdDM,0.010640698426394549,-0.0449813389021599
SdB,0.08543170411111226,0.09022005968109575
SdBDM,0.13641071675563904,0.1322618989469912
bt__hba1c,-0.03662621995852795,-0.03662621995852795
bt__glucose,0.3009372724016707,0.28566117254332113
