,"Age, BMI & VAT","Sleep Quality
(average of nights)"
index,-0.05655274095836475,-0.0246795458479959
adrr,0.13878248480422575,0.2150721107138157
COGI,-0.0475679600600077,-0.047567960060007755
cv,0.12054718163730274,0.13829415353698085
ea1c,-0.0462405321075113,0.1649177431184613
gmi,-0.046240532107511306,-0.046240532107511306
grade,-0.046519622821079645,-0.046519622821079604
grade_eugly,0.13172640761485535,0.14168820062113974
grade_hyper,0.18946438472874075,0.22593906205929304
grade_hypo,0.19162074084023176,0.2776972926592871
hbgi,-0.04669910646687115,-0.0466991064668712
lbgi,0.19128072422512404,0.2835208495833599
hyper_index,-0.0476213016004695,-0.0476213016004695
hypo_index,0.13450807475881288,0.1765480362829226
igc,0.12794631623305225,0.16694546546088002
iqr,0.17694621147944575,0.1734080132363317
j_index,0.1908185624797658,0.26365536287102675
m_value,-0.0017432927891729,-0.045866035195816
MAD,0.16396824616309863,0.16145268335164237
mage,-0.02526451712745905,-0.026645592990286848
above_140,0.18023183996788725,0.21890274763291379
above_180,0.0022686769242579,0.01179497909248435
below_54,0.038139697483763155,0.053327162487597
below_70,0.1555225061460255,0.19903505848312195
in_range_63_140,-0.045225238966446854,-0.045225238966446896
in_range_70_180,0.144008571681768,0.18100366530154524
range,0.07617038201448714,0.0871062538579607
sd,0.11593475581900656,0.10782125676759086
Min,0.1670063753880318,0.23830721371974928
1stQu,0.21539689970950335,0.3399677089735716
Median,0.21899703222800748,0.33651243546082493
Mean,0.22154633330161835,0.33325131158668525
3rdQu,0.22860734779622494,0.3222329648995469
Max,0.0663781548187855,0.10034168290089329
Conga,0.08211640539977005,0.08361216042874944
GVP,-0.04905910356500295,-0.0490591035650029
MODD,0.1173567952294292,0.1112838397174106
SDRoc,-0.047610032301834304,-0.047610032301834304
CV_Measures_Mean,0.1738408248007071,0.22472038740297046
CV_Measures_SD,-0.0260108441090735,-0.04207534662552575
AUC,0.22121758788675755,0.33289016483303957
MAG,0.1911656004720938,0.2052077344175311
SdW,0.1842134383914295,0.2028992617874384
SdHHMM,0.26961208541392856,0.2687254206489387
SdWSH,0.15273591470942993,0.15140468358996795
SdDM,-0.0456160078814562,-0.0456160078814562
SdB,0.046661361295333395,0.040853824697291055
SdBDM,0.10788613427103261,0.11207586650808951
bt__hba1c,0.3219068967390159,0.3148037004438493
bt__glucose,0.3490509128704305,0.34426753269992416
