,"Age, BMI & VAT","Sleep Quality
(average of nights)"
AlmondBeverage,True,True
Almonds,False,True
Apple,False,True
AppleCake,False,True
Applejuice,True,True
Apricot,False,True
Artichoke,True,True
Arugula,True,True
Avocado,False,False
Bagel,True,True
Baguette,False,True
Balsamicvinegar,True,True
Bamba,False,True
Banana,False,True
Beans,True,True
Beansblackeyedpeas,False,True
Beef,True,True
Beer,False,True
Beet,False,True
BeetSalad,False,True
Biscuit,True,True
Bissli,False,True
Blueberries,False,True
Boiledcorn,True,True
Bolognese,False,True
Brazilnuts,False,True
Bread,True,True
Broccoli,False,True
BrownSugar,True,True
Brownies,True,True
Bulgur,True,True
Burekas,False,True
Butter,True,True
ButterCookies,True,True
CaesarSalad,True,True
CamembertorBrie,True,True
Candies,True,True
CannedTunaFish,False,True
Cannedcorn,False,True
Cappuccino,True,True
CarrotCake,True,True
CarrotSalad,True,True
Carrots,True,True
Cashew,True,True
Cauliflower,True,True
Celery,False,True
CerealBar,True,True
Cereals,False,False
Ceviche,True,True
Challah,True,True
Cheesecake,True,True
Cherries,True,True
Cherrytomatoes,False,True
Chestnuts,True,True
Chiaseeds,False,True
Chicken,True,True
ChickenMeatballs,True,True
ChickenSteak,False,True
Chickenbreast,False,True
Chickendrumstick,False,True
Chickenlegs,False,True
Chickensoup,False,True
Chilipepper,True,True
Chocolate,False,True
ChocolateCookies,True,True
Chocolatecake,True,True
Chocolatespread,False,True
Ciabatta,True,True
Cinnamon,True,True
CoatedWafers,True,True
Coatedpeanuts,True,True
CocoaPowder,True,True
Coconut,True,True
Coconutmilk,True,True
Coconutwater,True,True
Coffee,True,True
Coldcut,False,True
Coleslaw,False,True
Cookedcabbage,True,True
Cookedgreenbeans,True,True
Cookedvegetables,False,True
Cookedzucchini,True,True
Cookies,True,True
Cookingcream,False,True
Coriander,True,True
Corn,True,True
Cottagecheese,False,True
Couscous,False,True
Cracker,True,True
Cranberries,True,True
CreamCheese,False,True
Croissant,True,True
Croutons,True,True
Cuba,True,True
Cucumber,True,True
Danish,True,True
DarkChocolate,False,True
Datehoney,True,True
Dates,False,True
DietCoke,False,True
Driedcranberries,True,True
Edamame,False,True
Egg,True,True
EggSalad,True,True
Eggyolk,True,True
Eggplant,True,True
EggplantSalad,False,True
Englishcake,True,True
Falafel,True,True
Fennel,True,True
FetaCheese,True,True
Fig,False,True
FlavoredYogurt,True,True
Flaxseeds,True,True
Frenchfries,False,True
Friedeggplant,True,True
Friedonions,True,True
FruitDrink,True,True
Garlic,True,True
GiltheadBream,False,True
GoatCheese,True,True
GoatMilkYogurt,False,True
GoudaCheese,True,True
Granola,False,True
Grapes,True,True
GreenSalad,False,True
GreenTea,False,True
Greenbeans,True,True
Greencabbage,True,True
Greenonions,True,True
Grilledvegetables,True,True
Guacamole,True,True
Halva,True,True
Hamburger,False,True
Hazelnuts,True,True
Heavycream,False,True
Honey,True,True
Hummus,True,True
HummusSalad,True,True
Icecream,True,True
Icecreambar,True,True
Israelicouscous,False,True
Jachnun,True,True
Jam,False,True
Jewishdonut,True,True
Kebab,False,True
Ketchup,False,False
Kiwi,False,True
Knafeh,True,True
Kohlrabi,True,True
LabnehCheese,True,True
Lasagna,True,True
Lemon,True,True
Lemonjuice,False,True
Lemonade,False,True
LentilSoup,True,True
Lentils,False,True
Lettuce,True,True
LettuceSalad,True,True
LightBeer,True,True
LightBread,True,True
LightCreamCheese,True,True
LightYellowCheese,True,True
LowfatMilk,True,True
Majadra,True,True
Mandarin,False,False
Mango,True,True
Maplesyrup,True,True
Matbucha,True,True
Mayonnaise,False,True
Meatballs,False,True
Melon,False,True
Milk,False,True
Mixednuts,True,True
MozzarellaCheese,True,True
MushroomPie,True,True
Mushrooms,False,True
Mustard,True,True
NaturalYogurt,False,True
Nectarine,True,True
Noodles,True,True
OatDrink,True,True
Oatmeal,False,False
OatmealCereal,False,True
Oliveoil,False,True
Olives,True,True
Omelette,False,True
Onion,True,True
OnionPie,False,True
Orange,True,True
Orangejuice,True,True
Pancake,False,True
Parmesancheese,True,True
Parsley,True,True
Pasta,False,True
PastaBolognese,False,True
Pastawithtomatosauce,True,True
Pastrami,False,False
Peach,True,True
PeanutButter,True,True
Peanuts,False,True
Pear,False,True
Peas,True,True
Pecan,True,True
Pepper,False,True
Persimmon,False,True
Pesto,True,True
Pickledcucumber,False,True
Pickledvegetables,True,True
Pineapple,True,True
Pistachio,True,True
Pita,False,True
Pizza,False,True
Plum,True,True
Pomegranate,False,True
Pomelo,True,True
Popcorn,False,True
Popsicle,True,True
Potatochips,True,True
Potatosalad,True,True
Potatoes,False,True
Pretzels,True,True
Prune,True,True
Pullet,True,True
Pumpkin,True,True
Pumpkinseeds,True,True
Quinoa,False,True
Raisins,True,True
Ravioli,True,True
RedCabbageSalad,True,True
Rice,False,True
RiceNoodles,True,True
Ricecrackers,True,True
Roastedeggplant,False,True
Roll,False,True
Rugelach,True,True
RyeBread,False,True
Salmon,False,False
Salt,True,True
SaltyCheese,True,True
SaltyCookies,True,True
Sauerkraut,True,True
Sausages,False,True
Sauteedvegetables,True,True
Schnitzel,False,True
Schug,True,True
SeabassFish,False,True
Shakshouka,False,False
Shrimp,True,True
Smallradish,True,True
SmokedSalmon,True,True
Smoothies,True,True
Sodawater,True,True
Soupmandels,True,True
Soysauce,True,True
Soymilk,True,True
Spelled,True,True
Spinach,False,True
SpinachQuiche,False,True
Sprouts,True,True
Squashcasserole,False,True
Steak,False,True
Strawberry,False,True
StuffedCabbage,True,True
StuffedVineleaves,True,True
Sugar,True,True
SugarFreeGum,True,True
Sugarsubstitute,True,True
Sunflowerseeds,False,True
Sushi,False,True
SweetPotatoSoup,False,True
SweetRoll,True,True
Sweetpotato,False,True
TabboulehSalad,False,True
Tahini,False,True
Tea,False,False
TeriyakiSauce,True,True
Tilapia,True,True
Tofu,False,True
Tomatopaste,False,False
Tomatosauce,False,True
Tomatoes,False,False
Tortilla,True,True
TunaSalad,False,True
TunaSandwich,True,True
TurkeyShawarma,False,True
TzfatitCheese,False,True
VegetableSalad,False,True
VegetableSoup,False,True
VodkaorArak,True,True
Wafers,True,True
Walnuts,False,True
Water,True,True
Watermelon,False,False
Whippedcream,True,True
Whiskey,True,True
WhiteCheese,False,True
Whitebeans,True,True
WholemealBread,True,True
WholemealCrackers,True,True
WholemealRoll,True,True
Wine,False,True
YellowCheese,False,True
Yellowpepper,True,True
Yogurt,False,True
Zucchini,False,True
emmerwheatbread,True,True
ginger,True,True
