,clinical_OSA
0,0.5084285016513932
1,0.5144525980369353
2,0.5134873470716844
3,0.4968629343629344
4,0.5151765362608737
5,0.49734555984555984
6,0.5146939107782481
7,0.5089111271340188
8,0.5151765362608737
9,0.5089111271340188
10,0.515659161743499
11,0.5026457180071637
12,0.5028870307484765
13,0.5081871889100805
14,0.5091524398753314
15,0.4971042471042471
16,0.5091524398753314
17,0.5144525980369353
18,0.5149352235195609
19,0.5265007908080197
20,0.5207180071637902
21,0.5216832581290411
22,0.5187875052332883
23,0.5146939107782481
24,0.5077045634274551
25,0.5149352235195609
26,0.508669814392706
27,0.5072219379448295
28,0.5072219379448295
29,0.5089111271340188
30,0.4966216216216216
31,0.5091524398753314
32,0.502404405265851
33,0.5149352235195609
34,0.5137286598129971
35,0.5137286598129971
36,0.5093937526166442
37,0.5031283434897893
38,0.5202353816811648
39,0.5074632506861423
40,0.502404405265851
41,0.5016804670419127
42,0.5014391543006
43,0.5204766944224775
44,0.4968629343629344
45,0.5028870307484765
46,0.4951737451737452
47,0.5074632506861423
48,0.5098763780992697
49,0.5151765362608737
