,clinical_OSA
0,0.4997586872586873
1,0.4997586872586873
2,0.4997586872586873
3,0.4997586872586873
4,0.4997586872586873
5,0.4997586872586873
6,0.4995173745173745
7,0.4997586872586873
8,0.4997586872586873
9,0.4997586872586873
10,0.4997586872586873
11,0.4995173745173745
12,0.5
13,0.4997586872586873
14,0.4995173745173745
15,0.4997586872586873
16,0.4997586872586873
17,0.4997586872586873
18,0.4997586872586873
19,0.4997586872586873
20,0.5
21,0.4995173745173745
22,0.4997586872586873
23,0.4997586872586873
24,0.4997586872586873
25,0.4997586872586873
26,0.4997586872586873
27,0.4997586872586873
28,0.4997586872586873
29,0.4995173745173745
30,0.4997586872586873
31,0.4997586872586873
32,0.4997586872586873
33,0.4997586872586873
34,0.4997586872586873
35,0.5
36,0.4997586872586873
37,0.4995173745173745
38,0.4997586872586873
39,0.4997586872586873
40,0.4997586872586873
41,0.4997586872586873
42,0.4997586872586873
43,0.4997586872586873
44,0.4997586872586873
45,0.4997586872586873
46,0.4995173745173745
47,0.4997586872586873
48,0.4997586872586873
49,0.4997586872586873
