,clinical_OSA
0,0.5161706783369804
1,0.5055626758361987
2,0.5161706783369804
3,0.5107299155986245
4,0.5164442013129104
5,0.5187542982181933
6,0.5099093466708345
7,0.5182072522663332
8,0.5141341044076274
9,0.5195748671459832
10,0.522158487027196
11,0.5118240075023445
12,0.5153501094091905
13,0.5133135354798374
14,0.5158971553610504
15,0.5164442013129104
16,0.5149546733354172
17,0.5056845889340418
18,0.5161706783369804
19,0.5133135354798374
20,0.5167177242888402
21,0.5104563926226945
22,0.5081462957174117
23,0.5158971553610504
24,0.5078727727414818
25,0.5195748671459832
26,0.5164442013129104
27,0.5135870584557674
28,0.5130400125039075
29,0.5099093466708345
30,0.5086933416692717
31,0.5141341044076274
32,0.5164442013129104
33,0.5193013441700532
34,0.5164442013129104
35,0.5107299155986245
36,0.5227055329790559
37,0.5127664895279775
38,0.5138605814316973
39,0.5193013441700532
40,0.5164442013129104
41,0.5195748671459832
42,0.5138605814316973
43,0.5112769615504844
44,0.5124929665520475
45,0.5096358236949046
46,0.5161706783369804
47,0.5150765864332605
48,0.5133135354798374
49,0.5193013441700532
