,"Age, BMI & VAT",Frailty
AHI,0.5524010944059283,0.5286008447057988
ahi_4_percent,0.5115848351161192,0.49052312307738766
ahi_central,0.24643884936914046,0.2147435543017734
ahi_central_during_nrem,0.23491706120308464,0.2021831601986641
ahi_central_during_rem,0.21071239247867635,0.16836445446238624
ahi_during_left,0.4043786079798179,0.38994570749541524
ahi_during_non_supine,0.46127911951348843,0.43140455770322494
ahi_during_nrem,0.4873973867822595,0.46042591278199463
ahi_during_prone,0.38775948461087645,0.344837081925146
ahi_during_rem,0.5808479885876145,0.5602564253125484
ahi_during_right,0.3757436593664829,0.33414300616040904
ahi_during_supine,0.5449047755646843,0.517660667372737
ahi_obstructive,0.5526884465855436,0.5282617421503455
ahi_obstructive_during_nrem,0.49138041433346,0.4637477425318469
ahi_obstructive_during_rem,0.572491707216398,0.5508089664286192
desaturations_above_20,0.02004185530619955,0.013642276970103898
desaturations_mean_nadir,0.1959389917465055,0.16702378868141893
desaturations_of_10_20,0.13592371637415224,0.14326291786559125
desaturations_of_4_9,0.5189260213916369,0.5010183185318606
number_of_4_percent_desaturation_apnea_hypopnea_events,0.49625466045497346,0.47942215463898397
number_of_all_respiratory_events,0.39118592148052456,0.3726196152937893
number_of_apnea_hypopnea_events,0.5295493570261842,0.5066507027952138
number_of_central_apnea_hypopnea_events,0.24106771874098895,0.2099760067429958
number_of_desaturation_events,0.5033512668405309,0.4874393947727263
number_of_obstructive_apnea_hypopnea_events,0.5338206303362096,0.5090098219513071
number_of_transitions_nrem_to_rem,0.033617291779766106,-0.00060107187719875
number_of_transitions_nrem_to_wake,0.17715963018225928,0.17764660369624705
number_of_transitions_rem_to_nrem,0.00774575611190815,0.0116200104660392
number_of_transitions_rem_to_wake,0.0251976361062776,0.03638650379562405
number_of_transitions_wake_to_nrem,0.15963380273461242,0.16856631703757805
number_of_transitions_wake_to_rem,0.01745948540561555,0.03572321057161665
number_of_wakes,0.14125854729361564,0.14920704871794635
odi,0.5146219875158198,0.4947096288607026
odi_during_left,0.40177473306387124,0.38811139667241634
odi_during_non_supine,0.44888522842134215,0.42378448750186476
odi_during_nrem,0.42128036106551164,0.4032743935332922
odi_during_prone,0.3185335830920907,0.28411545346446443
odi_during_rem,0.5629461857208562,0.5374167631880067
odi_during_right,0.3677448714243018,0.3453293465906784
odi_during_supine,0.4847022594218438,0.4586655845624541
percent_of_deep_sleep_time,0.18600334535001883,0.14918881087446106
percent_of_left_sleep,0.08076521487792984,0.051019732208015145
percent_of_light_sleep_time,0.1370769440040251,0.09215808650561505
percent_of_non_supine_sleep,0.09259728029404479,0.0655967276669251
percent_of_prone_sleep,-0.017318011475657098,-0.0034699203076503
percent_of_rem_sleep_time,0.0696255729870272,0.0280025871218999
percent_of_right_sleep,0.07283995367996925,0.0547519491183336
percent_of_sleep_time,0.06278216101419795,0.10143434680855395
percent_of_supine_sleep,0.09259727984677554,0.0655967278337124
percent_of_wake_time,0.06278215409140075,0.10143434117472315
rdi,0.4246461922380931,0.3974716314559973
rdi_during_left,0.2777164003055298,0.2601093652637938
rdi_during_non_supine,0.326918611471654,0.2870522890673265
rdi_during_nrem,0.3495613629289923,0.3137882882228747
rdi_during_prone,0.2749133631143943,0.22332927716118994
rdi_during_rem,0.47478352990160594,0.44837589968677205
rdi_during_right,0.24708947268090575,0.19344815454485764
rdi_during_supine,0.42629807300597367,0.39362091084199236
rem_latency,0.027309330816433,0.015835237972288398
saturation_below_80,0.062270210809687754,0.09407373294944335
saturation_below_85,0.0882009795749462,0.11477254990644781
saturation_below_90,0.26198202627854494,0.23712753166575015
saturation_below_or_equal_88,0.2196424122035972,0.2224131095972792
saturation_max_value,0.18332907220594868,0.17593884369110596
saturation_mean,0.567233816303786,0.5512760006849731
saturation_min_value,0.391315815394224,0.356432362716228
sleep_efficiency,0.04800017782540505,0.09203564528732641
sleep_latency,0.0247042060425162,0.016107006529623852
snore_above_40db,0.20629199429265405,0.17877554124124267
snore_above_45db,0.40245889962790965,0.38047562854715633
snore_above_50db,0.3148333667736056,0.30261302527239065
snore_above_60db,0.1232629953229206,0.11341717352411665
snore_db_mean,0.3710107756566228,0.36640392619512724
time_to_transition_nrem_to_rem,0.02345530468248775,0.05107431524250255
time_to_transition_nrem_to_wake,0.0846295333949758,0.0918969555514089
time_to_transition_rem_to_nrem,0.08503118554059741,0.047589084185752153
time_to_transition_rem_to_wake,0.036037771963962295,0.056821581004608504
time_to_transition_wake_to_nrem,0.01714516652444545,0.0158041463229962
time_to_transition_wake_to_rem,-0.0041488449030944,-0.0547939992568693
total_arousal_sleep_time,0.048355338081810195,0.03387159720142375
total_deep_sleep_time,0.11840385924270161,0.10042777912007435
total_left_sleep_time,0.07714353880409434,0.044809925999091754
total_light_sleep_time,0.13842677413232857,0.1048650316723104
total_non_supine_sleep_time,0.09862742602491001,0.06576820843211695
total_prone_sleep_time,0.006316152470617601,0.00047873684153855
total_rem_sleep_time,0.021999748020085,-0.00326675616781675
total_right_sleep_time,0.0723302132937216,0.0495515861141414
total_sleep_time,0.04858955750514745,0.03474287181823625
total_supine_sleep_time,0.0887643184579502,0.06944077951095859
total_time_in_bed,0.0582346950592637,0.0323020507733242
total_valid_apnea_central_sleep_time,0.0549655194834748,0.07032434143633709
total_valid_apnea_sleep_time,0.06347155431802914,0.06362761188364235
total_wake_time,0.06921454847902025,0.1018028209832728
total_wake_time_after_sleep_onset,0.06910911488187305,0.10121790932207536
variability_between_sleep_stage_percents,0.14217895544711645,0.09607514056155625
