,clinical_OSA
0,0.5158058413295084
1,0.5098519883272331
2,0.503354065684044
3,0.5080992185181522
4,0.5109401276090613
5,0.5106680927886043
6,0.5121488277772283
7,0.5087638490454051
8,0.5121488277772283
9,0.5075551488772381
10,0.5118767929567712
11,0.5078271836976951
12,0.50646700959541
13,0.505922939954496
14,0.5126928974181423
15,0.5101240231476901
16,0.5186467504204174
17,0.5194628548817884
18,0.507011079236324
19,0.5137810366999703
20,0.5158058413295084
21,0.5135090018795134
22,0.5052583094272431
23,0.507011079236324
24,0.5160778761499654
25,0.5158058413295084
26,0.5109401276090613
27,0.5090358838658621
28,0.5152617716885943
29,0.5121488277772283
30,0.5112121624295182
31,0.5174380502522505
32,0.5132369670590563
33,0.5109401276090613
34,0.506739044415867
35,0.5147177020476803
36,0.5174380502522505
37,0.5093079186863191
38,0.505650905134039
39,0.5007851914135919
40,0.5171660154317934
41,0.5091873577999803
42,0.5106680927886043
43,0.5132369670590563
44,0.5101240231476901
45,0.5129649322385993
46,0.5155338065090513
47,0.5135090018795134
48,0.5118767929567712
49,0.5126928974181423
