,"Age, BMI & VAT","Sleep Quality
(average of nights)"
index,0.014268639869086951,0.03434761369026925
adrr,0.10272657207899641,0.1677992086264184
COGI,0.14853896962117336,0.14222225798746366
cv,0.057692458961136,0.09727420922520275
ea1c,0.1837428723305585,0.22034439953651735
gmi,0.18367468568468498,0.22034440805974942
grade,0.06984411209279615,0.015326386085093
grade_eugly,0.10584658342956679,0.08421177715734479
grade_hyper,0.13555457789600378,0.12843097165381023
grade_hypo,0.15233095381753942,0.18934306413615176
hbgi,0.0786781099455013,0.05420116604174255
lbgi,0.1639239760851291,0.2053281771758938
hyper_index,0.04654070792273115,0.0198381317758221
hypo_index,0.12377267634702699,0.10117088361737189
igc,0.12134710405047824,0.09917149774654765
iqr,0.12898952111692535,0.1493723098344084
j_index,0.1547708045761983,0.1690088565595798
m_value,0.05909856172875855,0.02470480276333075
MAD,0.11754197791528109,0.12742596547124174
mage,-0.0069071104874576,-0.00623935232027115
above_140,0.14088143154628496,0.14107280178818765
above_180,0.04768017160628415,0.03798446810390905
below_54,0.0479075163953193,0.0147291627627772
below_70,0.1293847233691321,0.1009952231274451
in_range_63_140,0.0751718930406734,0.018801137267231198
in_range_70_180,0.1226237362756531,0.09066928103575089
range,0.030678822812870897,0.03695001467019375
sd,0.0607839870199678,0.0675879872426198
Min,0.129390772842379,0.17230116501993847
1stQu,0.17998734567472374,0.2496304971520125
Median,0.1802897780524718,0.2268221400392909
Mean,0.18359445025738555,0.2203444012349211
3rdQu,0.18694807595486906,0.2189000871299148
Max,0.0355704739714089,0.052019411041804145
Conga,0.06693039978440596,0.0473523215375425
GVP,0.15365558982965516,0.09926551527941946
MODD,0.0965273094203464,0.10633259741570694
SDRoc,0.15034943563781533,0.08980622834749244
CV_Measures_Mean,0.11959907444427559,0.19441842405239262
CV_Measures_SD,-0.0242891382395847,0.02478440491221475
AUC,0.1839647150995378,0.21932679061064894
MAG,0.1644707714811609,0.12999692871818655
SdW,0.138241373930928,0.1513804983136536
SdHHMM,0.20204115139586198,0.18913522779595343
SdWSH,0.1519451358626035,0.0860879318588812
SdDM,-0.0170986629959941,-0.0067960750120443
SdB,0.009550147127579449,0.03644345464663525
SdBDM,0.0882544530886727,0.08594903736581874
bt__hba1c,0.3326767671965958,0.27601983084449544
bt__glucose,0.28650891513482635,0.24021624630170407
