,clinical_OSA
0,0.4997391757955138
1,0.4997391757955138
2,0.4997391757955138
3,0.49921752738654146
4,0.49947835159102766
5,0.4997391757955138
6,0.4997391757955138
7,0.4997391757955138
8,0.4997391757955138
9,0.4997391757955138
10,0.4997391757955138
11,0.4997391757955138
12,0.4997391757955138
13,0.49947835159102766
14,0.4997391757955138
15,0.4997391757955138
16,0.4997391757955138
17,0.4997391757955138
18,0.4997391757955138
19,0.4997391757955138
20,0.4997391757955138
21,0.4997391757955138
22,0.49947835159102766
23,0.4997391757955138
24,0.4997391757955138
25,0.4997391757955138
26,0.4997391757955138
27,0.4997391757955138
28,0.49947835159102766
29,0.4997391757955138
30,0.49947835159102766
31,0.4997391757955138
32,0.4997391757955138
33,0.4997391757955138
34,0.4997391757955138
35,0.4997391757955138
36,0.49947835159102766
37,0.4997391757955138
38,0.4997391757955138
39,0.49947835159102766
40,0.4997391757955138
41,0.49947835159102766
42,0.4997391757955138
43,0.4997391757955138
44,0.4997391757955138
45,0.49921752738654146
46,0.4997391757955138
47,0.4997391757955138
48,0.4997391757955138
49,0.4997391757955138
