,Age & BMI,"HRV
(average of nights)"
Almonds,False,True
Apple,False,True
Apricot,True,True
Artichoke,False,True
Arugula,False,False
Avocado,False,True
Bagel,True,True
Baguette,False,False
Bamba,False,True
Banana,False,False
Beans,True,True
Beef,False,False
Beer,True,True
Beet,False,True
Biscuit,True,True
Bissli,False,True
Blueberries,True,True
Bolognese,False,False
Bread,False,True
Broccoli,False,True
Brownies,False,True
Bulgur,False,True
Burekas,True,True
Butter,True,True
Candies,False,True
Cappuccino,True,True
Carrots,True,True
Cashew,False,True
Cauliflower,False,True
Cereals,False,False
Ceviche,True,True
Challah,False,True
Cheesecake,False,False
Cherries,True,True
Chestnuts,False,True
Chicken,True,True
Chocolate,False,True
Ciabatta,True,True
Cinnamon,False,False
Coconut,False,True
Coffee,True,True
Coke,False,True
Coleslaw,False,False
Cookies,False,False
Coriander,True,True
Corn,True,True
Couscous,True,True
Cracker,False,True
Cranberries,False,True
Croissant,False,False
Croutons,True,True
Cuba,False,False
Cucumber,False,True
Danish,False,True
Dates,False,False
Edamame,False,True
Egg,False,True
Eggplant,False,True
Entrecote,False,False
Falafel,True,True
Fennel,False,True
Fig,False,False
Garlic,False,True
Granola,False,True
Grapes,False,True
Guacamole,True,True
Halva,True,True
Hamburger,False,True
Hazelnuts,True,True
Honey,True,True
Hummus,False,True
Jachnun,False,True
Jam,False,True
Kebab,False,True
Ketchup,False,True
Kiwi,False,True
Knafeh,False,True
Kohlrabi,False,True
Lasagna,False,False
Lemon,False,True
Lemonade,True,True
Lentils,False,True
Lettuce,False,True
Majadra,False,True
Mandarin,False,False
Mango,False,True
Matbucha,False,True
Mayonnaise,False,True
Meatballs,False,True
Melon,False,True
Milk,False,True
Mushrooms,False,True
Mustard,True,True
Nectarine,False,True
Noodles,False,True
Oatmeal,True,True
Olives,False,True
Omelette,False,True
Onion,False,True
Orange,True,True
Pancake,False,True
Parsley,True,True
Pasta,False,True
Pastrami,False,True
Peach,False,False
Peanuts,False,False
Pear,False,True
Peas,False,True
Pecan,False,True
Pepper,True,True
Persimmon,False,False
Pesto,False,True
Pineapple,False,True
Pistachio,False,True
Pita,False,False
Pizza,False,True
Plum,False,False
Pomegranate,True,True
Pomelo,True,True
Popcorn,False,True
Popsicle,False,False
Potatoes,False,True
Pretzels,True,True
Prune,False,False
Pullet,False,True
Pumpkin,False,True
Quinoa,True,True
Raisins,False,True
Ravioli,True,True
Rice,True,True
Roll,False,True
Rugelach,True,True
Salmon,True,True
Salt,False,True
Sauerkraut,True,True
Sausages,False,True
Schnitzel,False,True
Schug,True,True
Shakshouka,False,True
Shrimp,False,True
Smoothies,False,True
Soymilk,False,False
Spelled,False,True
Spinach,True,True
Sprouts,True,True
Steak,False,False
Strawberry,False,False
Sugar,True,True
Sushi,False,True
Tahini,False,False
Tea,False,True
Tilapia,False,False
Tofu,False,True
Tomatoes,False,True
Tortilla,False,True
Wafers,False,True
Walnuts,False,True
Water,True,True
Watermelon,True,True
Whiskey,False,True
Wine,False,False
Yogurt,False,True
Zucchini,False,True
ginger,False,True
