,clinical_OSA
0,0.5019990926104464
1,0.5061815913344297
2,0.5026229229285999
3,0.5023110077695231
4,0.5026229229285999
5,0.5029348380876766
6,0.5032467532467533
7,0.5032467532467533
8,0.5032467532467533
9,0.5029348380876766
10,0.5029348380876766
11,0.5026229229285999
12,0.5023110077695231
13,0.5032467532467533
14,0.5029348380876766
15,0.5026229229285999
16,0.5026229229285999
17,0.5026229229285999
18,0.5026229229285999
19,0.5032467532467533
20,0.5026229229285999
21,0.5029348380876766
22,0.5029348380876766
23,0.5023110077695231
24,0.5026229229285999
25,0.5023110077695231
26,0.5026229229285999
27,0.5032467532467533
28,0.5026229229285999
29,0.5026229229285999
30,0.5029348380876766
31,0.5029348380876766
32,0.5026229229285999
33,0.5032467532467533
34,0.5029348380876766
35,0.5023110077695231
36,0.5026229229285999
37,0.5026229229285999
38,0.5029348380876766
39,0.5023110077695231
40,0.5029348380876766
41,0.5032467532467533
42,0.5026229229285999
43,0.5026229229285999
44,0.5023110077695231
45,0.5029348380876766
46,0.5029348380876766
47,0.5029348380876766
48,0.5023110077695231
49,0.5029348380876766
