,"Age, BMI & VAT",Insulin resistance
saturation_max_value,0.1272424283416962,0.27143579654327077
percent_of_supine_sleep,0.12305604148688734,0.15657051611191225
percent_of_non_supine_sleep,0.1230560414868873,0.15657051611191214
total_valid_apnea_sleep_time,0.0373012165540964,0.06821707011975256
total_arousal_sleep_time,0.043339831729182196,0.07048871251763805
total_sleep_time,0.0433070620096576,0.06926957023893665
total_valid_apnea_central_sleep_time,0.047215184107925356,0.07052054744467451
total_non_supine_sleep_time,0.1500016871971491,0.17252737761633835
time_to_transition_rem_to_wake,0.0904666960411542,0.10938102720130005
total_supine_sleep_time,0.09436100810718345,0.11066622268269219
snore_above_40db,0.17107911333447634,0.1872785993996702
saturation_mean,0.5699373681816462,0.5853852260186143
total_rem_sleep_time,0.07057850955782041,0.08352234844940001
desaturations_mean_nadir,0.19516953739020315,0.20466511257473405
snore_db_mean,0.3061821284583425,0.3139218536633599
rdi_during_left,0.29804954506256753,0.3027394807475448
number_of_transitions_wake_to_nrem,0.2366725873773592,0.23995975533919064
rdi_during_right,0.2819363013261613,0.2845504287848979
rdi_during_non_supine,0.3403603111679355,0.3417990333190353
odi,0.5350222611127877,0.5356176689563305
number_of_all_respiratory_events,0.4302209208495395,0.43061817345590603
ahi_central,0.30721699413891956,0.3072170999013326
saturation_below_90,0.21687295449469796,0.2168729544946981
saturation_below_80,0.09523746240951475,0.09523746240951486
