,"Age, BMI & VAT","Sleep Quality
(average of nights)"
depressed_hopeless_fortnight,False,True
depressed_longest_period_weeks,True,True
depressed_whole_week,False,True
depressed_whole_week_periods,False,True
family_relationship_satisfaction,False,True
fedup_often,False,True
feeling_lonley_often,True,True
fidgety_or_restless_fortnight,False,True
financial_situation_satisfaction,False,True
friendships_satisfaction,False,True
happiness_level,False,True
health_satisfaction,False,True
high_irritable_longest_period_duration,False,True
high_irritable_state,False,True
high_irritable_state_caused_problems,True,True
hyper_least_two_days,True,True
irritable_person,False,True
irritablilty_leading_to_argumens,True,True
little_interest_or_pleasure_fortnight,False,True
miserable_no_reason,False,True
mood_swings,False,False
nerves_anxiety_tension_depression_doctor,True,True
nerves_anxiety_tension_depression_psychiatrist,False,False
nervous_person,False,False
risks_taker,False,False
suffer_nerves,True,True
tense_or_highly_strung,False,True
tired_or_little_energy_fortnight,False,True
troubled_by_guilt,True,True
unenjoyment_uninterested_period_duration_weeks,True,True
unenjoyment_uninterested_periods_number,True,True
unenjoyment_uninterested_whole_week,False,True
work_satisfaction,False,True
worrier,False,True
worry_long_after_embarrassment,False,True
rds_score,False,True
