,"Age, BMI & VAT","Sleep Quality
(average of nights)"
bt__monocytes_abs,-0.0393371299426718,-0.0393371299426718
bt__wbc,0.2989823118843111,0.30069682637844297
bt__lymphocytes_abs,0.21792849397236255,0.21792849397236255
bt__monocytes_,0.059483777707055305,0.0593024827015394
bt__neutrophils_abs,0.2495594808373312,0.24945635818578804
bt__basophils_,-0.04127641673690065,-0.04127641673690065
bt__lymphocytes_,0.1089537956165097,0.1106086852017734
bt__basophils_abs,-0.040968868194474345,-0.04096886819447425
bt__eosinophils_,-0.0394508099786487,-0.0394508099786487
bt__eosinophils_abs,-0.03747692599941875,-0.037476925999418695
bt__neutrophils_,0.08597145788415164,0.0893557321229074
