,"Age, BMI & VAT",Renal function
AHI,0.005993176510456731,0.005334661927918793
ahi_4_percent,0.006339401625332301,0.006600478666974332
ahi_central,0.010227849844692757,0.012977509749868912
ahi_central_during_nrem,0.012399157552784151,0.010038955356681298
ahi_central_during_rem,0.011829941073671899,0.012497126794283189
ahi_during_left,0.0074389311619923355,0.011281563100376464
ahi_during_non_supine,0.007059276285880692,0.007790789606279214
ahi_during_nrem,0.008032867580954374,0.007821578458452471
ahi_during_prone,0.008752084234626537,0.009269445271033001
ahi_during_rem,0.005676317223613649,0.005352744152670232
ahi_during_right,0.008910055688907185,0.0092337868305308
ahi_during_supine,0.006727638650808673,0.00635728093721321
ahi_obstructive,0.005954506732091485,0.006141094309658454
ahi_obstructive_during_nrem,0.006264029576393016,0.005775952474983246
ahi_obstructive_during_rem,0.004349233056644537,0.006426263969741488
desaturations_mean_nadir,0.0067654566431024086,0.00867872292598984
desaturations_of_10_20,0.010652369118817527,0.011214427171628799
desaturations_of_4_9,0.006654318034185956,0.00685065402273023
number_of_4_percent_desaturation_apnea_hypopnea_events,0.0068493492514645786,0.007030582999433435
number_of_all_respiratory_events,0.0095088641381982,0.009000801130343596
number_of_apnea_hypopnea_events,0.0069055912265591456,0.006672596658096376
number_of_central_apnea_hypopnea_events,0.012343257723608562,0.014704042662812453
number_of_desaturation_events,0.006750664672119424,0.007213606719920857
number_of_obstructive_apnea_hypopnea_events,0.006032147765001445,0.007544070561586009
number_of_transitions_nrem_to_rem,0.015095626354562366,0.012555428898577626
number_of_transitions_nrem_to_wake,0.012934681819176374,0.012476491860270044
number_of_transitions_rem_to_nrem,0.014352868338150476,0.015435906696157443
number_of_transitions_rem_to_wake,0.016934404301734835,0.01452590067201427
number_of_transitions_wake_to_nrem,0.013141034902643414,0.010906583886483946
number_of_transitions_wake_to_rem,0.01298351845991886,0.01636154030502229
number_of_wakes,0.012885064629709784,0.015520688216987471
odi,0.006241830213277283,0.006847550472182185
odi_during_left,0.00831155874990914,0.010440836072011815
odi_during_non_supine,0.008318551914141072,0.007592899310155544
odi_during_nrem,0.008388207382883676,0.008876772567011406
odi_during_prone,0.010642933595524479,0.01091394954039581
odi_during_rem,0.0055983016582160615,0.005789840695440149
odi_during_right,0.00992701231197938,0.00794318052716777
odi_during_supine,0.006623935253717832,0.00681014497694377
percent_of_deep_sleep_time,0.010731723508295784,0.013531944491946005
percent_of_left_sleep,0.014173419712489966,0.012256397794917122
percent_of_light_sleep_time,0.011314717840046016,0.010561381321740428
percent_of_non_supine_sleep,0.014105872972908537,0.01282103261230481
percent_of_prone_sleep,0.01519785169503541,0.014393144947048252
percent_of_rem_sleep_time,0.014409080943480913,0.011879813133098415
percent_of_right_sleep,0.012786470833450686,0.014398640376534731
percent_of_sleep_time,0.012057691208267175,0.01305399480179041
percent_of_supine_sleep,0.014105872951143092,0.012800475508149617
percent_of_wake_time,0.012087217843544997,0.013049659439110498
rdi,0.007634082176299197,0.007781904038726826
rdi_during_left,0.008694920286743948,0.01099816225517217
rdi_during_non_supine,0.009050992140356373,0.010774453175371842
rdi_during_nrem,0.008993335399180671,0.00936517899491323
rdi_during_prone,0.012686092275344807,0.013048007778945003
rdi_during_rem,0.006155548640957876,0.007471538199224525
rdi_during_right,0.010035428987540862,0.012329795365492197
rdi_during_supine,0.007994965447988878,0.0075297561910542534
rem_latency,0.015861542899113963,0.0170444454957404
saturation_below_80,0.022603157456945716,0.01731456018768161
saturation_below_85,0.018566512596318228,0.015828876817148903
saturation_below_90,0.01015451142113959,0.011020697938104642
saturation_below_or_equal_88,0.012262843605544308,0.012430035418030071
saturation_max_value,0.014052276536301854,0.01523787104601303
saturation_mean,0.007658057138473337,0.006155546251227025
saturation_min_value,0.007585305800080395,0.007240895151581938
sleep_efficiency,0.015411682413072636,0.014827879257318837
sleep_latency,0.013816683967517535,0.01445572680858663
snore_above_40db,0.010756513915599267,0.014574167529193112
snore_above_45db,0.008931029880285607,0.011601558868293536
snore_above_50db,0.009827730004425073,0.011262728077266963
snore_above_60db,0.014645888760942265,0.011244353546879996
snore_db_mean,0.008504323994986006,0.010797857325397862
time_to_transition_nrem_to_rem,0.01620734938462161,0.013258888060313223
time_to_transition_nrem_to_wake,0.01267952398442802,0.014550209731464266
time_to_transition_rem_to_nrem,0.011074141520933308,0.012095753312737788
time_to_transition_rem_to_wake,0.014287599086749838,0.0126801703926798
time_to_transition_wake_to_nrem,0.01122444448354855,0.010908259163625865
time_to_transition_wake_to_rem,0.013641908839407715,0.01698280485479542
total_arousal_sleep_time,0.015633399247930384,0.016512528618708746
total_deep_sleep_time,0.010242850035293878,0.010616086105961852
total_left_sleep_time,0.014224178300265209,0.012375041082899314
total_light_sleep_time,0.010800566464870041,0.012672087060909071
total_non_supine_sleep_time,0.012942004027691365,0.012918468638608894
total_prone_sleep_time,0.015611363361251296,0.014642966016687802
total_rem_sleep_time,0.013030806132322093,0.012165020618559126
total_right_sleep_time,0.012835793057768165,0.013924575791742047
total_sleep_time,0.015598298542515411,0.01651647121531756
total_supine_sleep_time,0.012180383228322104,0.014136669115947622
total_time_in_bed,0.012862803126300977,0.012993395000793799
total_valid_apnea_central_sleep_time,0.017617596842759042,0.01582648601653821
total_valid_apnea_sleep_time,0.015427846994450373,0.017232878702295534
total_wake_time,0.014018652082017078,0.013617904348848464
total_wake_time_after_sleep_onset,0.013040309885392969,0.011881162004500833
variability_between_sleep_stage_percents,0.01117586222475325,0.011453176189638566
