,"Age, BMI & VAT",Insulin resistance
AHI,0.454945108020291,0.4169271157317068
ahi_4_percent,0.4384999031199127,0.39046745535687033
ahi_central,0.12912021296531484,0.0535274669896843
ahi_central_during_nrem,0.10609868589814045,0.03920892147501265
ahi_central_during_rem,0.14575196319038514,0.09772895877672046
ahi_during_left,0.29437385100219776,0.24484227233382694
ahi_during_non_supine,0.37340261954597476,0.30985530224580715
ahi_during_nrem,0.41572631517904257,0.3637769121195572
ahi_during_prone,0.32457239540090177,0.2671077767967373
ahi_during_rem,0.47462268789554307,0.4386877310186325
ahi_during_right,0.34077219980737256,0.28091706167851604
ahi_during_supine,0.4772931675486968,0.44583522709308915
ahi_obstructive,0.4762031429217884,0.4256300530893211
ahi_obstructive_during_nrem,0.4398062568418917,0.387595266749747
ahi_obstructive_during_rem,0.4765656581094987,0.44634372866937955
desaturations_mean_nadir,0.3254131849433114,0.3154900724599875
desaturations_of_10_20,0.20617493091383826,0.1377956045965715
desaturations_of_4_9,0.44254205608388664,0.38977498959115287
number_of_4_percent_desaturation_apnea_hypopnea_events,0.4182173903877432,0.3631888462606446
number_of_all_respiratory_events,0.3105196372514415,0.2802154984508499
number_of_apnea_hypopnea_events,0.42329806504483103,0.3741136985563257
number_of_central_apnea_hypopnea_events,0.1310647045851953,0.0524965816715246
number_of_desaturation_events,0.4200447394676461,0.3606426600119792
number_of_obstructive_apnea_hypopnea_events,0.4455432781634966,0.38151571959278274
number_of_transitions_nrem_to_rem,0.02419445451908905,0.04833354911874781
number_of_transitions_nrem_to_wake,0.0816028219147991,0.1288339222622917
number_of_transitions_rem_to_nrem,0.003124785576841,0.0727139130344067
number_of_transitions_rem_to_wake,0.0207138444753626,-0.029655380300928902
number_of_transitions_wake_to_nrem,0.09579577163277805,0.12216980441817445
number_of_transitions_wake_to_rem,0.06057407355444265,0.03953826592442415
number_of_wakes,0.08398819429057294,0.12083245218399205
odi,0.43918253629328696,0.389126415756165
odi_during_left,0.3460312404860628,0.3085842085453857
odi_during_non_supine,0.399433705464017,0.31088107786826147
odi_during_nrem,0.38760327183135956,0.32618441517836483
odi_during_prone,0.3461915607579231,0.2353471753845314
odi_during_rem,0.4839873329559386,0.4327893426152133
odi_during_right,0.36044594825426235,0.2700954325664696
odi_during_supine,0.45181172213112986,0.4085203847081219
percent_of_deep_sleep_time,0.1766480942339973,0.12057548934572379
percent_of_left_sleep,0.05958253384947665,0.0692198747878381
percent_of_light_sleep_time,0.10501384487903975,0.093906373934622
percent_of_non_supine_sleep,0.0578863341090156,0.0654936550616506
percent_of_prone_sleep,-0.00892850531220365,0.00384607930248495
percent_of_rem_sleep_time,0.02845236737336665,0.0842613175195937
percent_of_right_sleep,0.029893863931824603,0.05183788960600685
percent_of_sleep_time,0.0052775632301304,0.10918121984984035
percent_of_supine_sleep,0.057886333600454046,0.06549365638064505
percent_of_wake_time,0.005277555009530151,0.1091812208586473
rdi,0.35868781329788246,0.33616508646593873
rdi_during_left,0.19133144160722326,0.16087234637803516
rdi_during_non_supine,0.25049740006522403,0.20791402580780224
rdi_during_nrem,0.3160312652533671,0.2792857508507021
rdi_during_prone,0.18592461029451715,0.17737321032328016
rdi_during_rem,0.38382090319512563,0.36855308346377913
rdi_during_right,0.22968061777125695,0.1790872312713441
rdi_during_supine,0.3980618889606949,0.3666964082274936
rem_latency,0.06825630765497954,0.04026117892472235
saturation_below_80,0.150592617884282,0.11209296763162235
saturation_below_85,0.18533003924593355,0.15897190414973955
saturation_below_90,0.2961931139545946,0.2742362867344347
saturation_below_or_equal_88,0.2672883151700177,0.24803327755552565
saturation_max_value,0.049755039818053653,0.19265157123910193
saturation_mean,0.41729395258910845,0.41733797371689074
saturation_min_value,0.34854906646361283,0.2939122143343381
sleep_efficiency,-0.030950521445660698,0.10097924123474705
sleep_latency,-0.02888239082338075,0.035444905288301
snore_above_40db,0.12253534274941891,0.09733929199143955
snore_above_45db,0.3029187346047138,0.2201797486413383
snore_above_50db,0.2248298289499682,0.14101244626849885
snore_above_60db,0.0935076987996413,0.11665694025301501
snore_db_mean,0.286325044139659,0.21626819449056214
time_to_transition_nrem_to_rem,0.0679379298369132,0.0316567423643792
time_to_transition_nrem_to_wake,-0.014456268320378801,0.0390799960457239
time_to_transition_rem_to_nrem,0.00938725789780325,0.0407640693477295
time_to_transition_rem_to_wake,0.05887919127153385,0.0510702191444027
time_to_transition_wake_to_nrem,0.09212149814748649,0.13028755561172084
time_to_transition_wake_to_rem,0.0074112760299895,-0.011109462164658551
total_arousal_sleep_time,-0.0160891606040338,0.06495475129412545
total_deep_sleep_time,0.1480212159573524,0.10000766627893445
total_left_sleep_time,0.07877232062778089,0.0520106636607332
total_light_sleep_time,0.08083640129105615,0.09722106327419944
total_non_supine_sleep_time,0.06717922926551564,0.08631798008197555
total_prone_sleep_time,-0.0059615184874108,0.015851526851136548
total_rem_sleep_time,-0.0015209806291185501,0.05560663968872035
total_right_sleep_time,0.0424199988264916,0.062534395820646
total_sleep_time,-0.01569677958967795,0.06938530205970335
total_supine_sleep_time,0.05286668755734345,0.058794689833275
total_time_in_bed,0.00773277948551695,0.06452801678296374
total_valid_apnea_central_sleep_time,0.0059121904798387,0.0306980775210546
total_valid_apnea_sleep_time,0.015193425033951501,0.033909984410171096
total_wake_time,-0.000981257901448,0.1131144732649925
total_wake_time_after_sleep_onset,0.0336120250153842,0.10330008976239125
variability_between_sleep_stage_percents,0.11965119530688789,0.1007131066857489
