,"Age, BMI & VAT",Insulin resistance
AHI,0.5307149381188794,0.46470758258434225
ahi_4_percent,0.4880957793974699,0.42911124071680834
ahi_central,0.2601284172904281,0.18026342815013047
ahi_central_during_nrem,0.2418766501785421,0.16170243040053356
ahi_central_during_rem,0.25979735029435636,0.17164600192822654
ahi_during_left,0.3768600914320033,0.29759916739778447
ahi_during_non_supine,0.42752250379893986,0.3559244229290059
ahi_during_nrem,0.4797801869958364,0.40687231876171714
ahi_during_prone,0.34683963805218143,0.28024734662932377
ahi_during_rem,0.5516256061200706,0.4893842777785419
ahi_during_right,0.34369215564020794,0.262090838335175
ahi_during_supine,0.5441298798613442,0.48470275486663844
ahi_obstructive,0.5333189918213581,0.46126379099684195
ahi_obstructive_during_nrem,0.4857315126236655,0.4130895191481325
ahi_obstructive_during_rem,0.5444092625317407,0.48248081626096123
desaturations_above_20,0.0341724557206948,0.0234148304399135
desaturations_mean_nadir,0.14633337320940615,0.12454668762514129
desaturations_of_10_20,0.24073323437867278,0.17172871040129994
desaturations_of_4_9,0.5137497136270445,0.4584564079863699
number_of_4_percent_desaturation_apnea_hypopnea_events,0.48708541394807936,0.42251644699677504
number_of_all_respiratory_events,0.3920946706082833,0.31468716423375687
number_of_apnea_hypopnea_events,0.5207597694945967,0.4495181010567571
number_of_central_apnea_hypopnea_events,0.26553275846560354,0.18703754741953693
number_of_desaturation_events,0.5052216892948499,0.4459415770046432
number_of_obstructive_apnea_hypopnea_events,0.5254302620450207,0.45420966653909794
number_of_transitions_nrem_to_rem,0.047488058953409254,0.01043862069366235
number_of_transitions_nrem_to_wake,0.2003018679486773,0.10595253462423496
number_of_transitions_rem_to_nrem,0.06110136292986805,0.0280384128494045
number_of_transitions_rem_to_wake,0.05625853267994865,0.02840580179756275
number_of_transitions_wake_to_nrem,0.18932451998285454,0.1061362024948784
number_of_transitions_wake_to_rem,-0.01987132128564745,0.03679545594769205
number_of_wakes,0.1660797397866245,0.10076450936760484
odi,0.5009893145323442,0.4533268283762337
odi_during_left,0.36679800212654634,0.2839576344235766
odi_during_non_supine,0.41911505329662285,0.35385249191344414
odi_during_nrem,0.43454261815279094,0.3573382791057238
odi_during_prone,0.3023239697206356,0.24395854535250056
odi_during_rem,0.5316044535076233,0.491095011479491
odi_during_right,0.3269671604799122,0.24197750293123305
odi_during_supine,0.48798359446545303,0.43694054778835967
percent_of_deep_sleep_time,0.15381349608798717,0.14607294976548912
percent_of_left_sleep,0.07204045557782024,0.0780721539528904
percent_of_light_sleep_time,0.1117137485326896,0.09921315153327805
percent_of_non_supine_sleep,0.09071178987906756,0.05404902523354585
percent_of_prone_sleep,0.00247874516099125,-0.0298095696040503
percent_of_rem_sleep_time,0.0434678928947688,0.05157145850202545
percent_of_right_sleep,0.06900061690916931,0.0301851027049208
percent_of_sleep_time,0.08956431747848351,0.03202897122227625
percent_of_supine_sleep,0.09071178918807984,0.054049024536954246
percent_of_wake_time,0.08956431929333095,0.032028965082625455
rdi,0.40782742710986974,0.32937437196257935
rdi_during_left,0.25513274011032083,0.1824049432133866
rdi_during_non_supine,0.2995923458530265,0.2305539196375048
rdi_during_nrem,0.34762046093107446,0.26835675756618493
rdi_during_prone,0.25052780704208644,0.17416879708168195
rdi_during_rem,0.4455364198476871,0.3756833040181604
rdi_during_right,0.23317595914999878,0.16976423625604636
rdi_during_supine,0.43849583441266515,0.3755511216060343
rem_latency,0.0102790615314244,0.0048643941866581
saturation_below_80,0.14121048532451036,0.07649102358204135
saturation_below_85,0.16916386099009476,0.12300576225282565
saturation_below_90,0.2256531702386996,0.1607028074530767
saturation_below_or_equal_88,0.1996926057005966,0.15504217870709136
saturation_max_value,0.13578966052639124,0.21498739603367575
saturation_mean,0.546346635575377,0.521951597354736
saturation_min_value,0.3821246905760953,0.326999751219459
sleep_efficiency,0.08041761001494965,0.02737402409533545
sleep_latency,0.03525966721982065,-0.0017829843838633999
snore_above_40db,0.1596272807917484,0.1103858423756587
snore_above_45db,0.32882598571552835,0.26006615242915504
snore_above_50db,0.2507690456923751,0.1960609372747495
snore_above_60db,0.11710802992856445,0.14227381667775155
snore_db_mean,0.31983868328845766,0.2576146113244602
time_to_transition_nrem_to_rem,0.00725828398120005,0.0220257342934258
time_to_transition_nrem_to_wake,0.0561675220603855,0.023859690461488947
time_to_transition_rem_to_nrem,0.0540170977799689,0.04711560438607745
time_to_transition_rem_to_wake,-0.02669140927055225,-0.01796594191687135
time_to_transition_wake_to_nrem,0.0192298854121334,0.02535327740751375
time_to_transition_wake_to_rem,-0.0187917648642974,-0.07281040368903885
total_arousal_sleep_time,0.02697927818141545,0.01807676672397845
total_deep_sleep_time,0.07525579704974385,0.054326214775448994
total_left_sleep_time,0.08028123070058499,0.1041344391890485
total_light_sleep_time,0.1239170190607873,0.09830779214740451
total_non_supine_sleep_time,0.12663227198199184,0.09368262873759364
total_prone_sleep_time,0.008612666909695749,-0.01895267544765555
total_rem_sleep_time,-0.01929549646249365,-0.01257447646750135
total_right_sleep_time,0.06364331562600464,0.0256926735979068
total_sleep_time,0.026160503756991048,0.01589619613259615
total_supine_sleep_time,0.0654659350951455,0.0211417530827881
total_time_in_bed,0.060147549992702554,0.0212272530019363
total_valid_apnea_central_sleep_time,0.08451167825296871,0.01392231256710035
total_valid_apnea_sleep_time,0.07630731420250825,0.0082149310047613
total_wake_time,0.1074209326939494,0.0472106676307716
total_wake_time_after_sleep_onset,0.10254814335636936,0.0395441471982283
variability_between_sleep_stage_percents,0.11704277528924766,0.10669397279538226
