,"Age, BMI & VAT",Insulin resistance
AHI,0.007111909610063847,0.010790658397990347
ahi_4_percent,0.007294425264554971,0.011165648960276603
ahi_central,0.011864281170225251,0.014522129932595645
ahi_central_during_nrem,0.012777417320697725,0.01713373445917291
ahi_central_during_rem,0.012019067198592054,0.01660368161283117
ahi_during_left,0.010168140490983264,0.012144165873720848
ahi_during_non_supine,0.008094843319671781,0.012160558213459398
ahi_during_nrem,0.00857515783418882,0.009601509001481818
ahi_during_prone,0.015171365117177538,0.015437968082774083
ahi_during_rem,0.006145478307296647,0.009468600057221744
ahi_during_right,0.00873754705793015,0.01337048432870973
ahi_during_supine,0.006688251003439134,0.010539024394143835
ahi_obstructive,0.0059462357680654205,0.007280415605066954
ahi_obstructive_during_nrem,0.006947202665946599,0.00806393323693491
ahi_obstructive_during_rem,0.007784522240742809,0.00915846683139736
desaturations_mean_nadir,0.00840938559767113,0.013314935970675158
desaturations_of_10_20,0.0120167579467037,0.013782470068047335
desaturations_of_4_9,0.00790810816892414,0.011568337720378533
number_of_4_percent_desaturation_apnea_hypopnea_events,0.007791389154934016,0.012459775361082892
number_of_all_respiratory_events,0.009723080406415598,0.013371979061181575
number_of_apnea_hypopnea_events,0.007892174023859277,0.010879410905523811
number_of_central_apnea_hypopnea_events,0.012653822737133854,0.0155020983931942
number_of_desaturation_events,0.007790347016205905,0.01185106450752029
number_of_obstructive_apnea_hypopnea_events,0.006101082231061049,0.008500679833150704
number_of_transitions_nrem_to_rem,0.01688240619136665,0.01592221347220771
number_of_transitions_nrem_to_wake,0.015902967591537313,0.01670005528612668
number_of_transitions_rem_to_nrem,0.0143384107136676,0.015383934533364195
number_of_transitions_rem_to_wake,0.020556651116785122,0.017160744897349353
number_of_transitions_wake_to_nrem,0.01724807618885319,0.01678007938087279
number_of_transitions_wake_to_rem,0.01564364114259293,0.014766050739981797
number_of_wakes,0.015326068689531847,0.0170299813363643
odi,0.007422138853782265,0.011354041853551003
odi_during_left,0.008595721269180486,0.017063633350323307
odi_during_non_supine,0.007156128103748524,0.012668384896555227
odi_during_nrem,0.01002743890491356,0.011997238706634257
odi_during_prone,0.013378776887492588,0.01681735244094604
odi_during_rem,0.007131537233175324,0.012038016764941548
odi_during_right,0.009411410574748468,0.012453396663514875
odi_during_supine,0.006881640672423031,0.01104728573331184
percent_of_deep_sleep_time,0.011249532625851518,0.014130525273545491
percent_of_left_sleep,0.018450626568518116,0.014974588490672007
percent_of_light_sleep_time,0.014246801522116288,0.016989672746097414
percent_of_non_supine_sleep,0.017669836218039425,0.01941958086856334
percent_of_prone_sleep,0.021437467674932032,0.019080978214286032
percent_of_rem_sleep_time,0.017280568237748838,0.016314476010446062
percent_of_right_sleep,0.014629845883401679,0.019157551609627257
percent_of_sleep_time,0.017328549193800193,0.01796140847962173
percent_of_supine_sleep,0.017674063496692108,0.019407694336814857
percent_of_wake_time,0.017322635810837213,0.017993327583043124
rdi,0.009276441372821747,0.011212780176497347
rdi_during_left,0.013289401327208166,0.020434334585304796
rdi_during_non_supine,0.011743833873174528,0.011649838663544099
rdi_during_nrem,0.010104687002380177,0.010049131735955258
rdi_during_prone,0.018696495095535667,0.01892251198622263
rdi_during_rem,0.007439564557025737,0.010082785194425153
rdi_during_right,0.012237643956907976,0.014380476956680368
rdi_during_supine,0.007678366420659884,0.011707448889481087
rem_latency,0.016238917855193682,0.016081978290603097
saturation_below_80,0.011923311552321325,0.016399038423839492
saturation_below_85,0.01139098470940316,0.015159455733895417
saturation_below_90,0.011216907278556546,0.011833184226506605
saturation_below_or_equal_88,0.010425377345085494,0.016073983662499205
saturation_max_value,0.0178482004874563,0.01405410591814468
saturation_mean,0.008937149214637109,0.009679086971283536
saturation_min_value,0.0090811163345969,0.013883898938149212
sleep_efficiency,0.017113264522822927,0.015498335380693997
sleep_latency,0.01512029745324071,0.017332813865914374
snore_above_40db,0.01821394945646077,0.022057595971614524
snore_above_45db,0.010968880937654362,0.016028417867631033
snore_above_50db,0.012909318368163314,0.015259012047059957
snore_above_60db,0.011661889116954559,0.020439581929521927
snore_db_mean,0.01159962077693171,0.017787483357102882
time_to_transition_nrem_to_rem,0.01639301399306976,0.018999546188442042
time_to_transition_nrem_to_wake,0.016800767984277844,0.01663966196973664
time_to_transition_rem_to_nrem,0.016101236552519407,0.017423001553546463
time_to_transition_rem_to_wake,0.01735955758258227,0.020451976372744634
time_to_transition_wake_to_nrem,0.017480628110944054,0.015050665218001377
time_to_transition_wake_to_rem,0.021300893670832575,0.017456303566923317
total_arousal_sleep_time,0.015484148141906193,0.01559399608214608
total_deep_sleep_time,0.01228561747888052,0.01623594275365646
total_left_sleep_time,0.019330833258758857,0.016418582184892876
total_light_sleep_time,0.01525191951509297,0.013739535224414791
total_non_supine_sleep_time,0.017191116609304363,0.01707903453888492
total_prone_sleep_time,0.01972634984055503,0.01851685766870689
total_rem_sleep_time,0.016550430867445256,0.013680686474106682
total_right_sleep_time,0.01276155492802706,0.020337770951015858
total_sleep_time,0.015561607511883093,0.015499790049507951
total_supine_sleep_time,0.018616558053541593,0.018835262484145986
total_time_in_bed,0.021617891915725558,0.017717495774496304
total_valid_apnea_central_sleep_time,0.015006756292983986,0.01998762536957129
total_valid_apnea_sleep_time,0.017491463451037283,0.015317890836913685
total_wake_time,0.015445823589861844,0.017739335055827796
total_wake_time_after_sleep_onset,0.016057433606790624,0.017632098135807784
variability_between_sleep_stage_percents,0.013528007250938242,0.017391001155883108
