,"Age, BMI & VAT",Bone Density
AHI,0.5713044039922135,0.5706579912019143
ahi_4_percent,0.533210331624776,0.5328634889858659
ahi_central,0.2933452900721675,0.2933452573573726
ahi_central_during_nrem,0.2772376757021995,0.277237670792252
ahi_central_during_rem,0.2650283573483193,0.26502836568056465
ahi_during_left,0.4252763146709454,0.4236238905902777
ahi_during_non_supine,0.4816711767684992,0.48126201907318306
ahi_during_nrem,0.5124375385962936,0.5104709375374956
ahi_during_prone,0.42167108549874965,0.4073854166297105
ahi_during_rem,0.5973919030360771,0.5959936250923563
ahi_during_right,0.4070448096735021,0.40336759725832483
ahi_during_supine,0.5649218773811833,0.5624258357889348
ahi_obstructive,0.5741060962329799,0.573466966674707
ahi_obstructive_during_nrem,0.517151463650874,0.5146820813109222
ahi_obstructive_during_rem,0.5902129061914033,0.5887608540066928
desaturations_above_20,-0.03645978549251799,-0.0364597854925178
desaturations_mean_nadir,0.24725957684923836,0.24679695733825324
desaturations_of_10_20,0.1966870248109655,0.1816643004502371
desaturations_of_4_9,0.5434342362986118,0.5429493551464527
number_of_4_percent_desaturation_apnea_hypopnea_events,0.5232827627052713,0.5226936089275995
number_of_all_respiratory_events,0.42926210741629,0.428507109885638
number_of_apnea_hypopnea_events,0.5557259355213737,0.5548127280977595
number_of_central_apnea_hypopnea_events,0.2944591214789126,0.28921133899889107
number_of_desaturation_events,0.5294601106462634,0.5287442770981963
number_of_obstructive_apnea_hypopnea_events,0.5611754553247961,0.5602171496181598
number_of_transitions_nrem_to_rem,-0.03400185118161705,-0.034001851181617
number_of_transitions_nrem_to_wake,0.22196492157718534,0.2193776332013423
number_of_transitions_rem_to_nrem,-0.029853163494581003,-0.0309685167947392
number_of_transitions_rem_to_wake,-0.03727501319229305,-0.03727501319229305
number_of_transitions_wake_to_nrem,0.2078766507593495,0.20372792459914635
number_of_transitions_wake_to_rem,-0.0356086416080719,-0.03560864160807195
number_of_wakes,0.19635291659829707,0.19153712193717054
odi,0.5369218100074684,0.5363107168346026
odi_during_left,0.42377624289033866,0.42422323825064073
odi_during_non_supine,0.4625331987333422,0.46184627089985497
odi_during_nrem,0.45547810935859756,0.4543260263651133
odi_during_prone,0.3755525059302609,0.3691128732789689
odi_during_rem,0.5722758536541965,0.5714996745414852
odi_during_right,0.38661965483600436,0.38315407095098786
odi_during_supine,0.514217382578507,0.509926001283346
percent_of_deep_sleep_time,0.23205589282024652,0.22853063338187546
percent_of_left_sleep,0.11231979838509451,0.09488504006084206
percent_of_light_sleep_time,0.19746908434822807,0.18423476637210423
percent_of_non_supine_sleep,0.12589842377913735,0.12207465856242995
percent_of_prone_sleep,-0.034235731261799046,-0.034235731261799046
percent_of_rem_sleep_time,0.14413259658912914,0.13370213011633136
percent_of_right_sleep,0.09249561926143884,0.0764624050368186
percent_of_sleep_time,0.09882665380427205,0.08634575989299051
percent_of_supine_sleep,0.12589842377913718,0.12207465856242991
percent_of_wake_time,0.09882665380427165,0.08634575989299001
rdi,0.45397237223520315,0.4533092505167543
rdi_during_left,0.3057539062327099,0.2998283498762928
rdi_during_non_supine,0.35294773224750575,0.35168656133957943
rdi_during_nrem,0.38526920794005237,0.3832191344350141
rdi_during_prone,0.31476294011389205,0.2964568937222526
rdi_during_rem,0.4984615156954496,0.4959379148196704
rdi_during_right,0.2919111167768953,0.2857371254836309
rdi_during_supine,0.4578097207521023,0.45448295560433155
rem_latency,0.05870028475130365,0.059972983039147595
saturation_below_80,0.08646580171209076,-0.036933626258196794
saturation_below_85,0.12029146492280104,0.11419172017623835
saturation_below_90,0.2901390179337402,0.29007228063434953
saturation_below_or_equal_88,0.2549995083872513,0.25527720202593407
saturation_max_value,0.21478579251101976,0.21478579251101976
saturation_mean,0.5892175562525211,0.5892176327328253
saturation_min_value,0.4311653793493918,0.4300233167726921
sleep_efficiency,0.08364391879242361,0.06278115977356245
sleep_latency,-0.0353915371154681,-0.0353915371154681
snore_above_40db,0.22400667428347795,0.20689749951022865
snore_above_45db,0.3948493952312583,0.3939413098234595
snore_above_50db,0.32560790215960866,0.3213407547314956
snore_above_60db,0.14731288290828795,0.13301749102403634
snore_db_mean,0.3571688254742893,0.3571688493550266
time_to_transition_nrem_to_rem,0.05677459426791695,-0.02186340924749025
time_to_transition_nrem_to_wake,0.12094679620750551,0.137051044383995
time_to_transition_rem_to_nrem,0.14403425162256875,0.1350827021707781
time_to_transition_rem_to_wake,0.09525803499158106,0.07042907965209899
time_to_transition_wake_to_nrem,-0.0015062686249933,-0.00406892997136045
time_to_transition_wake_to_rem,0.045027707143578954,-0.048805012479096604
total_arousal_sleep_time,0.040757963467005554,0.0174909092836555
total_deep_sleep_time,0.1771239265447159,0.1673305226291921
total_left_sleep_time,0.11230970155474596,0.11712530414072364
total_light_sleep_time,0.16627334319526554,0.1589579649486177
total_non_supine_sleep_time,0.13286398409978756,0.13863099048533375
total_prone_sleep_time,-0.0089046149023033,0.03085391533005775
total_rem_sleep_time,0.1069008159311142,0.09336826248026425
total_right_sleep_time,0.09389407979238895,0.08752856782269305
total_sleep_time,0.04213119742750095,0.019175485613995298
total_supine_sleep_time,0.10556364194279855,0.1074377119681138
total_time_in_bed,0.0798990862300249,0.056693420720983545
total_valid_apnea_central_sleep_time,0.023701318739189098,0.0253084437930542
total_valid_apnea_sleep_time,0.0157361021743458,0.036625456427196154
total_wake_time,0.12421360582581276,0.1146496383003934
total_wake_time_after_sleep_onset,0.124230421350325,0.11586906479059585
variability_between_sleep_stage_percents,0.20173650097097734,0.1947290754910699
