,"Age, BMI & VAT","Sleep Quality
(average of nights)"
bt__monocytes_abs,0.1463629927588575,0.1030806977938932
bt__wbc,0.24337333590202165,0.18266347163014654
bt__lymphocytes_abs,0.19638584299269765,0.12641239310977345
bt__monocytes_,0.045166153755981306,0.038919891475151056
bt__neutrophils_abs,0.18706381329149835,0.15463410862699994
bt__basophils_,-0.0070215704158312,0.05357391607602905
bt__lymphocytes_,0.060817101308284854,0.05008315054132895
bt__basophils_abs,0.0615767755365579,0.07290828805862505
bt__eosinophils_,0.0012857649894026,0.05689990836084365
bt__eosinophils_abs,0.00321275269661495,0.08967742070269866
bt__neutrophils_,0.03515420829562345,0.0374873204056098
